"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0031639",5.98836139018745e-06,0.999999963188371,3,9,"plasminogen activation","BP"
"GO:0051919",8.51147139914224e-06,0.999999939009657,3,10,"positive regulation of fibrinolysis","BP"
"GO:0002542",4.96764269403334e-05,0.999999933350325,2,3,"Factor XII activation","BP"
"GO:0051385",5.68736602880168e-05,0.99999991832944,2,3,"response to mineralocorticoid","BP"
"GO:1902307",0.000108331779202602,0.999999696070351,2,4,"positive regulation of sodium ion transmembrane transport","BP"
"GO:0042730",0.000135308289580866,0.999997114454839,3,24,"fibrinolysis","BP"
"GO:0007597",0.000158940804033294,0.999999372003749,2,5,"blood coagulation, intrinsic pathway","BP"
"GO:0043434",0.000315381455260331,0.999990736795791,3,36,"response to peptide hormone","BP"
"GO:0006703",0.000580363655418453,0.999994588790187,2,9,"estrogen biosynthetic process","BP"
"GO:0006508",0.000644326495414325,0.999932353232439,5,173,"proteolysis","BP"
"GO:0010642",0.00065757940601221,0.999993209023912,2,11,"negative regulation of platelet-derived growth factor receptor signaling pathway","BP"
"GO:0022617",0.00121625757880267,0.999982405128843,2,13,"extracellular matrix disassembly","BP"
"GO:0070633",0.00132281135593976,0.999980030712194,2,13,"transepithelial transport","BP"
"GO:0071638",0.00234227907278098,0.999949395788962,2,27,"negative regulation of monocyte chemotactic protein-1 production","BP"
"GO:0042493",0.00242047337671505,0.999749970832491,4,152,"response to drug","BP"
"GO:0010765",0.00284066741455597,0.999933442762192,2,21,"positive regulation of sodium ion transport","BP"
"GO:0061844",0.00343971508275261,0.999910518419219,2,23,"antimicrobial humoral immune response mediated by antimicrobial peptide","BP"
"GO:0000272",0.00416607267022412,0.999880093121986,2,24,"polysaccharide catabolic process","BP"
"GO:0060242",0.00435798775966306,1,1,1,"contact inhibition","BP"
"GO:0010157",0.00438193334765971,1,1,1,"response to chlorate","BP"
"GO:0006032",0.00478303106836095,0.999851822873783,2,25,"chitin catabolic process","BP"
"GO:0031638",0.00575243521761315,0.999803106587805,2,27,"zymogen activation","BP"
"GO:0048678",0.00960180469457227,0.99956346699627,2,40,"response to axon injury","BP"
"GO:0009253",0.0101463330709127,0.999965869055786,1,3,"peptidoglycan catabolic process","BP"
"GO:0032827",0.0101463330709127,0.999965869055786,1,3,"negative regulation of natural killer cell differentiation involved in immune response","BP"
"GO:0051714",0.0101463330709127,0.999965869055786,1,3,"positive regulation of cytolysis in other organism","BP"
"GO:0010944",0.0103315994074291,0.999964608287682,1,3,"negative regulation of transcription by competitive promoter binding","BP"
"GO:0090240",0.010684559160402,0.99996214275509,1,3,"positive regulation of histone H4 acetylation","BP"
"GO:0045599",0.0110794690840321,0.999453879056901,2,48,"negative regulation of fat cell differentiation","BP"
"GO:0033629",0.0123644157654664,0.999939151195477,1,5,"negative regulation of cell adhesion mediated by integrin","BP"
"GO:1990748",0.0127598737715022,0.999945957360358,1,3,"cellular detoxification","BP"
"GO:0031640",0.0129806125693586,0.999937097048202,1,4,"killing of cells of other organism","BP"
"GO:0016045",0.0144842425904093,0.999921630022045,1,4,"detection of bacterium","BP"
"GO:0043618",0.0146173914937304,0.999920178021348,1,4,"regulation of transcription from RNA polymerase II promoter in response to stress","BP"
"GO:0046274",0.0150647642773226,0.99990957096716,1,5,"lignin catabolic process","BP"
"GO:0050848",0.0156525015603634,0.999908432477311,1,4,"regulation of calcium-mediated signaling","BP"
"GO:1905451",0.0171044199293412,0.99989058947179,1,4,"positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis","BP"
"GO:0036003",0.019161213282764,0.999853459848149,1,5,"positive regulation of transcription from RNA polymerase II promoter in response to stress","BP"
