"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0042438",0.00118868850347386,0.999982042787981,2,27,"melanin biosynthetic process","BP"
"GO:0072675",0.00161132726524391,0.999971595802268,2,27,"osteoclast fusion","BP"
"GO:0061045",0.00201675871616687,0.999959914026159,2,30,"negative regulation of wound healing","BP"
"GO:0045616",0.0020399176558856,0.999959147329031,2,31,"regulation of keratinocyte differentiation","BP"
"GO:1901329",0.00208353472012635,1,1,1,"regulation of odontoblast differentiation","BP"
"GO:0031507",0.00218104598328268,1,1,1,"heterochromatin assembly","BP"
"GO:0097201",0.0041314808168779,0.99999580302538,1,2,"negative regulation of transcription from RNA polymerase II promoter in response to stress","BP"
"GO:0001942",0.00460015434981484,0.999857993521356,2,47,"hair follicle development","BP"
"GO:0002576",0.00461372265023647,0.999857359164964,2,47,"platelet degranulation","BP"
"GO:2000278",0.00462038545123073,0.999994749631748,1,2,"regulation of DNA biosynthetic process","BP"
"GO:0010839",0.00509461193144129,0.999834039956391,2,49,"negative regulation of keratinocyte proliferation","BP"
"GO:0042062",0.00556880447360513,0.999992369238895,1,2,"long-term strengthening of neuromuscular junction","BP"
"GO:0030512",0.00708039351996058,0.999724622312546,2,65,"negative regulation of transforming growth factor beta receptor signaling pathway","BP"
"GO:0032268",0.00802424278344733,0.999976221074048,1,4,"regulation of cellular protein metabolic process","BP"
"GO:0034184",0.00838839496314617,0.999974009815312,1,4,"positive regulation of maintenance of mitotic sister chromatid cohesion","BP"
"GO:0010712",0.00915509584333444,0.999966972130448,1,5,"regulation of collagen metabolic process","BP"
"GO:0097435",0.00978322466173831,0.999962274873285,1,5,"supramolecular fiber organization","BP"
"GO:0001933",0.0100614391179261,0.999529329667116,2,73,"negative regulation of protein phosphorylation","BP"
"GO:0006824",0.0103458267269634,0.999957801471345,1,5,"cobalt ion transport","BP"
"GO:0036003",0.0107939870972414,0.999954057927164,1,5,"positive regulation of transcription from RNA polymerase II promoter in response to stress","BP"
"GO:0048790",0.0116709197589187,0.999946270430726,1,5,"maintenance of presynaptic active zone structure","BP"
"GO:0045842",0.0120260636087921,0.999940573124755,1,6,"positive regulation of mitotic metaphase/anaphase transition","BP"
"GO:0033235",0.0121629964719,0.999937478074169,1,7,"positive regulation of protein sumoylation","BP"
"GO:0060391",0.012910981232455,0.999931481481854,1,6,"positive regulation of SMAD protein signal transduction","BP"
"GO:0090398",0.0146076869436283,0.999909732812714,1,7,"cellular senescence","BP"
"GO:0009410",0.0146634599680961,0.999909040217185,1,7,"response to xenobiotic stimulus","BP"
"GO:0071493",0.0161769158450737,0.999885146627088,1,9,"cellular response to UV-B","BP"
"GO:0072499",0.0187343069264198,0.999848207296923,1,8,"photoreceptor cell axon guidance","BP"
"GO:0000722",0.0201065125899366,0.999820096530118,1,10,"telomere maintenance via recombination","BP"
"GO:0048251",0.0201346147668761,0.999819591369038,1,10,"elastic fiber assembly","BP"
"GO:0009650",0.0208395699414228,0.999804745632719,1,11,"UV protection","BP"
"GO:0045840",0.021862191826573,0.999787165334897,1,10,"positive regulation of mitotic nuclear division","BP"
"GO:0051693",0.0258076445357115,0.999699992505774,1,11,"actin filament capping","BP"
"GO:0000463",0.0261615714399384,0.999686962041115,1,13,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP"
"GO:0071392",0.0276215359301177,0.999645451940939,1,16,"cellular response to estradiol stimulus","BP"
"GO:0015889",0.0278098521073893,0.999646056975047,1,13,"cobalamin transport","BP"
"GO:0043484",0.0286696563306245,0.999619569628243,1,15,"regulation of RNA splicing","BP"
"GO:0000289",0.0318436527241738,0.9995301213758,1,15,"nuclear-transcribed mRNA poly(A) tail shortening","BP"
"GO:0071397",0.0352066162136222,0.999418150191858,1,18,"cellular response to cholesterol","BP"
"GO:0032526",0.037152417781727,0.999347826346014,1,20,"response to retinoic acid","BP"
"GO:0016199",0.0392368899722708,0.999281493374195,1,16,"axon midline choice point recognition","BP"
"GO:0030032",0.0406522222485201,0.999220303492136,1,19,"lamellipodium assembly","BP"
"GO:0043488",0.0433262223978744,0.999105042782196,1,23,"regulation of mRNA stability","BP"
"GO:0010212",0.0451633223396149,0.999028866372863,1,22,"response to ionizing radiation","BP"
"GO:0007026",0.0452479907855828,0.999029764412554,1,20,"negative regulation of microtubule depolymerization","BP"
"GO:0055088",0.0454701715442032,0.999015514740269,1,22,"lipid homeostasis","BP"
"GO:0031092",0.00136266308794191,0.999978044429226,2,25,"platelet alpha granule membrane","CC"
"GO:0045170",0.00556880447360513,0.999992369238895,1,2,"spectrosome","CC"
"GO:0045169",0.00677268554470104,0.999984947626003,1,3,"fusome","CC"
"GO:0008091",0.00811752876826565,0.999978363018507,1,3,"spectrin","CC"
"GO:0005677",0.00838872868852154,0.999974007743571,1,4,"chromatin silencing complex","CC"
"GO:0071953",0.00901190246769948,0.999967999096733,1,5,"elastic fiber","CC"
"GO:0030915",0.0124731999585435,0.999936060497776,1,6,"Smc5-Smc6 complex","CC"
"GO:0005694",0.0152153344154122,0.999112574097849,2,94,"chromosome","CC"
"GO:0005576",0.0203973098510381,0.994467717925472,6,1105,"extracellular region","CC"
"GO:0016327",0.021390902845898,0.999796279093002,1,10,"apicolateral plasma membrane","CC"
"GO:0031225",0.026332456554733,0.997940215959417,2,120,"anchored component of membrane","CC"
"GO:0001527",0.0447413547461263,0.999049204687503,1,21,"microfibril","CC"
"GO:0005507",0.000632180356646144,0.999976019665588,3,88,"copper ion binding","MF"
"GO:0016716",0.000701653877226761,0.999992053873553,2,20,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen","MF"
"GO:0050431",0.00316173916885059,0.999919994829747,2,39,"transforming growth factor beta binding","MF"
"GO:0000386",0.00437831684797527,0.999995285951959,1,2,"second spliceosomal transesterification activity","MF"
"GO:0030628",0.00888692248671714,0.999970822581879,1,4,"pre-mRNA 3'-splice site binding","MF"
"GO:0005068",0.00915193621541144,0.999969052953788,1,4,"transmembrane receptor protein tyrosine kinase adaptor activity","MF"
"GO:0004867",0.0103196166326384,0.999510986970251,2,72,"serine-type endopeptidase inhibitor activity","MF"
"GO:0030371",0.0110528925786582,0.999949821342802,1,6,"translation repressor activity","MF"
"GO:0019789",0.0189567647813119,0.999840152640924,1,10,"SUMO transferase activity","MF"
"GO:0016805",0.0213031468541579,0.999795926583779,1,11,"dipeptidase activity","MF"
"GO:0005186",0.0214510595566662,0.999793071382784,1,11,"pheromone activity","MF"
"GO:0016504",0.0245376318460223,0.999726681385227,1,12,"peptidase activator activity","MF"
"GO:0030506",0.0279960370142576,0.999646664632919,1,11,"ankyrin binding","MF"
"GO:0004090",0.0307011356047177,0.999553596335714,1,22,"carbonyl reductase (NADPH) activity","MF"
"GO:0004712",0.0309777006520637,0.999555472012276,1,15,"protein serine/threonine/tyrosine kinase activity","MF"
"GO:0003746",0.0364669732100271,0.999373545768482,1,19,"translation elongation factor activity","MF"
"GO:0031419",0.0420413401533725,0.999163395779652,1,20,"cobalamin binding","MF"
"GO:0090729",0.0439303169922416,0.999074953012878,1,26,"toxin activity","MF"
