"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Gene_terms"
"1","PGEN_.00g018860","biosynthetic process",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","SNW domain-containing protein 1 (Nuclear protein SkiP) (Ski-interacting protein)"
"2","PGEN_.00g018860","transcription, DNA-templated",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","SNW domain-containing protein 1 (Nuclear protein SkiP) (Ski-interacting protein)"
"3","PGEN_.00g018860","cellular nitrogen compound metaboli...",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","SNW domain-containing protein 1 (Nuclear protein SkiP) (Ski-interacting protein)"
"4","PGEN_.00g034140","transcription, DNA-templated",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Transcription factor MafK"
"5","PGEN_.00g034140","cellular nitrogen compound metaboli...",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Transcription factor MafK"
"6","PGEN_.00g034140","biosynthetic process",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Transcription factor MafK"
"7","PGEN_.00g056490","cellular protein modification proce...",0.0427662372160743,"GO:0006470","protein dephosphorylation","BP","Probable serine/threonine-protein kinase pats1"
"8","PGEN_.00g083640","transcription, DNA-templated",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)"
"9","PGEN_.00g083640","cellular nitrogen compound metaboli...",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)"
"10","PGEN_.00g083640","biosynthetic process",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)"
"11","PGEN_.00g093280","cellular protein modification proce...",0.0427662372160743,"GO:0006470","protein dephosphorylation","BP","Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa)"
"12","PGEN_.00g109150","catabolic process",0.00864960547157853,"GO:0006914","autophagy","BP","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta)"
"13","PGEN_.00g119570","transcription, DNA-templated",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Protein capicua homolog"
"14","PGEN_.00g119570","cellular nitrogen compound metaboli...",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Protein capicua homolog"
"15","PGEN_.00g119570","biosynthetic process",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Protein capicua homolog"
"16","PGEN_.00g139380","cellular protein modification proce...",0.0427662372160743,"GO:0006470","protein dephosphorylation","BP","Protein phosphatase Slingshot homolog 2"
"17","PGEN_.00g140080","catabolic process",0.00864960547157853,"GO:0006914","autophagy","BP","Serine/threonine-protein kinase unc-51"
"18","PGEN_.00g141950","cellular protein modification proce...",0.0427662372160743,"GO:0006470","protein dephosphorylation","BP","Probable serine/threonine-protein kinase pats1"
"19","PGEN_.00g155000","biosynthetic process",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","TNF receptor-associated factor 6"
"20","PGEN_.00g155000","cellular nitrogen compound metaboli...",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","TNF receptor-associated factor 6"
"21","PGEN_.00g155000","transcription, DNA-templated",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","TNF receptor-associated factor 6"
"22","PGEN_.00g161230","catabolic process",0.00864960547157853,"GO:0006914","autophagy","BP","DNA damage-regulated autophagy modulator protein 2 (Transmembrane protein 77)"
"23","PGEN_.00g163020","catabolic process",0.00864960547157853,"GO:0006914","autophagy","BP","LIX1-like protein"
"24","PGEN_.00g164100","transcription, DNA-templated",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)"
"25","PGEN_.00g164100","cellular nitrogen compound metaboli...",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)"
"26","PGEN_.00g164100","biosynthetic process",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)"
"27","PGEN_.00g186060","cellular protein modification proce...",0.0427662372160743,"GO:0006470","protein dephosphorylation","BP","PH domain leucine-rich repeat protein phosphatase 1"
"28","PGEN_.00g189530","transcription, DNA-templated",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1)"
"29","PGEN_.00g189530","cellular nitrogen compound metaboli...",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1)"
"30","PGEN_.00g189530","biosynthetic process",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1)"
"31","PGEN_.00g240170","cellular protein modification proce...",0.0427662372160743,"GO:0006470","protein dephosphorylation","BP","Receptor-type tyrosine-protein phosphatase T (R-PTP-T)"
"32","PGEN_.00g266680","cellular protein modification proce...",0.0427662372160743,"GO:0006470","protein dephosphorylation","BP","Tyrosine-protein phosphatase non-receptor type 4"
"33","PGEN_.00g302170","transcription, DNA-templated",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Nuclear receptor subfamily 1 group D member 2 (EAR4) (Rev-erb-beta)"
"34","PGEN_.00g302170","cellular nitrogen compound metaboli...",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Nuclear receptor subfamily 1 group D member 2 (EAR4) (Rev-erb-beta)"
"35","PGEN_.00g302170","biosynthetic process",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Nuclear receptor subfamily 1 group D member 2 (EAR4) (Rev-erb-beta)"
"36","PGEN_.00g302300","cellular nitrogen compound metaboli...",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Zinc finger protein 40 (Alpha A-crystallin-binding protein 1) (Alpha A-CRYBP1) (Alpha A-crystallin-binding protein I) (Transcription factor alphaA-CRYBP1)"
"37","PGEN_.00g302300","biosynthetic process",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Zinc finger protein 40 (Alpha A-crystallin-binding protein 1) (Alpha A-CRYBP1) (Alpha A-crystallin-binding protein I) (Transcription factor alphaA-CRYBP1)"
"38","PGEN_.00g302300","transcription, DNA-templated",0.0371928764689951,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Zinc finger protein 40 (Alpha A-crystallin-binding protein 1) (Alpha A-CRYBP1) (Alpha A-crystallin-binding protein I) (Transcription factor alphaA-CRYBP1)"
