"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0005634",0.012860041619433,0.991429788246621,63,1695,"nucleus","CC"
"GO:0005654",0.00893857889347456,0.994763904557242,37,873,"nucleoplasm","CC"
"GO:0005739",1.08515092908039e-05,0.99999633286079,27,381,"mitochondrion","CC"
"GO:0003723",0.00279655700923125,0.998765298016422,21,380,"RNA binding","MF"
"GO:0005743",2.80183229107941e-06,0.999999502571778,14,111,"mitochondrial inner membrane","CC"
"GO:0005783",0.0173191691775191,0.992261684759267,14,259,"endoplasmic reticulum","CC"
"GO:0032991",0.00153109648497979,0.999487287075853,14,197,"protein-containing complex","CC"
"GO:0005789",0.00826985844294881,0.996760764552676,13,212,"endoplasmic reticulum membrane","CC"
"GO:0005874",0.0316787144950859,0.986833110737788,10,177,"microtubule","CC"
"GO:0005819",3.7304074538844e-05,0.999994819145151,9,59,"spindle","CC"
"GO:0015031",0.0304829209991714,0.988099199201865,9,152,"protein transport","BP"
"GO:0030496",0.000127759786967709,0.999978859351497,9,68,"midbody","CC"
"GO:0005759",0.00516853388503854,0.998640652339119,8,93,"mitochondrial matrix","CC"
"GO:0005788",7.51197769920255e-05,0.999990163772277,8,50,"endoplasmic reticulum lumen","CC"
"GO:0003735",0.0185199946157966,0.994413068028552,7,95,"structural constituent of ribosome","MF"
"GO:0008017",0.0204107308531319,0.993719053270178,7,96,"microtubule binding","MF"
"GO:0042470",8.48164989791144e-05,0.999990730354381,7,38,"melanosome","CC"
"GO:0000278",0.00578920206742882,0.998811301446929,6,57,"mitotic cell cycle","BP"
"GO:0000776",8.61209077012922e-05,0.999992765276234,6,27,"kinetochore","CC"
"GO:0006888",0.00459423379231405,0.999102749625514,6,55,"endoplasmic reticulum to Golgi vesicle-mediated transport","BP"
"GO:0070125",4.46158807711888e-06,0.999999803603499,6,17,"mitochondrial translational elongation","BP"
"GO:0000049",0.00140391360038404,0.999836117125806,5,30,"tRNA binding","MF"
"GO:0000070",1.17642553873872e-05,0.999999611539823,5,12,"mitotic sister chromatid segregation","BP"
"GO:0000281",0.0247531053447251,0.993942287835811,5,58,"mitotic cytokinesis","BP"
"GO:0003777",0.0120525115399759,0.997566128290445,5,48,"microtubule motor activity","MF"
"GO:0005762",0.00119412651118609,0.999866169090909,5,29,"mitochondrial large ribosomal subunit","CC"
"GO:0005793",0.000989031778917795,0.999894234855157,5,28,"endoplasmic reticulum-Golgi intermediate compartment","CC"
"GO:0006260",0.00596635577458041,0.99899540822041,5,41,"DNA replication","BP"
"GO:0006364",0.0175777707293144,0.996076769064894,5,53,"rRNA processing","BP"
"GO:0006457",0.0088435583419684,0.998351705743632,5,45,"protein folding","BP"
"GO:0007018",0.0395725651277849,0.988986774984196,5,65,"microtubule-based movement","BP"
"GO:0007030",0.0103513360205959,0.997989320797268,5,47,"Golgi organization","BP"
"GO:0051082",0.00470764056992619,0.999253751722738,5,39,"unfolded protein binding","MF"
"GO:0000775",0.0054675732760773,0.999339869131943,4,25,"chromosome, centromeric region","CC"
"GO:0000777",0.00581819256338373,0.999281927113116,4,26,"condensed chromosome kinetochore","CC"
"GO:0005694",0.0463119684420636,0.988880964978892,4,47,"chromosome","CC"
"GO:0005871",0.0147518691450394,0.997561345252505,4,33,"kinesin complex","CC"
"GO:0007052",0.000973254242740792,0.99993211212779,4,16,"mitotic spindle organization","BP"
"GO:0007059",0.0070294818677252,0.999080545710428,4,27,"chromosome segregation","BP"
"GO:0007094",4.52588523265292e-05,0.999998938239483,4,8,"mitotic spindle assembly checkpoint","BP"
"GO:0007601",0.0449448471532899,0.989312005625561,4,47,"visual perception","BP"
"GO:0017124",0.0373048571157167,0.991664367607379,4,44,"SH3 domain binding","MF"
"GO:0032543",0.00310384916773156,0.999685548329349,4,22,"mitochondrial translation","BP"
"GO:0034663",4.21241502962251e-05,0.999999030143429,4,8,"endoplasmic reticulum chaperone complex","CC"
"GO:0045454",0.0112888499072624,0.998284135919473,4,31,"cell redox homeostasis","BP"
"GO:0070126",0.00065775474827644,0.999959324963352,4,15,"mitochondrial translational termination","BP"
"GO:0000502",0.0211718076459251,0.997308901059797,3,21,"proteasome complex","CC"
"GO:0001578",0.0051104561742307,0.99964168737559,3,13,"microtubule bundle formation","BP"
"GO:0002161",0.00020641442642781,0.999997096176802,3,5,"aminoacyl-tRNA editing activity","MF"
"GO:0003756",0.000451523047599614,0.999990112970271,3,6,"protein disulfide isomerase activity","MF"
"GO:0004521",0.0082811074984558,0.999289859207235,3,15,"endoribonuclease activity","MF"
"GO:0005790",0.00526686391438895,0.999626673378513,3,13,"smooth endoplasmic reticulum","CC"
"GO:0005844",0.0175491540366343,0.997932945098739,3,20,"polysome","CC"
"GO:0006890",0.0189857202523629,0.997696349519681,3,20,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","BP"
"GO:0008608",2.31914965210167e-05,1,3,3,"attachment of spindle microtubules to kinetochore","BP"
"GO:0015037",9.06509213903052e-05,0.999999345417436,3,4,"peptide disulfide oxidoreductase activity","MF"
"GO:0015631",0.0182109046652224,0.997824861377899,3,20,"tubulin binding","MF"
"GO:0030134",0.00411038211622083,0.999738024688592,3,12,"COPII-coated ER to Golgi transport vesicle","CC"
"GO:0033116",0.0189080769672782,0.997709321633457,3,20,"endoplasmic reticulum-Golgi intermediate compartment membrane","CC"
"GO:0042149",0.0117652425068794,0.998830058810739,3,17,"cellular response to glucose starvation","BP"
"GO:0042645",0.00366983755367193,0.999780041801146,3,11,"mitochondrial nucleoid","CC"
"GO:0048589",0.00400076848639531,0.999747476286317,3,12,"developmental growth","BP"
"GO:0051020",0.00678013992472322,0.999465853394831,3,14,"GTPase binding","MF"
"GO:0072686",0.0401185311608177,0.993327868615254,3,27,"mitotic spindle","CC"
"GO:0000014",0.000842699269768727,1,2,2,"single-stranded DNA endodeoxyribonuclease activity","MF"
"GO:0000146",0.0115486129994898,0.999553331684087,2,6,"microfilament motor activity","MF"
"GO:0000940",0.00257052799307001,0.999974319338679,2,3,"condensed chromosome outer kinetochore","CC"
"GO:0004298",0.0206679733017723,0.998809318377871,2,8,"threonine-type endopeptidase activity","MF"
"GO:0004860",0.00769461121618572,0.999778548259052,2,5,"protein kinase inhibitor activity","MF"
"GO:0005657",0.000896637359318876,1,2,2,"replication fork","CC"
"GO:0005658",0.00488075273819812,0.999904331460822,2,4,"alpha DNA polymerase:primase complex","CC"
"GO:0005828",0.00088017812858143,1,2,2,"kinetochore microtubule","CC"
"GO:0005839",0.0206679733017723,0.998809318377871,2,8,"proteasome core complex","CC"
"GO:0006094",0.0310913834849146,0.997659627579372,2,10,"gluconeogenesis","BP"
"GO:0006270",0.016520689287277,0.999185838398829,2,7,"DNA replication initiation","BP"
"GO:0006574",0.00258415002451953,0.999974112833596,2,3,"valine catabolic process","BP"
"GO:0007019",0.00747397861897732,0.999788141281665,2,5,"microtubule depolymerization","BP"
"GO:0007064",0.0111330863653973,0.999577626933891,2,6,"mitotic sister chromatid cohesion","BP"
"GO:0008234",0.0309062095009507,0.99768108026791,2,10,"cysteine-type peptidase activity","MF"
"GO:0008250",0.00454494528897166,0.999914146713226,2,4,"oligosaccharyltransferase complex","CC"
"GO:0008409",0.00767167632174622,0.999779552336547,2,5,"5'-3' exonuclease activity","MF"
"GO:0010498",0.0452917907292655,0.995687969082335,2,12,"proteasomal protein catabolic process","BP"
"GO:0015129",0.00230091157709237,0.999978287702025,2,3,"lactate transmembrane transporter activity","MF"
"GO:0016597",0.0262546559113373,0.998233164817864,2,9,"amino acid binding","MF"
"GO:0017015",0.0303270186798463,0.997747718324014,2,10,"regulation of transforming growth factor beta receptor signaling pathway","BP"
"GO:0017101",0.0249863402110493,0.998362710489623,2,9,"aminoacyl-tRNA synthetase multienzyme complex","CC"
"GO:0018279",0.0146455528198811,0.99932290124513,2,7,"protein N-linked glycosylation via asparagine","BP"
"GO:0019773",0.00728075369945975,0.999796420416791,2,5,"proteasome core complex, alpha-subunit complex","CC"
"GO:0019886",0.0320680729090452,0.997545300607353,2,10,"antigen processing and presentation of exogenous peptide antigen via MHC class II","BP"
"GO:0022904",0.00758770504094832,0.999783214969097,2,5,"respiratory electron transport chain","BP"
"GO:0030071",0.00773947272530905,0.999776579656583,2,5,"regulation of mitotic metaphase/anaphase transition","BP"
"GO:0030073",0.0264496794180115,0.998212932499802,2,9,"insulin secretion","BP"
"GO:0030127",0.0205169202146894,0.998822643428819,2,8,"COPII vesicle coat","CC"
"GO:0030148",0.045766936899044,0.995617619147336,2,12,"sphingolipid biosynthetic process","BP"
"GO:0031369",0.0212085107607073,0.99876119921801,2,8,"translation initiation factor binding","MF"
"GO:0032008",0.0164923304175504,0.999187977227182,2,7,"positive regulation of TOR signaling","BP"
"GO:0032402",0.0261684093869781,0.998242085872263,2,9,"melanosome transport","BP"
"GO:0032433",0.0203668599061859,0.998835827913867,2,8,"filopodium tip","CC"
"GO:0032967",0.00474758827719953,0.999908267590465,2,4,"positive regulation of collagen biosynthetic process","BP"
"GO:0034045",0.0247843183045771,0.998383016805154,2,9,"phagophore assembly site membrane","CC"
"GO:0035999",0.00768421832937286,0.999779003451004,2,5,"tetrahydrofolate interconversion","BP"
"GO:0040018",0.0306357393933714,0.997712286177152,2,10,"positive regulation of multicellular organism growth","BP"
"GO:0042462",0.0391406485823471,0.996605453337921,2,11,"eye photoreceptor cell development","BP"
"GO:0042771",0.0366440053665012,0.996934319511764,2,11,"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","BP"
"GO:0043024",0.0198622044513374,0.998879778023463,2,8,"ribosomal small subunit binding","MF"
"GO:0045948",0.0110909233375068,0.999580065419131,2,6,"positive regulation of translational initiation","BP"
"GO:0046785",0.00440134155290909,0.999918230840222,2,4,"microtubule polymerization","BP"
"GO:0048208",0.0119337469539471,0.999530390836654,2,6,"COPII vesicle coating","BP"
"GO:0050890",0.0499758198771924,0.994921589271272,2,13,"cognition","BP"
"GO:0050905",0.0255031080777465,0.998310355361548,2,9,"neuromuscular process","BP"
"GO:0051310",0.000926924469739963,1,2,2,"metaphase plate congression","BP"
"GO:0051382",0.00814807965520879,0.99975837213791,2,5,"kinetochore assembly","BP"
"GO:0051983",0.00457301479970385,0.999913340403347,2,4,"regulation of chromosome segregation","BP"
"GO:0061668",0.000772402834090757,1,2,2,"mitochondrial ribosome assembly","BP"
"GO:0070129",0.00231320346548904,0.999978111793467,2,3,"regulation of mitochondrial translation","BP"
"GO:0070410",0.0309442394637869,0.997676680264508,2,10,"co-SMAD binding","MF"
"GO:0070412",0.0315982259362242,0.997600544929354,2,10,"R-SMAD binding","MF"
"GO:0070628",0.0256055515132339,0.998299906486985,2,9,"proteasome binding","MF"
"GO:0070971",0.0258938679595905,0.998270375365676,2,9,"endoplasmic reticulum exit site","CC"
"GO:0071300",0.0250836762613376,0.998352894326219,2,9,"cellular response to retinoic acid","BP"
"GO:0071712",0.000766653230767733,1,2,2,"ER-associated misfolded protein catabolic process","BP"
"GO:0072546",0.00488383472448135,0.999904239686478,2,4,"ER membrane protein complex","CC"
"GO:0090110",0.00781011709229019,0.999773467375843,2,5,"COPII-coated vesicle cargo loading","BP"
"GO:0090307",0.0361627855302361,0.99699629601958,2,11,"mitotic spindle assembly","BP"
"GO:0097718",0.049993448215188,0.994918806935826,2,13,"disordered domain specific binding","MF"
"GO:1901987",0.000787254756682123,1,2,2,"regulation of cell cycle phase transition","BP"
"GO:1990023",0.00503174671190607,0.999899799584286,2,4,"mitotic spindle midzone","CC"
"GO:1990047",0.000767743693956083,1,2,2,"spindle matrix","CC"
"GO:0000105",0.0306788803742616,1,1,1,"histidine biosynthetic process","BP"
"GO:0000170",0.030049486412473,1,1,1,"sphingosine hydroxylase activity","MF"
"GO:0000390",0.0271417083519413,1,1,1,"spliceosomal complex disassembly","BP"
"GO:0000778",0.030367960918429,1,1,1,"condensed nuclear chromosome kinetochore","CC"
"GO:0002044",0.0284266083742663,1,1,1,"blood vessel endothelial cell migration involved in intussusceptive angiogenesis","BP"
"GO:0002070",0.0275397863784279,1,1,1,"epithelial cell maturation","BP"
"GO:0002090",0.0298002709955977,1,1,1,"regulation of receptor internalization","BP"
"GO:0002101",0.0280138311285076,1,1,1,"tRNA wobble cytosine modification","BP"
"GO:0002196",0.0274686419645295,1,1,1,"Ser-tRNA(Ala) hydrolase activity","MF"
"GO:0003980",0.0271628891924863,1,1,1,"UDP-glucose:glycoprotein glucosyltransferase activity","MF"
"GO:0004372",0.0290828535849303,1,1,1,"glycine hydroxymethyltransferase activity","MF"
"GO:0004477",0.0306788803742616,1,1,1,"methenyltetrahydrofolate cyclohydrolase activity","MF"
"GO:0004487",0.0306788803742616,1,1,1,"methylenetetrahydrofolate dehydrogenase (NAD+) activity","MF"
"GO:0004488",0.0306788803742616,1,1,1,"methylenetetrahydrofolate dehydrogenase (NADP+) activity","MF"
"GO:0004491",0.0314323536775936,1,1,1,"methylmalonate-semialdehyde dehydrogenase (acylating) activity","MF"
"GO:0004618",0.0278815470254988,1,1,1,"phosphoglycerate kinase activity","MF"
"GO:0004801",0.0283576179627969,1,1,1,"sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity","MF"
"GO:0004820",0.0316903510756711,1,1,1,"glycine-tRNA ligase activity","MF"
"GO:0004822",0.0281649753848074,1,1,1,"isoleucine-tRNA ligase activity","MF"
"GO:0005094",0.0278817983756753,1,1,1,"Rho GDP-dissociation inhibitor activity","MF"
"GO:0005614",0.0274576325966032,1,1,1,"interstitial matrix","CC"
"GO:0006399",0.0275612110454256,1,1,1,"tRNA metabolic process","BP"
"GO:0006426",0.0316903510756711,1,1,1,"glycyl-tRNA aminoacylation","BP"
"GO:0006428",0.0281649753848074,1,1,1,"isoleucyl-tRNA aminoacylation","BP"
"GO:0006565",0.0290828535849303,1,1,1,"L-serine catabolic process","BP"
"GO:0006573",0.0314323536775936,1,1,1,"valine metabolic process","BP"
"GO:0006667",0.030049486412473,1,1,1,"sphinganine metabolic process","BP"
"GO:0007182",0.0281331148241105,1,1,1,"common-partner SMAD protein phosphorylation","BP"
"GO:0007183",0.0281331148241105,1,1,1,"SMAD protein complex assembly","BP"
"GO:0007352",0.0281331148241105,1,1,1,"zygotic specification of dorsal/ventral axis","BP"
"GO:0008732",0.0290828535849303,1,1,1,"L-allo-threonine aldolase activity","MF"
"GO:0009154",0.0280485353534602,1,1,1,"purine ribonucleotide catabolic process","BP"
"GO:0009256",0.0306788803742616,1,1,1,"10-formyltetrahydrofolate metabolic process","BP"
"GO:0009946",0.0275397863784279,1,1,1,"proximal/distal axis specification","BP"
"GO:0014824",0.0288050376965757,1,1,1,"artery smooth muscle contraction","BP"
"GO:0016202",0.0306455107897354,1,1,1,"regulation of striated muscle tissue development","BP"
"GO:0016937",0.0283629589334845,1,1,1,"short-branched-chain-acyl-CoA dehydrogenase activity","MF"
"GO:0018478",0.0314323536775936,1,1,1,"malonate-semialdehyde dehydrogenase (acetylating) activity","MF"
"GO:0019264",0.0290828535849303,1,1,1,"glycine biosynthetic process from serine","BP"
"GO:0019290",0.0276805279292835,1,1,1,"siderophore biosynthetic process","BP"
"GO:0019682",0.0283576179627969,1,1,1,"glyceraldehyde-3-phosphate metabolic process","BP"
"GO:0019800",0.0274576325966032,1,1,1,"peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan","BP"
"GO:0021569",0.0271701816934342,1,1,1,"rhombomere 3 development","BP"
"GO:0021570",0.0271701816934342,1,1,1,"rhombomere 4 development","BP"
"GO:0021612",0.0271701816934342,1,1,1,"facial nerve structural organization","BP"
"GO:0021797",0.0275397863784279,1,1,1,"forebrain anterior/posterior pattern specification","BP"
"GO:0021978",0.0275397863784279,1,1,1,"telencephalon regionalization","BP"
"GO:0030618",0.0281331148241105,1,1,1,NA,NA
"GO:0031106",0.0278417553322971,1,1,1,"septin ring organization","BP"
"GO:0031222",0.0276093440030454,1,1,1,"arabinan catabolic process","BP"
"GO:0031247",0.0275344765980191,1,1,1,"actin rod assembly","BP"
"GO:0031262",0.0279481106811362,1,1,1,"Ndc80 complex","CC"
"GO:0031431",0.0286895615943834,1,1,1,"Dbf4-dependent protein kinase complex","CC"
"GO:0031860",0.0294656906491071,1,1,1,"telomeric 3' overhang formation","BP"
"GO:0032252",0.0292696225848958,1,1,1,"secretory granule localization","BP"
"GO:0032444",0.0281331148241105,1,1,1,"activin responsive factor complex","CC"
"GO:0033260",0.0275191771882939,1,1,1,"nuclear DNA replication","BP"
"GO:0034113",0.0273393588211874,1,1,1,"heterotypic cell-cell adhesion","BP"
"GO:0034713",0.0281331148241105,1,1,1,"type I transforming growth factor beta receptor binding","MF"
"GO:0035494",0.0294908915848693,1,1,1,"SNARE complex disassembly","BP"
"GO:0035513",0.0280138311285076,1,1,1,"oxidative RNA demethylation","BP"
"GO:0035873",0.0274650356058551,1,1,1,"lactate transmembrane transport","BP"
"GO:0035964",0.0280880931668049,1,1,1,"COPI-coated vesicle budding","BP"
"GO:0038092",0.0281331148241105,1,1,1,"nodal signaling pathway","BP"
"GO:0042138",0.0294656906491071,1,1,1,"meiotic DNA double-strand break formation","BP"
"GO:0042168",0.0276805279292835,1,1,1,"heme metabolic process","BP"
"GO:0042245",0.0280138311285076,1,1,1,"RNA repair","BP"
"GO:0042824",0.0277739207163438,1,1,1,"MHC class I peptide loading complex","CC"
"GO:0043418",0.0288256734167457,1,1,1,"homocysteine catabolic process","BP"
"GO:0043461",0.028726358466364,1,1,1,"proton-transporting ATP synthase complex assembly","BP"
"GO:0043828",0.0278511245393006,1,1,1,"tRNA 2-selenouridine synthase activity","MF"
"GO:0044220",0.02782238280199,1,1,1,"host cell perinuclear region of cytoplasm","CC"
"GO:0045271",0.0279275859688743,1,1,1,"respiratory chain complex I","CC"
"GO:0045624",0.0279944631220119,1,1,1,"positive regulation of T-helper cell differentiation","BP"
"GO:0046015",0.029902758955491,1,1,1,"regulation of transcription by glucose","BP"
"GO:0046655",0.0290828535849303,1,1,1,"folic acid metabolic process","BP"
"GO:0046695",0.0274023753473813,1,1,1,"SLIK (SAGA-like) complex","CC"
"GO:0046831",0.0283658153680206,1,1,1,"regulation of RNA export from nucleus","BP"
"GO:0047315",0.0274911623003763,1,1,1,"kynurenine-glyoxylate transaminase activity","MF"
