"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"333","GO:0070125",1.44517212372535e-08,0.99999999975475,6,20,"mitochondrial translational elongation","BP","magenta","Day21"
"5","GO:0000070",7.32730062006236e-06,0.999999737590958,5,22,"mitotic sister chromatid segregation","BP","magenta","Day21"
"334","GO:0070126",1.15033679883249e-05,0.999999743970954,4,18,"mitochondrial translational termination","BP","magenta","Day21"
"142","GO:0008608",4.46722556097871e-05,0.99999951089107,3,7,"attachment of spindle microtubules to kinetochore","BP","magenta","Day21"
"130","GO:0007094",8.28540342489375e-05,0.999996927393097,4,18,"mitotic spindle assembly checkpoint","BP","magenta","Day21"
"328","GO:0061668",9.206049724897e-05,0.999999759920255,2,4,"mitochondrial ribosome assembly","BP","magenta","Day21"
"402","GO:1901987",0.000259951516360551,1,2,2,"regulation of cell cycle phase transition","BP","magenta","Day21"
"221","GO:0032543",0.00026478891603084,0.999985429780047,4,39,"mitochondrial translation","BP","magenta","Day21"
"124","GO:0007052",0.000411855333398481,0.999974914430162,4,32,"mitotic spindle organization","BP","magenta","Day21"
"112","GO:0006457",0.00047297932186223,0.999954192733795,5,64,"protein folding","BP","magenta","Day21"
"119","GO:0006888",0.000974563211803428,0.999856097440142,6,108,"endoplasmic reticulum to Golgi vesicle-mediated transport","BP","magenta","Day21"
"10","GO:0000278",0.000982750503226932,0.999855362786117,6,93,"mitotic cell cycle","BP","magenta","Day21"
"116","GO:0006574",0.00107764576845378,0.999990267512445,2,4,"valine catabolic process","BP","magenta","Day21"
"335","GO:0070129",0.00118418239956937,0.999986979811215,2,5,"regulation of mitochondrial translation","BP","magenta","Day21"
"298","GO:0048589",0.00131309203944721,0.999940042626201,3,18,"developmental growth","BP","magenta","Day21"
"283","GO:0045454",0.00160328526109717,0.999855045357612,4,49,"cell redox homeostasis","BP","magenta","Day21"
"123","GO:0007030",0.00167634026287645,0.999783665652911,5,70,"Golgi organization","BP","magenta","Day21"
"314","GO:0051310",0.00186761304154136,0.999971831886974,2,6,"metaphase plate congression","BP","magenta","Day21"
"103","GO:0006364",0.00203465952998661,0.999724016329904,5,81,"rRNA processing","BP","magenta","Day21"
"372","GO:0090110",0.00209873826673328,0.999969106918796,2,5,"COPII-coated vesicle cargo loading","BP","magenta","Day21"
"292","GO:0046785",0.00225722737345083,0.999962496909866,2,6,"microtubule polymerization","BP","magenta","Day21"
"224","GO:0032967",0.00226775713455825,0.999962232213047,2,6,"positive regulation of collagen biosynthetic process","BP","magenta","Day21"
"29","GO:0001578",0.00230008868633417,0.9998721126007,3,18,"microtubule bundle formation","BP","magenta","Day21"
"364","GO:0071712",0.00245339678704204,0.999955097106335,2,7,"ER-associated misfolded protein catabolic process","BP","magenta","Day21"
"247","GO:0035999",0.00245519658333131,0.999957415566521,2,6,"tetrahydrofolate interconversion","BP","magenta","Day21"
