"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0005886",8.3033390167107e-05,0.999941215629968,220,964,"plasma membrane","CC"
"GO:0016021",2.89010908870718e-05,0.999980344321844,207,885,"integral component of membrane","CC"
"GO:0016020",0.0282152207996157,0.978510785090897,105,485,"membrane","CC"
"GO:0005576",8.06986500260198e-07,1,94,328,"extracellular region","CC"
"GO:0005615",1.89117469297016e-10,1,90,264,"extracellular space","CC"
"GO:0008270",0.00570497678899933,0.996149981998715,80,337,"zinc ion binding","MF"
"GO:0005623",0.00148333051842676,0.999060654348512,79,316,"cell","CC"
"GO:0005794",0.00249923211375425,0.998399903534895,75,303,"Golgi apparatus","CC"
"GO:0070062",0.00114191626677454,0.99933634112779,60,226,"extracellular exosome","CC"
"GO:0005789",0.00111629287489927,0.999361960225114,57,212,"endoplasmic reticulum membrane","CC"
"GO:0048471",0.0245982106763571,0.983528656443189,52,220,"perinuclear region of cytoplasm","CC"
"GO:0043231",0.000603638986944818,0.999682417490193,49,172,"intracellular membrane-bounded organelle","CC"
"GO:0005764",5.05141896189536e-07,0.999999826993966,43,113,"lysosome","CC"
"GO:0015031",0.00146787846443641,0.999223992865112,43,152,"protein transport","BP"
"GO:0005769",2.00153189424721e-05,0.999992151691504,39,112,"early endosome","CC"
"GO:0009986",0.029975361115616,0.981058251925632,38,155,"cell surface","CC"
"GO:0006886",9.78420726311179e-05,0.999959039272969,37,111,"intracellular protein transport","BP"
"GO:0031012",9.47987953968172e-09,0.99999999779543,35,74,"extracellular matrix","CC"
"GO:0062023",5.32928697547973e-07,0.999999853621632,32,74,"collagen-containing extracellular matrix","CC"
"GO:0005765",0.000429903983608089,0.999821644344736,30,90,"lysosomal membrane","CC"
"GO:0016324",0.00319219623252113,0.998448970225729,30,101,"apical plasma membrane","CC"
"GO:0005925",0.0315780994766017,0.981777728738624,27,104,"focal adhesion","CC"
"GO:0005768",0.018306745162583,0.9901371973844,26,95,"endosome","CC"
"GO:0042493",0.000221257211502839,0.999921773087784,25,68,"response to drug","BP"
"GO:0006508",0.00151526502645591,0.999394700358072,23,68,"proteolysis","BP"
"GO:0016323",0.0118582509109592,0.99417335504089,23,79,"basolateral plasma membrane","CC"
