"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"1","lipid metabolic process","GO:0006629",2,"GO:0006631","GO:0006631",11,"PGEN_.00g033320;PGEN_.00g049060;PGEN_.00g154780;PGEN_.00g160790;PGEN_.00g177020;PGEN_.00g177440;PGEN_.00g194480;PGEN_.00g194630;PGEN_.00g234660;PGEN_.00g244610;PGEN_.00g267170","Day21_blue"
"2","small molecule metabolic process","GO:0044281",1,"GO:0006631","GO:0006631",11,"PGEN_.00g033320;PGEN_.00g049060;PGEN_.00g154780;PGEN_.00g160790;PGEN_.00g177020;PGEN_.00g177440;PGEN_.00g194480;PGEN_.00g194630;PGEN_.00g234660;PGEN_.00g244610;PGEN_.00g267170","Day21_blue"
"3","transport","GO:0006810",7,"GO:0006869","GO:0006869;GO:0006886;GO:0006897;GO:0015031;GO:0016192;GO:0016197;GO:0042147",118,"PGEN_.00g006210;PGEN_.00g008030;PGEN_.00g008070;PGEN_.00g012190;PGEN_.00g013560;PGEN_.00g020290;PGEN_.00g021240;PGEN_.00g022820;PGEN_.00g024130;PGEN_.00g024630;PGEN_.00g026480;PGEN_.00g030380;PGEN_.00g032460;PGEN_.00g034470;PGEN_.00g034480;PGEN_.00g035110;PGEN_.00g036040;PGEN_.00g037810;PGEN_.00g040080;PGEN_.00g040090;PGEN_.00g041520;PGEN_.00g043260;PGEN_.00g050660;PGEN_.00g052880;PGEN_.00g054860;PGEN_.00g056330;PGEN_.00g062340;PGEN_.00g071930;PGEN_.00g075760;PGEN_.00g075780;PGEN_.00g077860;PGEN_.00g079020;PGEN_.00g079680;PGEN_.00g080000;PGEN_.00g080030;PGEN_.00g083720;PGEN_.00g100450;PGEN_.00g103380;PGEN_.00g108790;PGEN_.00g114300;PGEN_.00g114930;PGEN_.00g127920;PGEN_.00g131980;PGEN_.00g132070;PGEN_.00g132090;PGEN_.00g134530;PGEN_.00g147170;PGEN_.00g147870;PGEN_.00g148510;PGEN_.00g149140;PGEN_.00g150640;PGEN_.00g155710;PGEN_.00g156310;PGEN_.00g157600;PGEN_.00g162260;PGEN_.00g166220;PGEN_.00g166570;PGEN_.00g171520;PGEN_.00g178110;PGEN_.00g180380;PGEN_.00g181780;PGEN_.00g184620;PGEN_.00g185010;PGEN_.00g185910;PGEN_.00g186210;PGEN_.00g192770;PGEN_.00g198530;PGEN_.00g199150;PGEN_.00g199700;PGEN_.00g205320;PGEN_.00g205330;PGEN_.00g205400;PGEN_.00g205860;PGEN_.00g207950;PGEN_.00g208710;PGEN_.00g208790;PGEN_.00g210520;PGEN_.00g212320;PGEN_.00g214470;PGEN_.00g219400;PGEN_.00g229320;PGEN_.00g229340;PGEN_.00g238470;PGEN_.00g240510;PGEN_.00g243370;PGEN_.00g246740;PGEN_.00g249860;PGEN_.00g254890;PGEN_.00g255300;PGEN_.00g257240;PGEN_.00g257250;PGEN_.00g262850;PGEN_.00g272730;PGEN_.00g273940;PGEN_.00g277740;PGEN_.00g279590;PGEN_.00g282910;PGEN_.00g283520;PGEN_.00g284150;PGEN_.00g285320;PGEN_.00g290440;PGEN_.00g294670;PGEN_.00g297280;PGEN_.00g305230;PGEN_.00g305670;PGEN_.00g305960;PGEN_.00g313720;PGEN_.00g313730;PGEN_.00g313920;PGEN_.00g316080;PGEN_.00g319270;PGEN_.00g323600;PGEN_.00g325430;PGEN_.00g328600;PGEN_.00g331010;PGEN_.00g331740;PGEN_.00g331940;PGEN_.00g332010","Day21_blue"
"4","protein transport","GO:0015031",2,"GO:0006886","GO:0006886",37,"PGEN_.00g006210;PGEN_.00g012190;PGEN_.00g013560;PGEN_.00g021240;PGEN_.00g024130;PGEN_.00g026480;PGEN_.00g032460;PGEN_.00g040080;PGEN_.00g040090;PGEN_.00g054860;PGEN_.00g083720;PGEN_.00g100450;PGEN_.00g127920;PGEN_.00g131980;PGEN_.00g132090;PGEN_.00g134530;PGEN_.00g147170;PGEN_.00g149140;PGEN_.00g155710;PGEN_.00g162260;PGEN_.00g166220;PGEN_.00g180380;PGEN_.00g181780;PGEN_.00g185010;PGEN_.00g192770;PGEN_.00g198530;PGEN_.00g199700;PGEN_.00g208790;PGEN_.00g210520;PGEN_.00g262850;PGEN_.00g272730;PGEN_.00g290440;PGEN_.00g305230;PGEN_.00g305960;PGEN_.00g313920;PGEN_.00g325430;PGEN_.00g331740","Day21_blue"
"5","vesicle-mediated transport","GO:0016192",4,"GO:0006897","GO:0006897;GO:0016197;GO:0042147",39,"PGEN_.00g020290;PGEN_.00g024130;PGEN_.00g024630;PGEN_.00g035110;PGEN_.00g050660;PGEN_.00g056330;PGEN_.00g062340;PGEN_.00g075760;PGEN_.00g079680;PGEN_.00g108790;PGEN_.00g114300;PGEN_.00g127920;PGEN_.00g132070;PGEN_.00g132090;PGEN_.00g147170;PGEN_.00g157600;PGEN_.00g185010;PGEN_.00g185910;PGEN_.00g186210;PGEN_.00g192770;PGEN_.00g198530;PGEN_.00g205400;PGEN_.00g208710;PGEN_.00g212320;PGEN_.00g229320;PGEN_.00g229340;PGEN_.00g240510;PGEN_.00g243370;PGEN_.00g249860;PGEN_.00g257240;PGEN_.00g257250;PGEN_.00g282910;PGEN_.00g283520;PGEN_.00g284150;PGEN_.00g297280;PGEN_.00g313720;PGEN_.00g313730;PGEN_.00g323600;PGEN_.00g328600","Day21_blue"
"6","catabolic process","GO:0009056",2,"GO:0006914","GO:0006914;GO:0051603",27,"PGEN_.00g003240;PGEN_.00g006380;PGEN_.00g014140;PGEN_.00g021240;PGEN_.00g025650;PGEN_.00g035110;PGEN_.00g051140;PGEN_.00g067870;PGEN_.00g069760;PGEN_.00g103520;PGEN_.00g127920;PGEN_.00g147170;PGEN_.00g193090;PGEN_.00g193120;PGEN_.00g208780;PGEN_.00g208790;PGEN_.00g210520;PGEN_.00g228750;PGEN_.00g262850;PGEN_.00g274640;PGEN_.00g298200;PGEN_.00g298410;PGEN_.00g323120;PGEN_.00g328600;PGEN_.00g331110;PGEN_.00g345680;PGEN_.00g348160","Day21_blue"
"7","cytoskeleton organization","GO:0007010",1,"GO:0030036","GO:0030036",17,"PGEN_.00g003090;PGEN_.00g008390;PGEN_.00g020290;PGEN_.00g024630;PGEN_.00g043360;PGEN_.00g043370;PGEN_.00g100290;PGEN_.00g103540;PGEN_.00g145620;PGEN_.00g153180;PGEN_.00g153860;PGEN_.00g217630;PGEN_.00g221990;PGEN_.00g224320;PGEN_.00g224340;PGEN_.00g237660;PGEN_.00g287710","Day21_blue"
"8","cell motility","GO:0048870",1,"GO:0030335","GO:0030335",13,"PGEN_.00g008390;PGEN_.00g008850;PGEN_.00g009370;PGEN_.00g029400;PGEN_.00g054990;PGEN_.00g070090;PGEN_.00g152220;PGEN_.00g163480;PGEN_.00g211610;PGEN_.00g275350;PGEN_.00g329150;PGEN_.00g339700;PGEN_.00g344390","Day21_blue"
"9","locomotion","GO:0040011",1,"GO:0030335","GO:0030335",13,"PGEN_.00g008390;PGEN_.00g008850;PGEN_.00g009370;PGEN_.00g029400;PGEN_.00g054990;PGEN_.00g070090;PGEN_.00g152220;PGEN_.00g163480;PGEN_.00g211610;PGEN_.00g275350;PGEN_.00g329150;PGEN_.00g339700;PGEN_.00g344390","Day21_blue"
"10","signal transduction","GO:0007165",1,"GO:0051897","GO:0051897",11,"PGEN_.00g008850;PGEN_.00g009370;PGEN_.00g029400;PGEN_.00g048980;PGEN_.00g112270;PGEN_.00g117940;PGEN_.00g165390;PGEN_.00g229320;PGEN_.00g229340;PGEN_.00g330030;PGEN_.00g348850","Day21_blue"
