"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","Gene_terms"
"1","PGEN_.00g003090","cytoskeleton organization",0.013273637220806,"GO:0030036","actin cytoskeleton organization","BP","blue","Dual specificity testis-specific protein kinase 2"
"2","PGEN_.00g003240","catabolic process",1.07797936873728e-05,"GO:0051603","proteolysis involved in cellular protein catabolic process","BP","blue","ATP-dependent Clp protease proteolytic subunit, mitochondrial"
"3","PGEN_.00g003240","catabolic process",0.00603291640711158,"GO:0006914","autophagy","BP","blue","ATP-dependent Clp protease proteolytic subunit, mitochondrial"
"4","PGEN_.00g006210","transport",0.00183756824378147,"GO:0006869","lipid transport","BP","blue","Syntaxin-12"
"5","PGEN_.00g006210","transport",0.0118361826739991,"GO:0006897","endocytosis","BP","blue","Syntaxin-12"
"6","PGEN_.00g006210","transport",0.00133106236287978,"GO:0016192","vesicle-mediated transport","BP","blue","Syntaxin-12"
"7","PGEN_.00g006210","transport",0.000490333724022275,"GO:0016197","endosomal transport","BP","blue","Syntaxin-12"
"8","PGEN_.00g006210","transport",6.81643200952124e-05,"GO:0042147","retrograde transport, endosome to Golgi","BP","blue","Syntaxin-12"
"9","PGEN_.00g006210","transport",1.60461476670884e-05,"GO:0015031","protein transport","BP","blue","Syntaxin-12"
"10","PGEN_.00g006210","transport",1.96892703808892e-07,"GO:0006886","intracellular protein transport","BP","blue","Syntaxin-12"
"11","PGEN_.00g006210","protein transport",1.96892703808892e-07,"GO:0006886","intracellular protein transport","BP","blue","Syntaxin-12"
"12","PGEN_.00g006380","catabolic process",0.00603291640711158,"GO:0006914","autophagy","BP","blue","Counting factor associated protein D"
"13","PGEN_.00g006380","catabolic process",1.07797936873728e-05,"GO:0051603","proteolysis involved in cellular protein catabolic process","BP","blue","Counting factor associated protein D"
"14","PGEN_.00g008030","transport",0.0118361826739991,"GO:0006897","endocytosis","BP","blue","Non-specific lipid-transfer protein (NSL-TP)"
"15","PGEN_.00g008030","transport",0.00133106236287978,"GO:0016192","vesicle-mediated transport","BP","blue","Non-specific lipid-transfer protein (NSL-TP)"
"16","PGEN_.00g008030","transport",0.00183756824378147,"GO:0006869","lipid transport","BP","blue","Non-specific lipid-transfer protein (NSL-TP)"
"17","PGEN_.00g008030","transport",1.60461476670884e-05,"GO:0015031","protein transport","BP","blue","Non-specific lipid-transfer protein (NSL-TP)"
"18","PGEN_.00g008030","transport",1.96892703808892e-07,"GO:0006886","intracellular protein transport","BP","blue","Non-specific lipid-transfer protein (NSL-TP)"
"19","PGEN_.00g008030","transport",6.81643200952124e-05,"GO:0042147","retrograde transport, endosome to Golgi","BP","blue","Non-specific lipid-transfer protein (NSL-TP)"
"20","PGEN_.00g008030","transport",0.000490333724022275,"GO:0016197","endosomal transport","BP","blue","Non-specific lipid-transfer protein (NSL-TP)"
"21","PGEN_.00g008070","transport",1.60461476670884e-05,"GO:0015031","protein transport","BP","blue","Protein mono-ADP-ribosyltransferase PARP11"
"22","PGEN_.00g008070","transport",6.81643200952124e-05,"GO:0042147","retrograde transport, endosome to Golgi","BP","blue","Protein mono-ADP-ribosyltransferase PARP11"
"23","PGEN_.00g008070","transport",0.0118361826739991,"GO:0006897","endocytosis","BP","blue","Protein mono-ADP-ribosyltransferase PARP11"
"24","PGEN_.00g008070","transport",0.00183756824378147,"GO:0006869","lipid transport","BP","blue","Protein mono-ADP-ribosyltransferase PARP11"
"25","PGEN_.00g008070","transport",1.96892703808892e-07,"GO:0006886","intracellular protein transport","BP","blue","Protein mono-ADP-ribosyltransferase PARP11"
"26","PGEN_.00g008070","transport",0.00133106236287978,"GO:0016192","vesicle-mediated transport","BP","blue","Protein mono-ADP-ribosyltransferase PARP11"
"27","PGEN_.00g008070","transport",0.000490333724022275,"GO:0016197","endosomal transport","BP","blue","Protein mono-ADP-ribosyltransferase PARP11"
