"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"1","GO:0006886",1.96892703808892e-07,0.999999934957434,37,184,"intracellular protein transport","BP","blue","Day21"
"2","GO:0051603",1.07797936873728e-05,0.999998167628864,13,42,"proteolysis involved in cellular protein catabolic process","BP","blue","Day21"
"3","GO:0015031",1.60461476670884e-05,0.999992941892013,43,287,"protein transport","BP","blue","Day21"
"4","GO:0030198",2.68487094703575e-05,0.999991785543749,22,104,"extracellular matrix organization","BP","blue","Day21"
"5","GO:0042147",6.81643200952124e-05,0.999986708144351,12,45,"retrograde transport, endosome to Golgi","BP","blue","Day21"
"6","GO:0042493",0.000103393590208833,0.999961660245546,25,152,"response to drug","BP","blue","Day21"
"7","GO:0016197",0.000490333724022275,0.999889355166221,11,41,"endosomal transport","BP","blue","Day21"
"8","GO:0016192",0.00133106236287978,0.999516651731529,17,99,"vesicle-mediated transport","BP","blue","Day21"
"9","GO:0006869",0.00183756824378147,0.999432689894011,13,57,"lipid transport","BP","blue","Day21"
"10","GO:0051897",0.00189628645832872,0.999466718303288,11,60,"positive regulation of protein kinase B signaling","BP","blue","Day21"
"11","GO:0050821",0.00208025653057576,0.999242583269246,16,86,"protein stabilization","BP","blue","Day21"
"12","GO:0032092",0.0045078365401897,0.998684061287624,10,49,"positive regulation of protein binding","BP","blue","Day21"
"13","GO:0006631",0.00505455941161023,0.998354373492389,11,73,"fatty acid metabolic process","BP","blue","Day21"
"14","GO:0006629",0.00539601118181772,0.998249613486116,11,62,"lipid metabolic process","BP","blue","Day21"
"15","GO:0006914",0.00603291640711158,0.997687196913807,14,86,"autophagy","BP","blue","Day21"
"16","GO:0006508",0.0104427353091559,0.994634331923456,23,173,"proteolysis","BP","blue","Day21"
"17","GO:0006897",0.0118361826739991,0.994177651088296,20,143,"endocytosis","BP","blue","Day21"
"18","GO:0030036",0.013273637220806,0.993886380737607,17,100,"actin cytoskeleton organization","BP","blue","Day21"
"19","GO:0007030",0.0188661338516162,0.992301968176929,12,70,"Golgi organization","BP","blue","Day21"
"20","GO:0030335",0.033245826579756,0.984645545234712,13,81,"positive regulation of cell migration","BP","blue","Day21"
"21","GO:0017090",1.2385765350574e-08,1,5,5,"meprin A complex","CC","blue","Day21"
"22","GO:0005829",1.19102064512375e-07,1,251,2336,"cytosol","CC","blue","Day21"
"23","GO:0005764",4.40395758229098e-07,0.999999847019941,43,274,"lysosome","CC","blue","Day21"
"24","GO:0005769",1.14032474261393e-06,0.999999581388244,39,210,"early endosome","CC","blue","Day21"
"25","GO:0042470",1.68488198886223e-06,0.999999696483191,16,53,"melanosome","CC","blue","Day21"
"26","GO:0030904",3.28985400794731e-06,0.999999928693228,6,8,"retromer complex","CC","blue","Day21"
"27","GO:0031901",9.84902951180051e-06,0.999997230116269,22,91,"early endosome membrane","CC","blue","Day21"
"28","GO:0005777",1.31111566860818e-05,0.999996143032453,22,115,"peroxisome","CC","blue","Day21"
"29","GO:0071203",2.92796486555262e-05,0.999998662810636,6,10,"WASH complex","CC","blue","Day21"
"30","GO:0005615",5.03564858856226e-05,0.999969939802472,90,796,"extracellular space","CC","blue","Day21"
"31","GO:0001772",5.51200206403288e-05,0.999997166499367,6,10,"immunological synapse","CC","blue","Day21"
"32","GO:0031012",8.70357354721496e-05,0.999961815063895,35,244,"extracellular matrix","CC","blue","Day21"
"33","GO:0005623",0.000100189464317474,0.999940608713057,79,696,"cell","CC","blue","Day21"
"34","GO:0098993",0.000216588827536241,1,3,3,"anchored component of synaptic vesicle membrane","CC","blue","Day21"
"35","GO:0005581",0.000273699270114971,0.999912064990186,17,142,"collagen trimer","CC","blue","Day21"
"36","GO:0010008",0.000492641102666695,0.999815580676427,21,117,"endosome membrane","CC","blue","Day21"
"37","GO:0005794",0.000505471968574849,0.99968642213665,75,684,"Golgi apparatus","CC","blue","Day21"
"38","GO:0005765",0.000723784730844965,0.999665306281749,30,193,"lysosomal membrane","CC","blue","Day21"
"39","GO:0005776",0.00084033224712058,0.999812740802553,10,38,"autophagosome","CC","blue","Day21"
"40","GO:0045335",0.00088964633649369,0.999797802712796,10,41,"phagocytic vesicle","CC","blue","Day21"
"41","GO:0031902",0.000991840252299428,0.999668134386916,16,77,"late endosome membrane","CC","blue","Day21"
"42","GO:0016471",0.0010757548003841,0.999981455323056,3,4,"vacuolar proton-transporting V-type ATPase complex","CC","blue","Day21"
"43","GO:0005770",0.00109533998912667,0.999627257254599,16,83,"late endosome","CC","blue","Day21"
"44","GO:0043231",0.00114653641084522,0.999344791107616,49,407,"intracellular membrane-bounded organelle","CC","blue","Day21"
"45","GO:0000220",0.00133607529808048,1,3,3,"vacuolar proton-transporting V-type ATPase, V0 domain","CC","blue","Day21"
"46","GO:0048471",0.00209236595798539,0.998747067636533,52,429,"perinuclear region of cytoplasm","CC","blue","Day21"
"47","GO:0030133",0.0022112691893209,0.999480294707158,9,36,"transport vesicle","CC","blue","Day21"
"48","GO:0030136",0.00253806058342732,0.999340511077447,10,38,"clathrin-coated vesicle","CC","blue","Day21"
"49","GO:0031201",0.00260741721642163,0.999577794304403,6,25,"SNARE complex","CC","blue","Day21"
"50","GO:0032421",0.0026459100733702,0.999936871239399,3,4,"stereocilium bundle","CC","blue","Day21"
"51","GO:0005789",0.00294214661780215,0.998154175957472,57,610,"endoplasmic reticulum membrane","CC","blue","Day21"
"52","GO:0000815",0.00296902154560614,0.999872634637926,3,6,"ESCRT III complex","CC","blue","Day21"
"53","GO:0062023",0.00326682460322903,0.99827077313799,32,260,"collagen-containing extracellular matrix","CC","blue","Day21"
"54","GO:0005802",0.00331564035224816,0.998592215100831,19,131,"trans-Golgi network","CC","blue","Day21"
"55","GO:0045178",0.00338584571756567,0.999588877596414,5,13,"basal part of cell","CC","blue","Day21"
"56","GO:0001725",0.00381469307536476,0.99896835351399,10,34,"stress fiber","CC","blue","Day21"
"57","GO:0030670",0.00387086001952329,0.998883717965591,10,54,"phagocytic vesicle membrane","CC","blue","Day21"
