"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"444","GO:0060271",5.63386628323318e-12,1,58,171,"cilium assembly","BP","midnightblue","Day0"
"33","GO:0003341",2.64097719604251e-09,0.999999999691227,21,36,"cilium movement","BP","midnightblue","Day0"
"447","GO:0060294",3.71644964593882e-09,0.999999999881743,12,15,"cilium movement involved in cell motility","BP","midnightblue","Day0"
"145","GO:0007288",4.48757812093194e-08,0.999999997130887,13,19,"sperm axoneme assembly","BP","midnightblue","Day0"
"128","GO:0007018",1.88062802836385e-07,0.999999944306267,35,102,"microtubule-based movement","BP","midnightblue","Day0"
"127","GO:0007017",4.96682452103082e-07,0.999999923451237,16,42,"microtubule-based process","BP","midnightblue","Day0"
"522","GO:0140289",6.44359485678713e-06,0.999998837390216,16,36,"protein mono-ADP-ribosylation","BP","midnightblue","Day0"
"220","GO:0030030",1.06411018593414e-05,0.999998160290026,15,32,"cell projection organization","BP","midnightblue","Day0"
"282","GO:0032757",2.11941715903166e-05,0.999999004438538,7,10,"positive regulation of interleukin-8 production","BP","midnightblue","Day0"
"187","GO:0016567",2.46731797822898e-05,0.999987573115509,60,314,"protein ubiquitination","BP","midnightblue","Day0"
"351","GO:0043124",3.73491466022023e-05,0.999993562769767,13,29,"negative regulation of I-kappaB kinase/NF-kappaB signaling","BP","midnightblue","Day0"
"537","GO:1902187",4.67732166050076e-05,1,4,4,"negative regulation of viral release from host cell","BP","midnightblue","Day0"
"163","GO:0009615",7.97099245101105e-05,0.999980152707008,16,51,"response to virus","BP","midnightblue","Day0"
"445","GO:0060285",0.000107714126774387,0.999990384548291,8,13,"cilium-dependent cell motility","BP","midnightblue","Day0"
"144","GO:0007283",0.000125031931243591,0.99993689393655,50,228,"spermatogenesis","BP","midnightblue","Day0"
"434","GO:0051607",0.000125040359461445,0.99994788652871,32,140,"defense response to virus","BP","midnightblue","Day0"
"168","GO:0010389",0.000143060498570362,0.999976557196327,11,23,"regulation of G2/M transition of mitotic cell cycle","BP","midnightblue","Day0"
"565","GO:2000582",0.000157367828673475,0.999987534402341,6,14,"positive regulation of ATP-dependent microtubule motor activity, plus-end-directed","BP","midnightblue","Day0"
"24","GO:0002230",0.000160998672675835,0.999971775196243,11,26,"positive regulation of defense response to virus by host","BP","midnightblue","Day0"
"341","GO:0042531",0.000163223956631175,0.999966210459409,13,31,"positive regulation of tyrosine phosphorylation of STAT protein","BP","midnightblue","Day0"
"326","GO:0036159",0.000193971650503358,0.999978590575867,8,15,"inner dynein arm assembly","BP","midnightblue","Day0"
"391","GO:0045824",0.000194338279741044,0.999987275522435,6,10,"negative regulation of innate immune response","BP","midnightblue","Day0"
"160","GO:0009142",0.000215541711976767,0.999994668535099,5,6,"nucleoside triphosphate biosynthetic process","BP","midnightblue","Day0"
"20","GO:0001778",0.000231955192533744,0.999984279185537,6,10,"plasma membrane repair","BP","midnightblue","Day0"
"115","GO:0006511",0.000233337668006679,0.999878122147833,51,230,"ubiquitin-dependent protein catabolic process","BP","midnightblue","Day0"
"452","GO:0060336",0.000248364428533859,0.999955542699412,11,24,"negative regulation of interferon-gamma-mediated signaling pathway","BP","midnightblue","Day0"
"400","GO:0046543",0.000252161945715317,1,4,4,"development of secondary female sexual characteristics","BP","midnightblue","Day0"
"367","GO:0044387",0.000293795340600455,1,4,4,"negative regulation of protein kinase activity by regulation of protein phosphorylation","BP","midnightblue","Day0"
"188","GO:0016579",0.000310231178013263,0.999878695074572,26,97,"protein deubiquitination","BP","midnightblue","Day0"
"204","GO:0019218",0.000353125884912592,1,4,4,"regulation of steroid metabolic process","BP","midnightblue","Day0"
"114","GO:0006471",0.000381946801064188,0.999896247595407,15,45,"protein ADP-ribosylation","BP","midnightblue","Day0"
"184","GO:0015986",0.000445848343462806,0.99996260749142,6,11,"ATP synthesis coupled proton transport","BP","midnightblue","Day0"
"280","GO:0032729",0.000452178683754631,0.999965030013859,6,10,"positive regulation of interferon-gamma production","BP","midnightblue","Day0"
"29","GO:0002735",0.000458137198956714,0.999986487181536,5,6,"positive regulation of myeloid dendritic cell cytokine production","BP","midnightblue","Day0"
"306","GO:0034454",0.000506455935235574,0.999951525824957,6,13,"microtubule anchoring at centrosome","BP","midnightblue","Day0"
"7","GO:0000281",0.000513698407456005,0.999803815025701,23,89,"mitotic cytokinesis","BP","midnightblue","Day0"
"570","GO:2001034",0.000563122086132286,0.999923299844285,8,16,"positive regulation of double-strand break repair via nonhomologous end joining","BP","midnightblue","Day0"
"277","GO:0032725",0.000606364655320242,1,4,4,"positive regulation of granulocyte macrophage colony-stimulating factor production","BP","midnightblue","Day0"
"331","GO:0039529",0.000606364655320242,1,4,4,"RIG-I signaling pathway","BP","midnightblue","Day0"
"523","GO:0140374",0.000606364655320242,1,4,4,"antiviral innate immune response","BP","midnightblue","Day0"
"196","GO:0017015",0.000619281455710058,0.999910540222497,7,25,"regulation of transforming growth factor beta receptor signaling pathway","BP","midnightblue","Day0"
"141","GO:0007249",0.000633310427918805,0.999875417042282,10,26,"I-kappaB kinase/NF-kappaB signaling","BP","midnightblue","Day0"
"120","GO:0006915",0.000665610134236645,0.999613102686389,60,308,"apoptotic process","BP","midnightblue","Day0"
"526","GO:1900744",0.000724356288533107,0.999973221453673,4,6,"regulation of p38MAPK cascade","BP","midnightblue","Day0"
"272","GO:0032502",0.000742831907046849,0.999966705451087,4,7,"developmental process","BP","midnightblue","Day0"
"309","GO:0035082",0.000753740074381852,0.999908326555773,7,14,"axoneme assembly","BP","midnightblue","Day0"
"538","GO:1902216",0.000782438839922222,0.999848214500954,10,23,"positive regulation of interleukin-4-mediated signaling pathway","BP","midnightblue","Day0"
"471","GO:0070286",0.000804662277387143,0.999924036466721,6,11,"axonemal dynein complex assembly","BP","midnightblue","Day0"
"525","GO:1900182",0.000870804625588307,0.99984173020174,9,22,"positive regulation of protein localization to nucleus","BP","midnightblue","Day0"
"355","GO:0043330",0.000872373287597426,0.999916282638268,6,11,"response to exogenous dsRNA","BP","midnightblue","Day0"
"521","GO:0099612",0.000910929254842354,0.999854343415506,8,19,"protein localization to axon","BP","midnightblue","Day0"
"26","GO:0002376",0.000991640400014901,0.999846955502349,8,17,"immune system process","BP","midnightblue","Day0"
"119","GO:0006754",0.00108592174055916,0.999884325266182,6,12,"ATP biosynthetic process","BP","midnightblue","Day0"
"22","GO:0002040",0.00113008521802873,0.999623152888255,17,54,"sprouting angiogenesis","BP","midnightblue","Day0"
"273","GO:0032608",0.00119051301602395,0.999855811958552,6,15,"interferon-beta production","BP","midnightblue","Day0"
"461","GO:0060760",0.00122685912314528,0.999930215888328,5,7,"positive regulation of response to cytokine stimulus","BP","midnightblue","Day0"
"342","GO:0042532",0.00139669438759813,0.999659613835296,11,31,"negative regulation of tyrosine phosphorylation of STAT protein","BP","midnightblue","Day0"
"466","GO:0061052",0.00141905464375204,0.999923832058676,4,7,"negative regulation of cell growth involved in cardiac muscle cell development","BP","midnightblue","Day0"
"100","GO:0006165",0.00143762601830779,0.999956895758011,4,5,"nucleoside diphosphate phosphorylation","BP","midnightblue","Day0"
"244","GO:0031048",0.00158057567609718,0.999869708079164,5,9,"heterochromatin assembly by small RNA","BP","midnightblue","Day0"
"132","GO:0007080",0.00165305511597649,0.999722134678095,8,17,"mitotic metaphase plate congression","BP","midnightblue","Day0"
"102","GO:0006228",0.00167235966970833,0.999860275164291,5,9,"UTP biosynthetic process","BP","midnightblue","Day0"
"347","GO:0042981",0.00180359335842026,0.999240367582231,22,103,"regulation of apoptotic process","BP","midnightblue","Day0"
"123","GO:0006974",0.00182016069428815,0.999022374991411,40,189,"cellular response to DNA damage stimulus","BP","midnightblue","Day0"
"541","GO:1902530",0.00189332768177884,0.999824024007664,5,10,"positive regulation of protein linear polyubiquitination","BP","midnightblue","Day0"
"124","GO:0006997",0.00190855542118494,0.999853285880616,5,8,"nucleus organization","BP","midnightblue","Day0"
"321","GO:0035970",0.00205695639470238,0.999819403264456,5,9,"peptidyl-threonine dephosphorylation","BP","midnightblue","Day0"
"175","GO:0010765",0.00206304316960862,0.99960866062456,8,21,"positive regulation of sodium ion transport","BP","midnightblue","Day0"
"301","GO:0034340",0.00210656113877293,0.999713367642693,6,15,"response to type I interferon","BP","midnightblue","Day0"
"256","GO:0031396",0.00211393606847996,0.999813175166717,5,9,"regulation of protein ubiquitination","BP","midnightblue","Day0"
"491","GO:0071286",0.00237061082484829,0.999533084174025,8,22,"cellular response to magnesium ion","BP","midnightblue","Day0"
"2","GO:0000122",0.00243943146907068,0.998438489678942,68,402,"negative regulation of transcription by RNA polymerase II","BP","midnightblue","Day0"
"439","GO:0055070",0.00244321776874169,0.99984698399322,4,7,"copper ion homeostasis","BP","midnightblue","Day0"
"387","GO:0045651",0.00250053062141419,1,3,3,"positive regulation of macrophage differentiation","BP","midnightblue","Day0"
"146","GO:0007290",0.00259994076512411,0.999893619471338,3,6,"spermatid nucleus elongation","BP","midnightblue","Day0"
"443","GO:0060215",0.00261185063740631,0.99979048574599,4,10,"primitive hemopoiesis","BP","midnightblue","Day0"
"112","GO:0006457",0.00265082546941845,0.999037880391726,16,64,"protein folding","BP","midnightblue","Day0"
"374","GO:0045071",0.00278076457693529,0.99963981321093,6,12,"negative regulation of viral genome replication","BP","midnightblue","Day0"
"313","GO:0035218",0.00287921130291627,1,2,2,"leg disc development","BP","midnightblue","Day0"
"173","GO:0010650",0.00292380375329185,0.999488833371757,7,18,"positive regulation of cell communication by electrical coupling","BP","midnightblue","Day0"
"297","GO:0034112",0.00292380375329185,0.999488833371757,7,18,"positive regulation of homotypic cell-cell adhesion","BP","midnightblue","Day0"
"495","GO:0071709",0.00292380375329185,0.999488833371757,7,18,"membrane assembly","BP","midnightblue","Day0"
"529","GO:1900827",0.00292380375329185,0.999488833371757,7,18,"positive regulation of membrane depolarization during cardiac muscle cell action potential","BP","midnightblue","Day0"
"142","GO:0007257",0.00292499059493258,0.999431337600512,8,19,"activation of JUN kinase activity","BP","midnightblue","Day0"
"519","GO:0098909",0.00294745403395112,0.999893342501249,3,5,"regulation of cardiac muscle cell action potential involved in regulation of contraction","BP","midnightblue","Day0"
"402","GO:0046597",0.00298024141751426,0.999802361858897,4,7,"negative regulation of viral entry into host cell","BP","midnightblue","Day0"
"360","GO:0043497",0.00298038437995337,0.999889335374937,4,5,"regulation of protein heterodimerization activity","BP","midnightblue","Day0"
"161","GO:0009435",0.00304336281510231,0.99973770529007,5,8,"NAD biosynthetic process","BP","midnightblue","Day0"
"475","GO:0070424",0.00318603248911833,0.99976039691619,4,8,"regulation of nucleotide-binding oligomerization domain containing signaling pathway","BP","midnightblue","Day0"
"494","GO:0071539",0.00328833081581636,0.999583355561075,6,11,"protein localization to centrosome","BP","midnightblue","Day0"
"350","GO:0043123",0.00335163313732359,0.998757698807046,16,62,"positive regulation of I-kappaB kinase/NF-kappaB signaling","BP","midnightblue","Day0"
"455","GO:0060378",0.00340986116056871,0.999910645353791,3,4,"regulation of brood size","BP","midnightblue","Day0"
"382","GO:0045454",0.00341187419875744,0.998886326195213,13,49,"cell redox homeostasis","BP","midnightblue","Day0"
