"","Gene","Gene_Description","AAA","AAM","AMA","AMM","ASA","ASM","MAA","MAM","MMA","MMM","MSA","MSM","foldChangeRatio","ControlRatio","baseMeanNAIVE_control","baseMeanPRIMED_control","baseMeanNAIVE_foldChangeModerate","baseMeanPRIMED_foldChangeModerate","Frontloaded"
"1","PGEN_.00g000280","Uncharacterized protein PAE1111",23.761467237054,30.3772435684531,24.9372317017813,51.1332854739461,48.7867463177628,20.3420816548425,34.1912807111958,24.5162040340087,56.9438541931282,47.9251185673664,36.9318781493262,36.5380563556531,0.560870695233809,1.43893810807598,23.761467237054,34.1912807111958,1.27842457140367,0.717030878167163,"frontloaded"
"2","PGEN_.00g000300","Probable E3 ubiquitin-protein ligase DTX3 (EC 2.3.2.27) (Protein deltex-3) (Deltex3) (RING-type E3 ubiquitin transferase DTX3)",77.7146788889996,74.6241823708868,62.9489480460688,65.807681582469,86.880121157829,56.4341823422459,55.840131550808,58.3561676825006,68.3070478901648,51.1081793411901,61.9701325323091,79.2737522943461,NA,NA,77.7146788889996,55.840131550808,0.960232782760037,1.04505784749814,NA
"3","PGEN_.00g000320",NA,36.9407938978515,50.778028372208,43.9228696863606,61.2364027132867,53.8879294742999,37.2808352385761,50.4720673974167,30.5983211781642,58.356590227725,70.0738465457111,36.3458262989326,61.6154795984583,0.441038899037242,1.36629622895983,36.9407938978515,50.4720673974167,1.37457869781086,0.606242675522547,"frontloaded"
"4","PGEN_.00g000490","Ergothioneine biosynthesis protein 1 [Includes: L-histidine N(alpha)-methyltransferase (EC 2.1.1.44); Hercynylcysteine S-oxide synthase (EC 1.14.99.51)]",12.4832194074885,9.48374477674724,10.5655374936787,8.89475894809345,10.8664839087771,14.5234524719516,7.84984593384004,8.1820623046762,16.5455849139466,13.640291624872,13.44011715292,10.6875690851637,NA,NA,12.4832194074885,7.84984593384004,0.759719465561751,1.04232138740507,NA
"5","PGEN_.00g000600","Xylose isomerase (EC 5.3.1.5)",6.82366245225819,7.66345046051522,9.16887265763396,9.83348219655295,11.4665028505299,12.7103319504416,8.68260735169492,10.6673861503676,8.77232670199477,8.25571866750503,6.44158607777404,8.13121248162974,1.09395897558162,1.27242626850945,6.82366245225819,8.68260735169492,1.1230699809864,1.22859248590635,"Not frontloaded"
"6","PGEN_.00g000970","ATP-binding cassette sub-family D member 3 (68 kDa peroxisomal membrane protein) (PMP68) (70 kDa peroxisomal membrane protein) (PMP70)",19.1701068795553,28.198905056126,28.7946667156021,23.8642743032328,36.8439577398851,29.1670681002274,20.6331839135053,28.9066303341389,22.271184050897,24.8785224702454,27.8292087139437,25.7533657338397,0.952409038490511,1.0763207551811,19.1701068795553,20.6331839135053,1.47098319447555,1.40097768988616,"frontloaded"
"7","PGEN_.00g001170","Coiled-coil and C2 domain-containing protein 1A (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1)",23.4247053574372,25.4378281972421,22.4941570700069,19.1959490451931,23.0722098626988,19.5820475911272,20.9013228737925,18.3179859439009,20.4632822063852,22.6686841296347,27.7275367758747,26.4632876083277,0.807045563447997,0.892276874131801,23.4247053574372,20.9013228737925,1.08594015630449,0.876403185315567,"Not frontloaded"
"8","PGEN_.00g001200","KH domain-containing, RNA-binding, signal transduction-associated protein 1 (GAP-associated tyrosine phosphoprotein p62) (Src-associated in mitosis 68 kDa protein) (Sam68) (p21 Ras GTPase-activating protein-associated p62) (p68)",371.764209649421,293.284312910931,323.308355267431,322.366602974831,401.252753381961,475.17428373809,498.962379421371,441.084391895079,341.896856770046,371.863922617605,307.653590044999,347.433505254762,NA,NA,371.764209649421,498.962379421371,0.788898730158835,0.884003303829417,NA
"9","PGEN_.00g001350","Apolipophorins [Cleaved into: Apolipophorin-2 (Apolipophorin II) (apoLp-2); Apolipophorin-1 (Apolipophorin I) (apoLp-1)]",110.849411576782,156.730868951639,141.167947628959,107.743797248923,257.672259280977,323.435723584182,99.2652197919772,141.508693643373,146.732187770877,100.465307937015,120.37656181124,127.014657645924,1.00824218368852,0.89549613642486,110.849411576782,99.2652197919772,1.41390799213288,1.42556168152271,"Not frontloaded"
"10","PGEN_.00g002100","Guanine nucleotide-binding protein subunit gamma-1",199.944538760395,161.604700041363,133.76026898944,154.520919988417,184.331153958372,190.247834564467,164.180485656891,127.055807680889,143.9494557988,174.059974800394,173.405037227123,128.573936678951,NA,NA,199.944538760395,164.180485656891,0.808247632284786,0.773878863694035,NA
