"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"1","ion binding","GO:0043167",11,"GO:0000062","GO:0000062;GO:0005504;GO:0005507;GO:0008270;GO:0019003;GO:0030976;GO:0032266;GO:0035091;GO:0043295;GO:0046872;GO:0050660",185,"PGEN_.00g000300;PGEN_.00g000490;PGEN_.00g000600;PGEN_.00g002140;PGEN_.00g002680;PGEN_.00g003940;PGEN_.00g004840;PGEN_.00g006290;PGEN_.00g006490;PGEN_.00g008320;PGEN_.00g009970;PGEN_.00g014020;PGEN_.00g014860;PGEN_.00g017170;PGEN_.00g018460;PGEN_.00g021940;PGEN_.00g023670;PGEN_.00g024130;PGEN_.00g026170;PGEN_.00g027290;PGEN_.00g033530;PGEN_.00g038510;PGEN_.00g040080;PGEN_.00g041840;PGEN_.00g043370;PGEN_.00g046570;PGEN_.00g048930;PGEN_.00g049840;PGEN_.00g051140;PGEN_.00g052730;PGEN_.00g054270;PGEN_.00g056450;PGEN_.00g057680;PGEN_.00g058770;PGEN_.00g061390;PGEN_.00g061400;PGEN_.00g062480;PGEN_.00g064470;PGEN_.00g067470;PGEN_.00g069930;PGEN_.00g070090;PGEN_.00g070150;PGEN_.00g072090;PGEN_.00g072730;PGEN_.00g073500;PGEN_.00g073560;PGEN_.00g075840;PGEN_.00g075970;PGEN_.00g078490;PGEN_.00g079680;PGEN_.00g086200;PGEN_.00g091340;PGEN_.00g091510;PGEN_.00g092480;PGEN_.00g095550;PGEN_.00g103460;PGEN_.00g108800;PGEN_.00g114200;PGEN_.00g117940;PGEN_.00g122780;PGEN_.00g122840;PGEN_.00g125750;PGEN_.00g127760;PGEN_.00g130880;PGEN_.00g131030;PGEN_.00g131130;PGEN_.00g132070;PGEN_.00g132090;PGEN_.00g133110;PGEN_.00g133550;PGEN_.00g133850;PGEN_.00g135600;PGEN_.00g135620;PGEN_.00g136910;PGEN_.00g136960;PGEN_.00g140150;PGEN_.00g142080;PGEN_.00g143200;PGEN_.00g145560;PGEN_.00g145620;PGEN_.00g156260;PGEN_.00g158920;PGEN_.00g162260;PGEN_.00g163440;PGEN_.00g164540;PGEN_.00g164550;PGEN_.00g164650;PGEN_.00g164660;PGEN_.00g164700;PGEN_.00g171900;PGEN_.00g174890;PGEN_.00g177440;PGEN_.00g177850;PGEN_.00g179510;PGEN_.00g181770;PGEN_.00g181780;PGEN_.00g182480;PGEN_.00g182870;PGEN_.00g192760;PGEN_.00g192910;PGEN_.00g193090;PGEN_.00g193120;PGEN_.00g195250;PGEN_.00g196040;PGEN_.00g196600;PGEN_.00g198360;PGEN_.00g198530;PGEN_.00g199100;PGEN_.00g201390;PGEN_.00g204450;PGEN_.00g205320;PGEN_.00g208710;PGEN_.00g211330;PGEN_.00g212870;PGEN_.00g213930;PGEN_.00g214570;PGEN_.00g214740;PGEN_.00g215140;PGEN_.00g215680;PGEN_.00g224320;PGEN_.00g227060;PGEN_.00g229910;PGEN_.00g235100;PGEN_.00g236450;PGEN_.00g237580;PGEN_.00g249870;PGEN_.00g250160;PGEN_.00g250810;PGEN_.00g251580;PGEN_.00g251840;PGEN_.00g253780;PGEN_.00g255890;PGEN_.00g256280;PGEN_.00g258020;PGEN_.00g259260;PGEN_.00g260720;PGEN_.00g263100;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g268580;PGEN_.00g269480;PGEN_.00g272730;PGEN_.00g276360;PGEN_.00g278880;PGEN_.00g281550;PGEN_.00g284840;PGEN_.00g285980;PGEN_.00g286040;PGEN_.00g286650;PGEN_.00g291860;PGEN_.00g302300;PGEN_.00g302360;PGEN_.00g304780;PGEN_.00g304980;PGEN_.00g305330;PGEN_.00g307120;PGEN_.00g307630;PGEN_.00g307640;PGEN_.00g308130;PGEN_.00g308530;PGEN_.00g310300;PGEN_.00g311290;PGEN_.00g311720;PGEN_.00g312080;PGEN_.00g313690;PGEN_.00g313720;PGEN_.00g314190;PGEN_.00g317980;PGEN_.00g319240;PGEN_.00g320430;PGEN_.00g321220;PGEN_.00g325090;PGEN_.00g326130;PGEN_.00g329130;PGEN_.00g332620;PGEN_.00g333110;PGEN_.00g336730;PGEN_.00g336890;PGEN_.00g338640;PGEN_.00g339700;PGEN_.00g340990;PGEN_.00g343270;PGEN_.00g344510;PGEN_.00g345220;PGEN_.00g345620","Day21_blue"
"2","transcription factor binding","GO:0008134",1,"GO:0001222","GO:0001222",2,"PGEN_.00g018130;PGEN_.00g058770","Day21_blue"
"3","ligase activity","GO:0016874",4,"GO:0003996","GO:0003996;GO:0004467;GO:0047676;GO:0102391",2,"PGEN_.00g048000;PGEN_.00g234660","Day21_blue"
"4","oxidoreductase activity","GO:0016491",8,"GO:0003997","GO:0003997;GO:0004022;GO:0004322;GO:0004597;GO:0004602;GO:0004656;GO:0016404",15,"PGEN_.00g038920;PGEN_.00g048930;PGEN_.00g049360;PGEN_.00g116940;PGEN_.00g135600;PGEN_.00g196600;PGEN_.00g203570;PGEN_.00g213740;PGEN_.00g231830;PGEN_.00g231870;PGEN_.00g270000;PGEN_.00g300030;PGEN_.00g310290;PGEN_.00g310300;PGEN_.00g311290","Day21_blue"
"5","kinase activity","GO:0016301",2,"GO:0004103","GO:0004103;GO:0004305",2,"PGEN_.00g165780;PGEN_.00g165790","Day21_blue"
"6","peptidase activity","GO:0008233",4,"GO:0004197","GO:0004197;GO:0004222;GO:0004252;GO:0008238",37,"PGEN_.00g003240;PGEN_.00g006380;PGEN_.00g008320;PGEN_.00g009930;PGEN_.00g025650;PGEN_.00g033640;PGEN_.00g047200;PGEN_.00g049840;PGEN_.00g057170;PGEN_.00g057190;PGEN_.00g103520;PGEN_.00g108800;PGEN_.00g115590;PGEN_.00g133550;PGEN_.00g150010;PGEN_.00g153860;PGEN_.00g164540;PGEN_.00g164550;PGEN_.00g164650;PGEN_.00g164660;PGEN_.00g193090;PGEN_.00g193120;PGEN_.00g199810;PGEN_.00g205320;PGEN_.00g205720;PGEN_.00g208780;PGEN_.00g291850;PGEN_.00g291860;PGEN_.00g298200;PGEN_.00g298410;PGEN_.00g302380;PGEN_.00g321220;PGEN_.00g339700;PGEN_.00g345610;PGEN_.00g345680;PGEN_.00g348220;PGEN_.00g348570","Day21_blue"
"7","transferase activity, transferring ...","GO:0016757",6,"GO:0004364","GO:0004514;GO:0008375;GO:0015020;GO:0030158;GO:0050508;GO:0050509",8,"PGEN_.00g057680;PGEN_.00g081470;PGEN_.00g132140;PGEN_.00g180710;PGEN_.00g304980;PGEN_.00g307630;PGEN_.00g307640;PGEN_.00g345620","Day21_blue"
"8","transferase activity, transferring ...","GO:0016765",1,"GO:0004364","GO:0004364",4,"PGEN_.00g180630;PGEN_.00g215140;PGEN_.00g219930;PGEN_.00g219960","Day21_blue"
"9","transferase activity, transferring ...","GO:0016746",0,"GO:0004364","",0,"","Day21_blue"
"10","hydrolase activity, acting on glyco...","GO:0016798",3,"GO:0004553","GO:0004553;GO:0004568;GO:0008810",8,"PGEN_.00g057120;PGEN_.00g057130;PGEN_.00g057150;PGEN_.00g169480;PGEN_.00g173140;PGEN_.00g204020;PGEN_.00g323450;PGEN_.00g326620","Day21_blue"
