"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"1","GO:0006886",7.60149240045205e-07,0.999999767730035,29,184,"intracellular protein transport","BP","brown","Day14"
"2","GO:0051603",0.000124146241522321,0.999978105685806,10,42,"proteolysis involved in cellular protein catabolic process","BP","brown","Day14"
"3","GO:0007596",0.000147327366169701,0.999969933670029,11,57,"blood coagulation","BP","brown","Day14"
"4","GO:0016192",0.000254557043632996,0.999926739263947,15,99,"vesicle-mediated transport","BP","brown","Day14"
"5","GO:0042493",0.000264976144542456,0.999909121993473,19,152,"response to drug","BP","brown","Day14"
"6","GO:0006869",0.00214222810794208,0.99942945481172,10,57,"lipid transport","BP","brown","Day14"
"7","GO:0006897",0.00618865758971266,0.99739938288458,16,143,"endocytosis","BP","brown","Day14"
"8","GO:0006508",0.00996627329636534,0.995337012888851,18,173,"proteolysis","BP","brown","Day14"
"9","GO:0008203",0.0108158438512877,0.996273754154521,10,77,"cholesterol metabolic process","BP","brown","Day14"
"10","GO:0043312",0.0112325053464405,0.996104957161016,10,78,"neutrophil degranulation","BP","brown","Day14"
"11","GO:0008283",0.011741747406516,0.995002954556585,14,142,"cell population proliferation","BP","brown","Day14"
"12","GO:0030198",0.0193189980865903,0.992245395357318,11,104,"extracellular matrix organization","BP","brown","Day14"
"13","GO:0006914",0.0201835598047744,0.992291130283466,10,86,"autophagy","BP","brown","Day14"
"14","GO:0050821",0.0286215324044673,0.988430408777925,10,86,"protein stabilization","BP","brown","Day14"
"15","GO:0000278",0.0490198548952709,0.978218242809519,10,93,"mitotic cell cycle","BP","brown","Day14"
"16","GO:0005615",6.70975727594786e-13,1,91,796,"extracellular space","CC","brown","Day14"
"17","GO:0005581",5.42480574084155e-12,1,26,142,"collagen trimer","CC","brown","Day14"
"18","GO:0005764",2.46516402328592e-08,0.999999994002938,38,274,"lysosome","CC","brown","Day14"
"19","GO:0005576",3.05499179494095e-08,1,98,1105,"extracellular region","CC","brown","Day14"
"20","GO:0005777",1.59694478721426e-07,0.999999964626814,22,115,"peroxisome","CC","brown","Day14"
"21","GO:0042470",1.00369817855436e-06,0.999999846781983,14,53,"melanosome","CC","brown","Day14"
"22","GO:0031012",3.20267584393846e-05,0.999988026028999,28,244,"extracellular matrix","CC","brown","Day14"
"23","GO:0005829",0.000111527370054253,0.99992185819163,170,2336,"cytosol","CC","brown","Day14"
"24","GO:0005783",0.000225916770260728,0.999877274345959,52,615,"endoplasmic reticulum","CC","brown","Day14"
"25","GO:0005739",0.00056646112241481,0.999660891765278,63,805,"mitochondrion","CC","brown","Day14"
"26","GO:0030904",0.000576563641867491,0.999973140709275,4,8,"retromer complex","CC","brown","Day14"
"27","GO:0030496",0.000669011812577311,0.999778564140037,16,110,"midbody","CC","brown","Day14"
"28","GO:0033180",0.000877638493388378,0.999979423352501,3,5,"proton-transporting V-type ATPase, V1 domain","CC","brown","Day14"
"29","GO:0005794",0.00135472122021746,0.999191513335306,54,684,"Golgi apparatus","CC","brown","Day14"
"30","GO:0005802",0.00150179628371115,0.999456893826782,16,131,"trans-Golgi network","CC","brown","Day14"
"31","GO:0071203",0.00154111493738241,0.999893492839587,4,10,"WASH complex","CC","brown","Day14"
"32","GO:0034663",0.00156081830852048,0.999887505832876,4,11,"endoplasmic reticulum chaperone complex","CC","brown","Day14"
"33","GO:0005789",0.00158799076474405,0.999080857322173,47,610,"endoplasmic reticulum membrane","CC","brown","Day14"
"34","GO:0062023",0.00211640671196411,0.999005286153574,25,260,"collagen-containing extracellular matrix","CC","brown","Day14"
"35","GO:0031595",0.00330545614588237,1,2,2,"nuclear proteasome complex","CC","brown","Day14"
"36","GO:0030670",0.00354016692588798,0.99914300411831,8,54,"phagocytic vesicle membrane","CC","brown","Day14"
"37","GO:1990316",0.00545823754235655,0.999919012727396,2,3,"Atg1/ULK1 kinase complex","CC","brown","Day14"
"38","GO:0042599",0.00563403824693463,1,2,2,"lamellar body","CC","brown","Day14"
"39","GO:0045335",0.00608970458523618,0.998576396355901,7,41,"phagocytic vesicle","CC","brown","Day14"
"40","GO:0005770",0.00674064422455904,0.997699891559915,11,83,"late endosome","CC","brown","Day14"
"41","GO:0016461",0.00758218637827527,0.999866321026442,2,3,"unconventional myosin complex","CC","brown","Day14"
"42","GO:0031901",0.00769367478451803,0.997180778688551,12,91,"early endosome membrane","CC","brown","Day14"
"43","GO:0016459",0.00772507850893135,0.998412081581174,6,27,"myosin complex","CC","brown","Day14"
"44","GO:0000775",0.00773532841565142,0.998122072126742,7,38,"chromosome, centromeric region","CC","brown","Day14"
"45","GO:0030122",0.00860681543377653,0.9998377544923,2,3,"AP-2 adaptor complex","CC","brown","Day14"
"46","GO:0005882",0.0091444726481262,0.99879240640632,4,16,"intermediate filament","CC","brown","Day14"
"47","GO:0005703",0.00940431757012809,0.99924626511364,3,9,"polytene chromosome puff","CC","brown","Day14"
"48","GO:0030132",0.00986383569906369,0.999800127587727,2,3,"clathrin coat of coated pit","CC","brown","Day14"
"49","GO:0071439",0.00986383569906369,0.999800127587727,2,3,"clathrin complex","CC","brown","Day14"
"50","GO:0032991",0.0103830446998833,0.994039972855127,31,365,"protein-containing complex","CC","brown","Day14"
"51","GO:0016471",0.0104196352683913,0.999694793493976,2,4,"vacuolar proton-transporting V-type ATPase complex","CC","brown","Day14"
"52","GO:0005839",0.0116341935981553,0.998957078927739,3,10,"proteasome core complex","CC","brown","Day14"
"53","GO:0030479",0.0124119554144942,0.99894359379056,3,8,"actin cortical patch","CC","brown","Day14"
"54","GO:0035371",0.012532247151319,0.998234541953424,4,14,"microtubule plus-end","CC","brown","Day14"
"55","GO:0005819",0.012617265627579,0.995288390916132,11,85,"spindle","CC","brown","Day14"
"56","GO:0005743",0.0138222985202767,0.99325689398488,18,223,"mitochondrial inner membrane","CC","brown","Day14"
"57","GO:0005759",0.0141817487357528,0.993258558907961,17,175,"mitochondrial matrix","CC","brown","Day14"
"58","GO:0005769",0.0142463000035857,0.992767943282675,20,210,"early endosome","CC","brown","Day14"
"59","GO:0045271",0.0143070539862068,1,1,1,"respiratory chain complex I","CC","brown","Day14"
"60","GO:0034774",0.014377329123291,0.99712843684853,5,24,"secretory granule lumen","CC","brown","Day14"
"61","GO:0005903",0.0146227475172011,0.995872261214949,7,52,"brush border","CC","brown","Day14"
"62","GO:0001772",0.0153227401177555,0.998476504195099,3,10,"immunological synapse","CC","brown","Day14"
"63","GO:0097165",0.0154652229356789,0.999601338961621,2,3,"nuclear stress granule","CC","brown","Day14"
"64","GO:0009535",0.0154973793042815,1,1,1,"chloroplast thylakoid membrane","CC","brown","Day14"
"65","GO:0030117",0.0160573184411588,0.999577589084348,2,3,"membrane coat","CC","brown","Day14"
"66","GO:0005768",0.01660089497223,0.991767949960493,18,197,"endosome","CC","brown","Day14"
"67","GO:1904813",0.0166325154623539,0.99731924561214,4,18,"ficolin-1-rich granule lumen","CC","brown","Day14"
"68","GO:0032421",0.0166871934020496,0.999371977966826,2,4,"stereocilium bundle","CC","brown","Day14"
"69","GO:0101031",0.0180729745530144,0.999290031733096,2,4,"chaperone complex","CC","brown","Day14"
"70","GO:0031092",0.0196131852284601,0.99573520777527,5,25,"platelet alpha granule membrane","CC","brown","Day14"
"71","GO:0005778",0.0204508958775134,0.995382189284026,5,32,"peroxisomal membrane","CC","brown","Day14"
"72","GO:0032541",0.0205239089990393,0.999002223905328,2,5,"cortical endoplasmic reticulum","CC","brown","Day14"
"73","GO:0070062",0.0205416416042897,0.98658187733007,42,545,"extracellular exosome","CC","brown","Day14"
"74","GO:0017059",0.0210985160595341,0.999098938450917,2,4,"serine C-palmitoyltransferase complex","CC","brown","Day14"
"75","GO:0030130",0.0216384818093977,0.999063134635315,2,4,"clathrin coat of trans-Golgi network vesicle","CC","brown","Day14"
"76","GO:0009331",0.0232360139294383,0.998954285677287,2,4,"glycerol-3-phosphate dehydrogenase complex","CC","brown","Day14"
"77","GO:0009536",0.024274377414746,0.998598725510401,2,6,"plastid","CC","brown","Day14"
"78","GO:0005790",0.0246538978025559,0.99548030228106,4,19,"smooth endoplasmic reticulum","CC","brown","Day14"
"79","GO:1990701",0.0248965408749612,1,1,1,"integral component of endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane","CC","brown","Day14"
"80","GO:0005639",0.0252643409292403,0.998809937649781,2,4,"integral component of nuclear inner membrane","CC","brown","Day14"
"81","GO:0008021",0.0255667414164924,0.991163086808706,8,60,"synaptic vesicle","CC","brown","Day14"
"82","GO:0008250",0.0284100616489233,0.998352799995783,2,5,"oligosaccharyltransferase complex","CC","brown","Day14"
"83","GO:0005884",0.0301069324934957,0.992548807667344,5,29,"actin filament","CC","brown","Day14"
"84","GO:0019773",0.0308919665400958,0.9981249624458,2,5,"proteasome core complex, alpha-subunit complex","CC","brown","Day14"
"85","GO:0002199",0.0309362865679581,0.998120796595292,2,5,"zona pellucida receptor complex","CC","brown","Day14"
"86","GO:0030131",0.0314409010776697,0.998073127679784,2,5,"clathrin adaptor complex","CC","brown","Day14"
"87","GO:0045120",0.0323569153633821,0.997985484639491,2,5,"pronucleus","CC","brown","Day14"
