"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"54","GO:0007614",4.17298569150853e-05,0.999998861788774,4,11,"short-term memory","BP","pink","Day14"
"17","GO:0002183",0.000208217781238425,1,2,2,"cytoplasmic translational initiation","BP","pink","Day14"
"139","GO:0048635",0.000347069856204079,0.999998746925668,2,3,"negative regulation of muscle organ development","BP","pink","Day14"
"171","GO:0071310",0.00050289267136741,0.999984960910924,3,11,"cellular response to organic substance","BP","pink","Day14"
"108","GO:0035305",0.000525253629403282,1,2,2,"negative regulation of dephosphorylation","BP","pink","Day14"
"223","GO:1990776",0.000525253629403282,1,2,2,"response to angiotensin","BP","pink","Day14"
"93","GO:0021953",0.00146464037236399,0.999984498359677,2,4,"central nervous system neuron differentiation","BP","pink","Day14"
"221","GO:1990440",0.00154534019385749,0.999988081755171,2,3,"positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","BP","pink","Day14"
"199","GO:1900086",0.00180709740815292,0.999978707537393,2,4,"positive regulation of peptidyl-tyrosine autophosphorylation","BP","pink","Day14"
"50","GO:0007017",0.00216110627745839,0.99978902537483,4,42,"microtubule-based process","BP","pink","Day14"
"13","GO:0001817",0.00236821823933881,0.999967951813929,2,4,"regulation of cytokine production","BP","pink","Day14"
"53","GO:0007346",0.00299368911411809,0.999684134918788,4,35,"regulation of mitotic cell cycle","BP","pink","Day14"
"219","GO:1990138",0.00321325169963766,0.999796856134275,3,19,"neuron projection extension","BP","pink","Day14"
"95","GO:0030212",0.00385206300457901,0.999915617600099,2,6,"hyaluronan metabolic process","BP","pink","Day14"
"140","GO:0048671",0.00409993843617213,0.999914682688944,2,5,"negative regulation of collateral sprouting","BP","pink","Day14"
"186","GO:0090630",0.00418868562215979,0.999336071705849,5,56,"activation of GTPase activity","BP","pink","Day14"
"127","GO:0045010",0.00551596234975622,0.999854563769095,2,6,"actin nucleation","BP","pink","Day14"
"147","GO:0050890",0.00683748367790999,0.999416827716816,3,25,"cognition","BP","pink","Day14"
"145","GO:0050775",0.00751051309956157,0.999329352963297,3,29,"positive regulation of dendrite morphogenesis","BP","pink","Day14"
"112","GO:0036120",0.00798758094859354,0.999730693545695,2,7,"cellular response to platelet-derived growth factor stimulus","BP","pink","Day14"
"136","GO:0048193",0.00811450314163806,0.999713639314974,2,8,"Golgi vesicle transport","BP","pink","Day14"
"172","GO:0071364",0.00872698758995903,0.999186586326506,3,25,"cellular response to epidermal growth factor stimulus","BP","pink","Day14"
"52","GO:0007173",0.0112307683016417,0.998860297888571,3,23,"epidermal growth factor receptor signaling pathway","BP","pink","Day14"
