"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"1","DNA binding","GO:0003677",3,"GO:0000977","GO:0000977;GO:0000978;GO:0043565",20,"PGEN_.00g014240;PGEN_.00g027120;PGEN_.00g027140;PGEN_.00g030670;PGEN_.00g046500;PGEN_.00g112380;PGEN_.00g112410;PGEN_.00g112450;PGEN_.00g112590;PGEN_.00g134100;PGEN_.00g134190;PGEN_.00g180930;PGEN_.00g216320;PGEN_.00g245030;PGEN_.00g283690;PGEN_.00g292780;PGEN_.00g306790;PGEN_.00g319930;PGEN_.00g331370;PGEN_.00g339970","Day14_pink"
"2","DNA-binding transcription factor ac...","GO:0003700",1,"GO:0001227","GO:0001227",6,"PGEN_.00g014240;PGEN_.00g134100;PGEN_.00g134190;PGEN_.00g245030;PGEN_.00g306790;PGEN_.00g339970","Day14_pink"
"3","ATPase activity","GO:0016887",1,"GO:0003724","GO:0003724",5,"PGEN_.00g047870;PGEN_.00g175440;PGEN_.00g227660;PGEN_.00g227680;PGEN_.00g285780","Day14_pink"
"4","helicase activity","GO:0004386",1,"GO:0003724","GO:0003724",5,"PGEN_.00g047870;PGEN_.00g175440;PGEN_.00g227660;PGEN_.00g227680;PGEN_.00g285780","Day14_pink"
"5","nuclease activity","GO:0004518",1,"GO:0004519","GO:0004519",3,"PGEN_.00g045390;PGEN_.00g075830;PGEN_.00g291220","Day14_pink"
"6","oxidoreductase activity","GO:0016491",2,"GO:0004784","GO:0004784;GO:0016716",4,"PGEN_.00g065700;PGEN_.00g168590;PGEN_.00g169010;PGEN_.00g257600","Day14_pink"
"7","enzyme regulator activity","GO:0030234",4,"GO:0004867","GO:0004867;GO:0005095;GO:0005096;GO:0043539",14,"PGEN_.00g047850;PGEN_.00g057650;PGEN_.00g062800;PGEN_.00g082010;PGEN_.00g134430;PGEN_.00g156020;PGEN_.00g195300;PGEN_.00g195980;PGEN_.00g208790;PGEN_.00g209300;PGEN_.00g217130;PGEN_.00g217520;PGEN_.00g290030;PGEN_.00g290040","Day14_pink"
"8","transmembrane transporter activity","GO:0022857",1,"GO:0005332","GO:0005332",2,"PGEN_.00g210360;PGEN_.00g245170","Day14_pink"
"9","ion binding","GO:0043167",1,"GO:0005544","GO:0005544",4,"PGEN_.00g009440;PGEN_.00g108790;PGEN_.00g170670;PGEN_.00g256590","Day14_pink"
"10","lipid binding","GO:0008289",1,"GO:0005544","GO:0005544",4,"PGEN_.00g009440;PGEN_.00g108790;PGEN_.00g170670;PGEN_.00g256590","Day14_pink"
"11","enzyme binding","GO:0019899",4,"GO:0017137","GO:0017137;GO:0031267;GO:0048365;GO:0051019",9,"PGEN_.00g047850;PGEN_.00g062800;PGEN_.00g156020;PGEN_.00g195300;PGEN_.00g195980;PGEN_.00g208790;PGEN_.00g209300;PGEN_.00g290030;PGEN_.00g290040","Day14_pink"
"12","transcription factor binding","GO:0008134",1,"GO:0043425","GO:0043425",2,"PGEN_.00g319930;PGEN_.00g319940","Day14_pink"
