"","GO_terms","X","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day","slim_term","Gene_IDs"
"1","GO:0000287",69,0.00858902433701706,0.997485864627149,8,146,"magnesium ion binding","MF","black","Day14","ion binding","PGEN_.00g008640;PGEN_.00g022340;PGEN_.00g028060;PGEN_.00g045080;PGEN_.00g079140;PGEN_.00g172050;PGEN_.00g184070;PGEN_.00g187490;PGEN_.00g187500;PGEN_.00g196600;PGEN_.00g224420;PGEN_.00g237150;PGEN_.00g246930;PGEN_.00g272230;PGEN_.00g278880;PGEN_.00g279740;PGEN_.00g304200;PGEN_.00g333150"
"2","GO:0000293",78,0.0173439698448832,0.999062287804309,2,9,"ferric-chelate reductase activity","MF","black","Day14","oxidoreductase activity","PGEN_.00g007310;PGEN_.00g022340;PGEN_.00g045080;PGEN_.00g166160;PGEN_.00g187490;PGEN_.00g187500;PGEN_.00g196600;PGEN_.00g262440;PGEN_.00g278880;PGEN_.00g288870;PGEN_.00g319130;PGEN_.00g325500"
"3","GO:0001103",85,0.0281037002626206,0.997930930548774,2,12,"RNA polymerase II repressing transcription factor binding","MF","black","Day14","transcription factor binding","PGEN_.00g015860;PGEN_.00g162110"
"4","GO:0003730",88,0.0363363190415758,0.994090702210414,3,33,"mRNA 3'-UTR binding","MF","black","Day14","RNA binding","PGEN_.00g122640;PGEN_.00g128790;PGEN_.00g168650;PGEN_.00g236820;PGEN_.00g266770"
"5","GO:0003730",88,0.0363363190415758,0.994090702210414,3,33,"mRNA 3'-UTR binding","MF","black","Day14","mRNA binding","PGEN_.00g122640;PGEN_.00g128790;PGEN_.00g236820;PGEN_.00g266770"
"6","GO:0003954",63,0.0029454042548297,0.999955405670964,2,4,"NADH dehydrogenase activity","MF","black","Day14","oxidoreductase activity","PGEN_.00g007310;PGEN_.00g022340;PGEN_.00g045080;PGEN_.00g166160;PGEN_.00g187490;PGEN_.00g187500;PGEN_.00g196600;PGEN_.00g262440;PGEN_.00g278880;PGEN_.00g288870;PGEN_.00g319130;PGEN_.00g325500"
"7","GO:0005220",70,0.00887248093480479,0.999724162792763,2,5,"inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity","MF","black","Day14","transmembrane transporter activity","PGEN_.00g042540;PGEN_.00g163390;PGEN_.00g184070;PGEN_.00g224000;PGEN_.00g224060;PGEN_.00g237150;PGEN_.00g268200;PGEN_.00g330930;PGEN_.00g336000"
"8","GO:0005452",61,0.00139850526341211,0.999943765543146,3,9,"inorganic anion exchanger activity","MF","black","Day14","transmembrane transporter activity","PGEN_.00g042540;PGEN_.00g163390;PGEN_.00g184070;PGEN_.00g224000;PGEN_.00g224060;PGEN_.00g237150;PGEN_.00g268200;PGEN_.00g330930;PGEN_.00g336000"
"9","GO:0005507",60,0.000760506876163841,0.99987171096236,7,88,"copper ion binding","MF","black","Day14","ion binding","PGEN_.00g008640;PGEN_.00g022340;PGEN_.00g028060;PGEN_.00g045080;PGEN_.00g079140;PGEN_.00g172050;PGEN_.00g184070;PGEN_.00g187490;PGEN_.00g187500;PGEN_.00g196600;PGEN_.00g224420;PGEN_.00g237150;PGEN_.00g246930;PGEN_.00g272230;PGEN_.00g278880;PGEN_.00g279740;PGEN_.00g304200;PGEN_.00g333150"
"10","GO:0008266",84,0.0273766471597318,0.997990469933243,2,13,"poly(U) RNA binding","MF","black","Day14","RNA binding","PGEN_.00g122640;PGEN_.00g128790;PGEN_.00g168650;PGEN_.00g236820;PGEN_.00g266770"
"11","GO:0008271",79,0.01737555920419,0.999039701466491,2,10,"secondary active sulfate transmembrane transporter activity","MF","black","Day14","transmembrane transporter activity","PGEN_.00g042540;PGEN_.00g163390;PGEN_.00g184070;PGEN_.00g224000;PGEN_.00g224060;PGEN_.00g237150;PGEN_.00g268200;PGEN_.00g330930;PGEN_.00g336000"
