"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"257","GO:0045722",1.10387823590308e-07,0.999999999172533,5,7,"positive regulation of gluconeogenesis","BP","black","Day14"
"70","GO:0006096",9.73874895104576e-05,0.999993937684277,5,22,"glycolytic process","BP","black","Day14"
"132","GO:0015986",0.000422672856933185,0.999988092695871,3,11,"ATP synthesis coupled proton transport","BP","black","Day14"
"69","GO:0006094",0.000513794853428124,0.999969010732316,4,18,"gluconeogenesis","BP","black","Day14"
"226","GO:0042438",0.000534224899712067,0.999965548559201,4,27,"melanin biosynthetic process","BP","black","Day14"
"84","GO:0006754",0.00101300515136628,0.999960524887981,3,12,"ATP biosynthetic process","BP","black","Day14"
"14","GO:0001675",0.00103362811188062,0.999962621694877,3,9,"acrosome assembly","BP","black","Day14"
"247","GO:0044321",0.0014117298514071,0.999989602054599,2,3,"response to leptin","BP","black","Day14"
"121","GO:0010793",0.00144326591471763,0.999937667447229,3,11,"regulation of mRNA export from nucleus","BP","black","Day14"
"71","GO:0006103",0.00156017935477644,0.99993074707244,3,11,"2-oxoglutarate metabolic process","BP","black","Day14"
"263","GO:0046274",0.00192001981955312,0.999972924713724,2,5,"lignin catabolic process","BP","black","Day14"
"190","GO:0032981",0.0021402412087939,0.999883601057702,3,18,"mitochondrial respiratory chain complex I assembly","BP","black","Day14"
"402","GO:2000011",0.00214630989384745,0.999972377351429,2,4,"regulation of adaxial/abaxial pattern formation","BP","black","Day14"
"118","GO:0010715",0.00220188258705913,0.999889620047651,3,11,"regulation of extracellular matrix disassembly","BP","black","Day14"
"306","GO:0060261",0.00237538933914171,0.99996779787496,2,4,"positive regulation of transcription initiation from RNA polymerase II promoter","BP","black","Day14"
"291","GO:0051205",0.00238978056499562,0.999967502242675,2,4,"protein insertion into membrane","BP","black","Day14"
"20","GO:0001938",0.00242311189670815,0.999765249526711,4,26,"positive regulation of endothelial cell proliferation","BP","black","Day14"
"68","GO:0005978",0.00254276703070122,0.999865849623979,3,11,"glycogen biosynthetic process","BP","black","Day14"
"288","GO:0051044",0.00306750246048244,0.999952576034887,2,4,"positive regulation of membrane protein ectodomain proteolysis","BP","black","Day14"
"94","GO:0007569",0.00317698188811654,0.999802814575126,3,17,"cell aging","BP","black","Day14"
"172","GO:0031509",0.00326685784956794,1,1,1,"subtelomeric heterochromatin assembly","BP","black","Day14"
"345","GO:0090230",0.00326685784956794,1,1,1,"regulation of centromere complex assembly","BP","black","Day14"
"371","GO:1902340",0.00326685784956794,1,1,1,"negative regulation of chromosome condensation","BP","black","Day14"
"343","GO:0080009",0.00336649427526657,0.999790741291213,3,15,"mRNA methylation","BP","black","Day14"
"285","GO:0050872",0.00356657867477589,0.99994040554939,2,4,"white fat cell differentiation","BP","black","Day14"
