name	term	lev	seq	value
"cytoskeleton"	GO:0005856	1	PGEN_.00g026190	2.12443053949099
"cytoskeleton"	GO:0005856	1	PGEN_.00g110440	-1.43439504740307
"cytoskeleton"	GO:0005856	1	PGEN_.00g250710	3.57881425364561
"cytoskeleton"	GO:0005856	1	PGEN_.00g252450	-0.856729064332205
"cytoskeleton"	GO:0005856	1	PGEN_.00g294440	-1.58207653026089
""	GO:0043233;GO:0070013		PGEN_.00g040990	6.35989876931627
""	GO:0043233;GO:0070013		PGEN_.00g048970	2.2077418109563
""	GO:0043233;GO:0070013		PGEN_.00g110440	-1.43439504740307
""	GO:0043233;GO:0070013		PGEN_.00g130730	8.35308710317702
""	GO:0043233;GO:0070013		PGEN_.00g183520	3.19786714764851
""	GO:0043233;GO:0070013		PGEN_.00g187930	3.76407394465995
""	GO:0043233;GO:0070013		PGEN_.00g188250	4.80238789950171
""	GO:0043233;GO:0070013		PGEN_.00g200990	-1.48360158473021
""	GO:0043233;GO:0070013		PGEN_.00g229320	-3.5152002173414
""	GO:0043233;GO:0070013		PGEN_.00g229340	-2.91815345104484
""	GO:0043233;GO:0070013		PGEN_.00g250350	4.0470522321664
""	GO:0043233;GO:0070013		PGEN_.00g299380	-2.35584949779917
""	GO:0043233;GO:0070013		PGEN_.00g318440	4.78189018474997
""	GO:0005604;GO:0062023	1	PGEN_.00g040990	6.35989876931627
""	GO:0005604;GO:0062023	1	PGEN_.00g085760	3.98372294904781
""	GO:0005604;GO:0062023	1	PGEN_.00g092320	3.69461576119781
""	GO:0005604;GO:0062023	1	PGEN_.00g095390	4.49415626344533
""	GO:0005604;GO:0062023	1	PGEN_.00g130730	8.35308710317702
""	GO:0005604;GO:0062023	1	PGEN_.00g211890	5.31797138048054
""	GO:0005604;GO:0062023	1	PGEN_.00g332560	4.77156824189098
""	GO:0005604;GO:0062023	1	PGEN_.00g348040	5.60057370689922
""	GO:0005604;GO:0062023	1	PGEN_.00g300660	4.61324148947932
"Golgi lumen"	GO:0005796	1	PGEN_.00g040990	6.35989876931627
"Golgi lumen"	GO:0005796	1	PGEN_.00g130730	8.35308710317702
"Golgi lumen"	GO:0005796	1	PGEN_.00g188250	4.80238789950171
"Golgi lumen"	GO:0005796	1	PGEN_.00g200990	-1.48360158473021
"Golgi lumen"	GO:0005796	1	PGEN_.00g318440	4.78189018474997
"early endosome"	GO:0005769	2	PGEN_.00g158640	5.99119967835138
"early endosome"	GO:0005769	2	PGEN_.00g205400	2.38086998180682
"early endosome"	GO:0005769	2	PGEN_.00g245880	-0.940031501912708
"early endosome"	GO:0005769	2	PGEN_.00g282910	1.95598493493693
"early endosome"	GO:0005769	2	PGEN_.00g305960	2.89363907103167
"early endosome"	GO:0005769	2	PGEN_.00g313720	1.63157319467437
"brush border membrane"	GO:0031526	1	PGEN_.00g027030	6.77735988717009
"brush border membrane"	GO:0031526	1	PGEN_.00g103630	3.8209662792583
