"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"1","GO:0060271",5.47033071368391e-18,1,56,171,"cilium assembly","BP","turquoise","Day21"
"2","GO:0003341",4.17931681727279e-11,1,20,36,"cilium movement","BP","turquoise","Day21"
"3","GO:0007018",5.50945690239452e-11,1,34,102,"microtubule-based movement","BP","turquoise","Day21"
"4","GO:0030030",9.35105380683584e-11,1,18,32,"cell projection organization","BP","turquoise","Day21"
"5","GO:0007288",5.41393876356104e-09,0.9999999997258,12,19,"sperm axoneme assembly","BP","turquoise","Day21"
"6","GO:0097711",8.41027243341677e-08,0.999999992799476,13,24,"ciliary basal body-plasma membrane docking","BP","turquoise","Day21"
"7","GO:0010389",5.43355337044821e-07,0.999999949106212,12,23,"regulation of G2/M transition of mitotic cell cycle","BP","turquoise","Day21"
"8","GO:1905515",1.3499403238257e-05,0.999998023854016,12,29,"non-motile cilium assembly","BP","turquoise","Day21"
"9","GO:0030317",5.81028519362438e-05,0.999990371998333,11,32,"flagellated sperm motility","BP","turquoise","Day21"
"10","GO:0000281",0.000144749531414186,0.999954504506428,19,89,"mitotic cytokinesis","BP","turquoise","Day21"
"11","GO:0007224",0.000353624808070591,0.999924007377285,11,39,"smoothened signaling pathway","BP","turquoise","Day21"
"12","GO:0000086",0.000430222649590014,0.999896408648243,12,46,"G2/M transition of mitotic cell cycle","BP","turquoise","Day21"
"13","GO:0007283",0.00154299085176837,0.999211030542806,34,228,"spermatogenesis","BP","turquoise","Day21"
"14","GO:0008104",0.0180727648633602,0.992654104500768,12,72,"protein localization","BP","turquoise","Day21"
"15","GO:0006397",0.0239256490012445,0.988106343234197,17,116,"mRNA processing","BP","turquoise","Day21"
"16","GO:0007368",0.0265623364391609,0.989066778908656,11,66,"determination of left/right symmetry","BP","turquoise","Day21"
"17","GO:0016579",0.0267588467468692,0.987213527834984,15,97,"protein deubiquitination","BP","turquoise","Day21"
"18","GO:0006355",0.0355310465237711,0.976676981775471,36,401,"regulation of transcription, DNA-templated","BP","turquoise","Day21"
"19","GO:0006468",0.0391542199202639,0.975404935906775,30,229,"protein phosphorylation","BP","turquoise","Day21"
"20","GO:0019722",0.0408983857529164,0.981724125279194,11,83,"calcium-mediated signaling","BP","turquoise","Day21"
"21","GO:0005930",3.44826425510625e-25,1,44,74,"axoneme","CC","turquoise","Day21"
"22","GO:0031514",1.74043578295643e-24,1,44,89,"motile cilium","CC","turquoise","Day21"
"23","GO:0005929",3.69124322720635e-24,1,65,182,"cilium","CC","turquoise","Day21"
"24","GO:0005814",2.63110359444341e-19,1,48,121,"centriole","CC","turquoise","Day21"
"25","GO:0005874",1.47030366050936e-16,1,69,270,"microtubule","CC","turquoise","Day21"
"26","GO:0005813",2.94268571325338e-16,1,76,312,"centrosome","CC","turquoise","Day21"
"27","GO:0030286",5.7495595772836e-13,1,27,71,"dynein complex","CC","turquoise","Day21"
"28","GO:0036064",1.15739043703651e-12,1,34,94,"ciliary basal body","CC","turquoise","Day21"
"29","GO:0005737",1.53330056890627e-11,1,379,3388,"cytoplasm","CC","turquoise","Day21"
"30","GO:0036126",4.68170744621711e-10,0.999999999970854,15,26,"sperm flagellum","CC","turquoise","Day21"
"31","GO:0005634",4.83094869155253e-06,0.999996676604984,316,3216,"nucleus","CC","turquoise","Day21"
"32","GO:0032391",2.68099771501241e-05,0.999997134123042,9,20,"photoreceptor connecting cilium","CC","turquoise","Day21"
"33","GO:0097730",4.6439064512755e-05,0.999993351506621,10,28,"non-motile cilium","CC","turquoise","Day21"
"34","GO:0036156",4.86578554708568e-05,0.999995657270969,8,15,"inner dynein arm","CC","turquoise","Day21"
"35","GO:0005858",0.000195175223191787,0.999987218267375,6,10,"axonemal dynein complex","CC","turquoise","Day21"
"36","GO:0030992",0.00034634409476458,0.999972383532325,6,11,"intraciliary transport particle B","CC","turquoise","Day21"
"37","GO:0005871",0.000580774271043935,0.999846479520412,13,48,"kinesin complex","CC","turquoise","Day21"
"38","GO:0005868",0.000728067774348201,0.999913775787317,6,19,"cytoplasmic dynein complex","CC","turquoise","Day21"
"39","GO:0034451",0.000824945264044866,0.999779329979663,12,57,"centriolar satellite","CC","turquoise","Day21"
"40","GO:0031462",0.00178921355505326,0.999877425521484,4,9,"Cul2-RING ubiquitin ligase complex","CC","turquoise","Day21"
"41","GO:1990716",0.00186792160040964,0.999960732239825,3,4,"axonemal central apparatus","CC","turquoise","Day21"
"42","GO:0031466",0.00216521437825456,0.999951976799391,3,4,"Cul5-RING ubiquitin ligase complex","CC","turquoise","Day21"
"43","GO:0016272",0.00251733225284556,0.999898229019976,3,6,"prefoldin complex","CC","turquoise","Day21"
"44","GO:0097228",0.00281576601099811,0.9997693777274,4,10,"sperm principal piece","CC","turquoise","Day21"
"45","GO:0035869",0.00310660688643867,0.999418360601219,7,22,"ciliary transition zone","CC","turquoise","Day21"
"46","GO:0097225",0.00369861254826006,0.999377163277288,6,21,"sperm midpiece","CC","turquoise","Day21"
"47","GO:0097729",0.00382898191744958,0.999895304519075,3,4,"9+2 motile cilium","CC","turquoise","Day21"
"48","GO:0001520",0.00413046806154121,0.999883836289926,3,4,"outer dense fiber","CC","turquoise","Day21"
"49","GO:0036038",0.00441302541276842,0.999413650723824,5,14,"MKS complex","CC","turquoise","Day21"
"50","GO:0002081",0.00444504135573136,0.999871523797667,3,4,"outer acrosomal membrane","CC","turquoise","Day21"
"51","GO:0060170",0.00444638745982674,0.998915481971858,8,39,"ciliary membrane","CC","turquoise","Day21"
"52","GO:0097542",0.00483466207290267,0.999379936218494,5,12,"ciliary tip","CC","turquoise","Day21"
"53","GO:0005815",0.00563314932447389,0.997797959925879,15,80,"microtubule organizing center","CC","turquoise","Day21"
"54","GO:0031616",0.00587444858447419,0.999726202257027,3,5,"spindle pole centrosome","CC","turquoise","Day21"
"55","GO:0005879",0.00621977231120915,0.999796037268719,3,4,"axonemal microtubule","CC","turquoise","Day21"
"56","GO:0048188",0.00625474474319476,0.999075748133998,5,15,"Set1C/COMPASS complex","CC","turquoise","Day21"
"57","GO:0005856",0.00629876971365113,0.996360087628895,37,274,"cytoskeleton","CC","turquoise","Day21"
"58","GO:0014731",0.00720557475833271,0.998294535176575,7,34,"spectrin-associated cytoskeleton","CC","turquoise","Day21"
