"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"105","GO:0006886",1.96892703808892e-07,0.999999934957434,37,184,"intracellular protein transport","BP","blue","Day21"
"350","GO:0051603",1.07797936873728e-05,0.999998167628864,13,42,"proteolysis involved in cellular protein catabolic process","BP","blue","Day21"
"149","GO:0015031",1.60461476670884e-05,0.999992941892013,43,287,"protein transport","BP","blue","Day21"
"204","GO:0030198",2.68487094703575e-05,0.999991785543749,22,104,"extracellular matrix organization","BP","blue","Day21"
"287","GO:0042147",6.81643200952124e-05,0.999986708144351,12,45,"retrograde transport, endosome to Golgi","BP","blue","Day21"
"290","GO:0042493",0.000103393590208833,0.999961660245546,25,152,"response to drug","BP","blue","Day21"
"271","GO:0036010",0.00020803212988003,0.999992184983475,5,7,"protein localization to endosome","BP","blue","Day21"
"427","GO:1990126",0.000382139471175053,0.999949688592177,7,24,"retrograde transport, endosome to plasma membrane","BP","blue","Day21"
"404","GO:1901998",0.000395740907596978,0.999950826084162,7,19,"toxin transport","BP","blue","Day21"
"158","GO:0016197",0.000490333724022275,0.999889355166221,11,41,"endosomal transport","BP","blue","Day21"
"12","GO:0001675",0.000525391018516149,0.999966527381485,5,9,"acrosome assembly","BP","blue","Day21"
"299","GO:0044070",0.000579750362983551,0.999991971883381,3,4,"regulation of anion transport","BP","blue","Day21"
"261","GO:0034498",0.000697727663541035,0.99996573973655,4,8,"early endosome to Golgi transport","BP","blue","Day21"
"238","GO:0032456",0.000934794402734019,0.999862839844207,7,20,"endocytic recycling","BP","blue","Day21"
"313","GO:0045324",0.00106684439508595,0.999947168341945,4,7,"late endosome to vacuole transport","BP","blue","Day21"
"1","GO:0000045",0.00130817234350403,0.999752595931518,8,28,"autophagosome assembly","BP","blue","Day21"
"86","GO:0006091",0.00131325644075443,0.999917483452962,4,9,"generation of precursor metabolites and energy","BP","blue","Day21"
"157","GO:0016192",0.00133106236287978,0.999516651731529,17,99,"vesicle-mediated transport","BP","blue","Day21"
"92","GO:0006625",0.00146641847197697,0.999755840409895,7,24,"protein targeting to peroxisome","BP","blue","Day21"
"400","GO:1900180",0.00150084765253197,0.999908891112061,4,8,"regulation of protein localization to nucleus","BP","blue","Day21"
"407","GO:1902600",0.00156450224918552,0.999654233075009,9,34,"proton transmembrane transport","BP","blue","Day21"
"103","GO:0006869",0.00183756824378147,0.999432689894011,13,57,"lipid transport","BP","blue","Day21"
"353","GO:0051897",0.00189628645832872,0.999466718303288,11,60,"positive regulation of protein kinase B signaling","BP","blue","Day21"
"304","GO:0044829",0.00205229679486258,0.999934875650765,3,5,"positive regulation by host of viral genome replication","BP","blue","Day21"
"344","GO:0050821",0.00208025653057576,0.999242583269246,16,86,"protein stabilization","BP","blue","Day21"
"256","GO:0033572",0.00221842362341905,0.999849650808644,4,8,"transferrin transport","BP","blue","Day21"
"118","GO:0007430",0.00232153681787782,0.999908847372467,3,6,"terminal branching, open tracheal system","BP","blue","Day21"
"17","GO:0002062",0.00235833285666957,0.999565154585641,7,26,"chondrocyte differentiation","BP","blue","Day21"
"145","GO:0010891",0.0024113840643051,1,2,2,"negative regulation of sequestering of triglyceride","BP","blue","Day21"
"133","GO:0009267",0.002434508697324,0.99941938305473,9,36,"cellular response to starvation","BP","blue","Day21"
"252","GO:0033280",0.00275805210958637,0.999821255605201,4,7,"response to vitamin D","BP","blue","Day21"
"206","GO:0030278",0.00297161383627451,0.999781090537065,4,8,"regulation of ossification","BP","blue","Day21"
"384","GO:0090316",0.0029992234882402,0.999636921683898,5,14,"positive regulation of intracellular protein transport","BP","blue","Day21"
"324","GO:0046854",0.00316360399680375,0.99940582561416,7,22,"phosphatidylinositol phosphorylation","BP","blue","Day21"
"280","GO:0039702",0.00369667598334371,0.999900245393942,3,4,"viral budding via host ESCRT complex","BP","blue","Day21"
"159","GO:0016236",0.00397640068987413,0.999069643777881,8,33,"macroautophagy","BP","blue","Day21"
"435","GO:2001135",0.00450112867222824,0.99980993905778,3,5,"regulation of endocytic recycling","BP","blue","Day21"
"233","GO:0032092",0.0045078365401897,0.998684061287624,10,49,"positive regulation of protein binding","BP","blue","Day21"
"436","GO:2001225",0.00496812992451254,0.999850325674827,3,4,"regulation of chloride transport","BP","blue","Day21"
"94","GO:0006631",0.00505455941161023,0.998354373492389,11,73,"fatty acid metabolic process","BP","blue","Day21"
"411","GO:1903076",0.00525002164505769,0.999765343408843,3,5,"regulation of protein localization to plasma membrane","BP","blue","Day21"
"310","GO:0045176",0.00531688365364442,0.999302065861157,5,12,"apical protein localization","BP","blue","Day21"
"93","GO:0006629",0.00539601118181772,0.998249613486116,11,62,"lipid metabolic process","BP","blue","Day21"
"409","GO:1902857",0.00561974174473926,0.999465869409818,4,9,"positive regulation of non-motile cilium assembly","BP","blue","Day21"
"111","GO:0006957",0.00563337858077769,1,3,3,"complement activation, alternative pathway","BP","blue","Day21"
"116","GO:0007162",0.00581674199293724,0.998722323056835,7,27,"negative regulation of cell adhesion","BP","blue","Day21"
"257","GO:0034314",0.00582503071168057,0.999608454211033,3,9,"Arp2/3 complex-mediated actin nucleation","BP","blue","Day21"
"110","GO:0006914",0.00603291640711158,0.997687196913807,14,86,"autophagy","BP","blue","Day21"
"95","GO:0006635",0.00615678559940601,0.998624560092851,7,28,"fatty acid beta-oxidation","BP","blue","Day21"
"306","GO:0045054",0.00615965101198064,0.999902606471293,2,3,"constitutive secretory pathway","BP","blue","Day21"
"346","GO:0050873",0.00617165255828537,0.999619348521212,3,7,"brown fat cell differentiation","BP","blue","Day21"
"358","GO:0055059",0.00630601354413558,1,2,2,"asymmetric neuroblast division","BP","blue","Day21"
"270","GO:0035773",0.00640284999240927,0.999636243053584,3,6,"insulin secretion involved in cellular response to glucose stimulus","BP","blue","Day21"
"205","GO:0030212",0.0064035313575612,0.999636190000718,3,6,"hyaluronan metabolic process","BP","blue","Day21"
"359","GO:0060021",0.00667055305540999,0.998083157602433,9,45,"roof of mouth development","BP","blue","Day21"
"112","GO:0006958",0.00668728552346867,0.999331030563489,4,9,"complement activation, classical pathway","BP","blue","Day21"
"171","GO:0017000",0.00679052514907009,0.999159458339198,4,18,"antibiotic biosynthetic process","BP","blue","Day21"
"255","GO:0033540",0.00684082502757218,0.999601703052264,3,6,"fatty acid beta-oxidation using acyl-CoA oxidase","BP","blue","Day21"
"416","GO:1903553",0.00709931067978142,1,2,2,"positive regulation of extracellular exosome assembly","BP","blue","Day21"
"214","GO:0030574",0.00711607427463888,0.998588379636475,6,24,"collagen catabolic process","BP","blue","Day21"
"431","GO:2000036",0.00729788273699255,0.999521152266251,3,7,"regulation of stem cell population maintenance","BP","blue","Day21"
"213","GO:0030511",0.00735107936771002,0.999151539756691,4,12,"positive regulation of transforming growth factor beta receptor signaling pathway","BP","blue","Day21"
"379","GO:0072583",0.00736738573290097,0.998637241956992,6,17,"clathrin-dependent endocytosis","BP","blue","Day21"
"372","GO:0070895",0.00757197043333715,0.99943965864473,3,9,"negative regulation of transposon integration","BP","blue","Day21"
"19","GO:0002542",0.00792851893337826,0.99985684118667,2,3,"Factor XII activation","BP","blue","Day21"
"413","GO:1903393",0.00830931928296239,1,2,2,"positive regulation of adherens junction organization","BP","blue","Day21"
"361","GO:0060732",0.00881631426702427,1,2,2,"positive regulation of inositol phosphate biosynthetic process","BP","blue","Day21"
"207","GO:0030282",0.00969050416275315,0.997886405303869,6,29,"bone mineralization","BP","blue","Day21"
"100","GO:0006703",0.00985170096991704,0.999196345719324,3,9,"estrogen biosynthetic process","BP","blue","Day21"
"96","GO:0006646",0.00992614690089424,0.998719128294682,4,13,"phosphatidylethanolamine biosynthetic process","BP","blue","Day21"
"89","GO:0006508",0.0104427353091559,0.994634331923456,23,173,"proteolysis","BP","blue","Day21"
"146","GO:0010923",0.0105459924606423,0.997454625323458,7,24,"negative regulation of phosphatase activity","BP","blue","Day21"
"109","GO:0006906",0.0105827856859182,0.998136411304288,5,18,"vesicle fusion","BP","blue","Day21"
"277","GO:0036295",0.010584054371452,0.99968730971011,2,4,"cellular response to increased oxygen levels","BP","blue","Day21"
"113","GO:0007029",0.0106501355416884,0.998121555646995,5,18,"endoplasmic reticulum organization","BP","blue","Day21"
"119","GO:0007465",0.010686181668947,0.999773977874048,2,3,"R7 cell fate commitment","BP","blue","Day21"
"314","GO:0045329",0.0110183708115427,1,2,2,"carnitine biosynthetic process","BP","blue","Day21"
"399","GO:0150093",0.0113039925962035,0.998610824164889,4,10,"amyloid-beta clearance by transcytosis","BP","blue","Day21"
"352","GO:0051791",0.0114506399951126,1,2,2,"medium-chain fatty acid metabolic process","BP","blue","Day21"
"332","GO:0048268",0.0115126592021768,0.998644641913281,4,9,"clathrin coat assembly","BP","blue","Day21"
"107","GO:0006897",0.0118361826739991,0.994177651088296,20,143,"endocytosis","BP","blue","Day21"
"115","GO:0007032",0.0118999760818041,0.99786820997241,5,17,"endosome organization","BP","blue","Day21"
"414","GO:1903422",0.0120686442951531,1,2,2,"negative regulation of synaptic vesicle recycling","BP","blue","Day21"
"319","GO:0046324",0.0120812713998717,0.99926039602163,3,5,"regulation of glucose import","BP","blue","Day21"
"396","GO:0120162",0.0122420766287516,0.997231621387186,6,26,"positive regulation of cold-induced thermogenesis","BP","blue","Day21"
"323","GO:0046718",0.0124113590012199,0.998205154840573,4,16,"viral entry into host cell","BP","blue","Day21"
"393","GO:0099527",0.0125061235265193,0.999086210373021,3,6,"postsynapse to nucleus signaling pathway","BP","blue","Day21"
"307","GO:0045055",0.0125605665867611,0.998877895739144,3,9,"regulated exocytosis","BP","blue","Day21"
"408","GO:1902605",0.0127866383539607,1,1,1,"heterotrimeric G-protein complex assembly","BP","blue","Day21"
"403","GO:1901687",0.0130489345969971,0.999569235126346,2,4,"glutathione derivative biosynthetic process","BP","blue","Day21"
"191","GO:0030036",0.013273637220806,0.993886380737607,17,100,"actin cytoskeleton organization","BP","blue","Day21"
"132","GO:0009062",0.0133361414122144,0.998085070165915,4,14,"fatty acid catabolic process","BP","blue","Day21"
"301","GO:0044242",0.0134340237297938,0.998196125494215,4,11,"cellular lipid catabolic process","BP","blue","Day21"
"243","GO:0032849",0.0134622682698925,0.99967784424996,2,3,"positive regulation of cellular pH reduction","BP","blue","Day21"
"178","GO:0018401",0.0136500833173024,0.998062399946539,4,13,"peptidyl-proline hydroxylation to 4-hydroxy-L-proline","BP","blue","Day21"
"405","GO:1902083",0.0138804090186831,1,2,2,"negative regulation of peptidyl-cysteine S-nitrosylation","BP","blue","Day21"
"294","GO:0042759",0.014219266996996,0.999431667238368,2,5,"long-chain fatty acid biosynthetic process","BP","blue","Day21"
"104","GO:0006879",0.0142965858505136,0.997147238591281,5,24,"cellular iron ion homeostasis","BP","blue","Day21"
"366","GO:0061952",0.0143892385892008,0.998890553732269,3,6,"midbody abscission","BP","blue","Day21"
"134","GO:0009311",0.0144782458166703,0.998590478283031,3,10,"oligosaccharide metabolic process","BP","blue","Day21"
"88","GO:0006099",0.0149549471227337,0.996444746860215,6,27,"tricarboxylic acid cycle","BP","blue","Day21"
"365","GO:0061642",0.0149887605437031,0.99799258360994,4,10,"chemoattraction of axon","BP","blue","Day21"
"239","GO:0032482",0.0152630167624224,0.996196802604949,6,40,"Rab protein signal transduction","BP","blue","Day21"
"385","GO:0090387",0.0153652897241398,1,2,2,"phagolysosome assembly involved in apoptotic cell clearance","BP","blue","Day21"
"389","GO:0097242",0.0154467334251345,0.997132201762301,5,15,"amyloid-beta clearance","BP","blue","Day21"
"282","GO:0040026",0.0156038725875423,1,2,2,"positive regulation of vulval development","BP","blue","Day21"
"293","GO:0042732",0.0158177051052731,0.997330416137599,4,30,"D-xylose metabolic process","BP","blue","Day21"
"235","GO:0032310",0.016207461966226,1,2,2,"prostaglandin secretion","BP","blue","Day21"
"21","GO:0003179",0.0163888815547035,0.998870475480695,3,5,"heart valve morphogenesis","BP","blue","Day21"
"236","GO:0032365",0.0165593793256142,1,1,1,"intracellular lipid transport","BP","blue","Day21"
"374","GO:0071073",0.0165593793256142,1,1,1,"positive regulation of phospholipid biosynthetic process","BP","blue","Day21"
"398","GO:0140214",0.0165593793256142,1,1,1,"positive regulation of long-chain fatty acid import into cell","BP","blue","Day21"
