"","GO_terms","X","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day","slim_term","Gene_IDs"
"1","GO:0003729",71,0.00580538407908513,0.998167488526056,10,88,"mRNA binding","MF","red","Day21","RNA binding","PGEN_.00g020370;PGEN_.00g041110;PGEN_.00g046670;PGEN_.00g051170;PGEN_.00g053040;PGEN_.00g077840;PGEN_.00g143080;PGEN_.00g196640;PGEN_.00g202750;PGEN_.00g283300"
"2","GO:0003958",103,0.03394425332114,0.997309619959471,2,10,"NADPH-hemoprotein reductase activity","MF","red","Day21","oxidoreductase activity","PGEN_.00g144370;PGEN_.00g146860"
"3","GO:0004063",87,0.0177944164952589,0.999023361597235,2,9,"aryldialkylphosphatase activity","MF","red","Day21","phosphatase activity","PGEN_.00g001620;PGEN_.00g185800;PGEN_.00g255880;PGEN_.00g335720"
"4","GO:0004674",107,0.0490461824311312,0.970360933791816,23,304,"protein serine/threonine kinase activity","MF","red","Day21","kinase activity","PGEN_.00g007520;PGEN_.00g019700;PGEN_.00g019740;PGEN_.00g056200;PGEN_.00g056460;PGEN_.00g068120;PGEN_.00g073370;PGEN_.00g140070;PGEN_.00g145700;PGEN_.00g164800;PGEN_.00g201990;PGEN_.00g215910;PGEN_.00g220820;PGEN_.00g279050;PGEN_.00g280220;PGEN_.00g306720;PGEN_.00g321880;PGEN_.00g322890;PGEN_.00g330340;PGEN_.00g330670;PGEN_.00g330680;PGEN_.00g332680;PGEN_.00g333140;PGEN_.00g335030;PGEN_.00g341690"
"5","GO:0005524",73,0.00725203225688636,0.994878323104089,85,1472,"ATP binding","MF","red","Day21","ion binding","PGEN_.00g004180;PGEN_.00g004940;PGEN_.00g005330;PGEN_.00g007520;PGEN_.00g008320;PGEN_.00g009780;PGEN_.00g014630;PGEN_.00g019700;PGEN_.00g019740;PGEN_.00g027270;PGEN_.00g030880;PGEN_.00g031720;PGEN_.00g035360;PGEN_.00g036410;PGEN_.00g040510;PGEN_.00g041840;PGEN_.00g043010;PGEN_.00g044130;PGEN_.00g047770;PGEN_.00g048590;PGEN_.00g052730;PGEN_.00g055470;PGEN_.00g055800;PGEN_.00g056200;PGEN_.00g056460;PGEN_.00g058240;PGEN_.00g060410;PGEN_.00g062850;PGEN_.00g063140;PGEN_.00g065880;PGEN_.00g068120;PGEN_.00g068700;PGEN_.00g070310;PGEN_.00g070940;PGEN_.00g072340;PGEN_.00g073370;PGEN_.00g077890;PGEN_.00g077930;PGEN_.00g080210;PGEN_.00g087180;PGEN_.00g088380;PGEN_.00g089900;PGEN_.00g090980;PGEN_.00g101290;PGEN_.00g103460;PGEN_.00g110770;PGEN_.00g113470;PGEN_.00g113530;PGEN_.00g114720;PGEN_.00g126680;PGEN_.00g127770;PGEN_.00g129980;PGEN_.00g132650;PGEN_.00g133850;PGEN_.00g134590;PGEN_.00g134840;PGEN_.00g136940;PGEN_.00g138340;PGEN_.00g139700;PGEN_.00g140070;PGEN_.00g142480;PGEN_.00g143080;PGEN_.00g144140;PGEN_.00g145700;PGEN_.00g148030;PGEN_.00g149210;PGEN_.00g150480;PGEN_.00g151640;PGEN_.00g159950;PGEN_.00g160820;PGEN_.00g164720;PGEN_.00g164800;PGEN_.00g170510;PGEN_.00g171770;PGEN_.00g175440;PGEN_.00g177110;PGEN_.00g177880;PGEN_.00g179680;PGEN_.00g186470;PGEN_.00g186870;PGEN_.00g188040;PGEN_.00g193700;PGEN_.00g200590;PGEN_.00g201990;PGEN_.00g203870;PGEN_.00g205570;PGEN_.00g206280;PGEN_.00g206470;PGEN_.00g211940;PGEN_.00g213450;PGEN_.00g215910;PGEN_.00g220820;PGEN_.00g221600;PGEN_.00g228480;PGEN_.00g230610;PGEN_.00g232000;PGEN_.00g243680;PGEN_.00g243780;PGEN_.00g245760;PGEN_.00g249840;PGEN_.00g251740;PGEN_.00g252370;PGEN_.00g254330;PGEN_.00g256850;PGEN_.00g260620;PGEN_.00g262100;PGEN_.00g266170;PGEN_.00g266210;PGEN_.00g266390;PGEN_.00g266590;PGEN_.00g266630;PGEN_.00g267370;PGEN_.00g267550;PGEN_.00g270470;PGEN_.00g271380;PGEN_.00g275080;PGEN_.00g278670;PGEN_.00g279050;PGEN_.00g280220;PGEN_.00g283300;PGEN_.00g283960;PGEN_.00g284630;PGEN_.00g291750;PGEN_.00g292370;PGEN_.00g293060;PGEN_.00g296350;PGEN_.00g302360;PGEN_.00g306720;PGEN_.00g308170;PGEN_.00g308510;PGEN_.00g308900;PGEN_.00g313950;PGEN_.00g314560;PGEN_.00g314760;PGEN_.00g315140;PGEN_.00g315350;PGEN_.00g320370;PGEN_.00g321640;PGEN_.00g321880;PGEN_.00g322890;PGEN_.00g323920;PGEN_.00g325120;PGEN_.00g325720;PGEN_.00g330340;PGEN_.00g330670;PGEN_.00g330680;PGEN_.00g332680;PGEN_.00g333140;PGEN_.00g335030;PGEN_.00g336660;PGEN_.00g338720;PGEN_.00g341570;PGEN_.00g341690;PGEN_.00g347160"
"6","GO:0008094",106,0.0480006860528451,0.991657196143598,3,19,"DNA-dependent ATPase activity","MF","red","Day21","ATPase activity","PGEN_.00g014630;PGEN_.00g087180;PGEN_.00g134590;PGEN_.00g262100"
"7","GO:0008327",90,0.0190162513198789,0.999037905756056,2,6,"methyl-CpG binding","MF","red","Day21","DNA binding","PGEN_.00g135950;PGEN_.00g202750;PGEN_.00g266590;PGEN_.00g266630"
"8","GO:0008409",100,0.0311945789373155,0.997747923777892,2,8,"5'-3' exonuclease activity","MF","red","Day21","nuclease activity","PGEN_.00g030880;PGEN_.00g053040;PGEN_.00g065880;PGEN_.00g134590"
"9","GO:0008440",68,0.00352687720797909,1,2,2,"inositol-1,4,5-trisphosphate 3-kinase activity","MF","red","Day21","kinase activity","PGEN_.00g007520;PGEN_.00g019700;PGEN_.00g019740;PGEN_.00g056200;PGEN_.00g056460;PGEN_.00g068120;PGEN_.00g073370;PGEN_.00g140070;PGEN_.00g145700;PGEN_.00g164800;PGEN_.00g201990;PGEN_.00g215910;PGEN_.00g220820;PGEN_.00g279050;PGEN_.00g280220;PGEN_.00g306720;PGEN_.00g321880;PGEN_.00g322890;PGEN_.00g330340;PGEN_.00g330670;PGEN_.00g330680;PGEN_.00g332680;PGEN_.00g333140;PGEN_.00g335030;PGEN_.00g341690"
"10","GO:0015179",67,0.00309085839943375,0.999705438395173,4,15,"L-amino acid transmembrane transporter activity","MF","red","Day21","transmembrane transporter activity","PGEN_.00g055800;PGEN_.00g156200;PGEN_.00g178020;PGEN_.00g189680;PGEN_.00g189690;PGEN_.00g283110;PGEN_.00g314560;PGEN_.00g315350"
"11","GO:0016409",76,0.00882620984300544,0.999268306473926,3,11,"palmitoyltransferase activity","MF","red","Day21","transferase activity, transferring ...","PGEN_.00g059100;PGEN_.00g175860;PGEN_.00g176350"
"12","GO:0017056",64,0.0022627362425095,0.999729762722618,5,17,"structural constituent of nuclear pore","MF","red","Day21","structural molecule activity","PGEN_.00g009780;PGEN_.00g062620;PGEN_.00g094930;PGEN_.00g163470;PGEN_.00g258400"
"13","GO:0017108",69,0.00487671301989142,0.99972446769888,3,7,"5'-flap endonuclease activity","MF","red","Day21","nuclease activity","PGEN_.00g030880;PGEN_.00g053040;PGEN_.00g065880;PGEN_.00g134590"
"14","GO:0019209",102,0.0337471172552344,0.997671419495751,2,6,"kinase activator activity","MF","red","Day21","enzyme regulator activity","PGEN_.00g048590;PGEN_.00g198250"
"15","GO:0019706",101,0.031401855367094,0.995312035687269,3,22,"protein-cysteine S-palmitoyltransferase activity","MF","red","Day21","transferase activity, transferring ...","PGEN_.00g059100;PGEN_.00g175860;PGEN_.00g176350"
"16","GO:0031402",97,0.0249306987634404,0.998541054793146,2,6,"sodium ion binding","MF","red","Day21","ion binding","PGEN_.00g004180;PGEN_.00g004940;PGEN_.00g005330;PGEN_.00g007520;PGEN_.00g008320;PGEN_.00g009780;PGEN_.00g014630;PGEN_.00g019700;PGEN_.00g019740;PGEN_.00g027270;PGEN_.00g030880;PGEN_.00g031720;PGEN_.00g035360;PGEN_.00g036410;PGEN_.00g040510;PGEN_.00g041840;PGEN_.00g043010;PGEN_.00g044130;PGEN_.00g047770;PGEN_.00g048590;PGEN_.00g052730;PGEN_.00g055470;PGEN_.00g055800;PGEN_.00g056200;PGEN_.00g056460;PGEN_.00g058240;PGEN_.00g060410;PGEN_.00g062850;PGEN_.00g063140;PGEN_.00g065880;PGEN_.00g068120;PGEN_.00g068700;PGEN_.00g070310;PGEN_.00g070940;PGEN_.00g072340;PGEN_.00g073370;PGEN_.00g077890;PGEN_.00g077930;PGEN_.00g080210;PGEN_.00g087180;PGEN_.00g088380;PGEN_.00g089900;PGEN_.00g090980;PGEN_.00g101290;PGEN_.00g103460;PGEN_.00g110770;PGEN_.00g113470;PGEN_.00g113530;PGEN_.00g114720;PGEN_.00g126680;PGEN_.00g127770;PGEN_.00g129980;PGEN_.00g132650;PGEN_.00g133850;PGEN_.00g134590;PGEN_.00g134840;PGEN_.00g136940;PGEN_.00g138340;PGEN_.00g139700;PGEN_.00g140070;PGEN_.00g142480;PGEN_.00g143080;PGEN_.00g144140;PGEN_.00g145700;PGEN_.00g148030;PGEN_.00g149210;PGEN_.00g150480;PGEN_.00g151640;PGEN_.00g159950;PGEN_.00g160820;PGEN_.00g164720;PGEN_.00g164800;PGEN_.00g170510;PGEN_.00g171770;PGEN_.00g175440;PGEN_.00g177110;PGEN_.00g177880;PGEN_.00g179680;PGEN_.00g186470;PGEN_.00g186870;PGEN_.00g188040;PGEN_.00g193700;PGEN_.00g200590;PGEN_.00g201990;PGEN_.00g203870;PGEN_.00g205570;PGEN_.00g206280;PGEN_.00g206470;PGEN_.00g211940;PGEN_.00g213450;PGEN_.00g215910;PGEN_.00g220820;PGEN_.00g221600;PGEN_.00g228480;PGEN_.00g230610;PGEN_.00g232000;PGEN_.00g243680;PGEN_.00g243780;PGEN_.00g245760;PGEN_.00g249840;PGEN_.00g251740;PGEN_.00g252370;PGEN_.00g254330;PGEN_.00g256850;PGEN_.00g260620;PGEN_.00g262100;PGEN_.00g266170;PGEN_.00g266210;PGEN_.00g266390;PGEN_.00g266590;PGEN_.00g266630;PGEN_.00g267370;PGEN_.00g267550;PGEN_.00g270470;PGEN_.00g271380;PGEN_.00g275080;PGEN_.00g278670;PGEN_.00g279050;PGEN_.00g280220;PGEN_.00g283300;PGEN_.00g283960;PGEN_.00g284630;PGEN_.00g291750;PGEN_.00g292370;PGEN_.00g293060;PGEN_.00g296350;PGEN_.00g302360;PGEN_.00g306720;PGEN_.00g308170;PGEN_.00g308510;PGEN_.00g308900;PGEN_.00g313950;PGEN_.00g314560;PGEN_.00g314760;PGEN_.00g315140;PGEN_.00g315350;PGEN_.00g320370;PGEN_.00g321640;PGEN_.00g321880;PGEN_.00g322890;PGEN_.00g323920;PGEN_.00g325120;PGEN_.00g325720;PGEN_.00g330340;PGEN_.00g330670;PGEN_.00g330680;PGEN_.00g332680;PGEN_.00g333140;PGEN_.00g335030;PGEN_.00g336660;PGEN_.00g338720;PGEN_.00g341570;PGEN_.00g341690;PGEN_.00g347160"
"17","GO:0031625",78,0.0102268537532425,0.995864828006241,13,158,"ubiquitin protein ligase binding","MF","red","Day21","enzyme binding","PGEN_.00g021460;PGEN_.00g060170;PGEN_.00g068700;PGEN_.00g088910;PGEN_.00g114090;PGEN_.00g143740;PGEN_.00g172090;PGEN_.00g178250;PGEN_.00g235060;PGEN_.00g308900;PGEN_.00g320370;PGEN_.00g321880;PGEN_.00g325160"
