PGEN_.00g000060	crg:105341336	90.909	44	4	0	413	456	4405	4448	3.54e-07	60.2
PGEN_.00g000950	crg:105328848	95.238	42	2	0	3920	3961	936	977	3.68e-09	67.6
PGEN_.00g002490	crg:105325876	92.683	41	3	0	79	119	742	782	1.96e-07	60.2
PGEN_.00g003890	crg:105336061	82.558	86	11	4	5789	5872	601	684	1.02e-10	73.1
PGEN_.00g006720	crg:105340312	81.921	177	32	0	32955	33131	2315	2491	6.52e-34	150
PGEN_.00g007860	crg:105326705	84.990	1006	149	2	1230	2234	123	1127	0.0	1020
PGEN_.00g007860	crg:105335713	84.623	1008	155	0	1230	2237	123	1130	0.0	1003
PGEN_.00g007860	crg:105340468	84.325	1008	158	0	1230	2237	123	1130	0.0	987
PGEN_.00g007860	crg:105340469	84.028	1008	161	0	1230	2237	123	1130	0.0	970
PGEN_.00g007860	crg:105326698	83.845	1009	161	2	1230	2237	123	1130	0.0	959
PGEN_.00g007860	crg:105335141	83.366	1010	164	4	1230	2237	123	1130	0.0	931
PGEN_.00g007860	crg:105335142	83.875	738	119	0	1230	1967	123	860	0.0	704
PGEN_.00g007860	crg:105335142	82.927	738	124	2	1501	2237	871	1607	0.0	664
PGEN_.00g007860	crg:105335143	84.038	426	66	2	1813	2237	25	449	6.53e-113	409
PGEN_.00g007870	crg:105340468	84.539	1009	154	2	3516	4523	123	1130	0.0	998
PGEN_.00g007870	crg:105335713	84.524	1008	156	0	3516	4523	123	1130	0.0	998
PGEN_.00g007870	crg:105326705	84.279	1005	158	0	3516	4520	123	1127	0.0	981
PGEN_.00g007870	crg:105340469	83.960	1010	158	4	3516	4523	123	1130	0.0	965
PGEN_.00g007870	crg:105326698	83.778	1011	158	6	3516	4523	123	1130	0.0	953
PGEN_.00g007870	crg:105335141	83.498	1012	159	8	3516	4523	123	1130	0.0	937
PGEN_.00g007870	crg:105335142	83.827	742	112	5	3516	4253	123	860	0.0	699
PGEN_.00g007870	crg:105335142	82.861	741	119	5	3787	4523	871	1607	0.0	658
PGEN_.00g007870	crg:105335143	83.333	426	69	2	4099	4523	25	449	1.34e-107	392
PGEN_.00g007870	crg:105331444	83.918	342	53	2	4183	4523	7	347	1.37e-87	326
PGEN_.00g007880	crg:105326705	86.535	1010	134	2	3499	4507	123	1131	0.0	1110
PGEN_.00g007880	crg:105340468	85.545	1010	144	2	3499	4507	123	1131	0.0	1055
PGEN_.00g007880	crg:105335713	85.332	1009	148	0	3499	4507	123	1131	0.0	1044
PGEN_.00g007880	crg:105326698	84.965	1011	148	4	3499	4507	123	1131	0.0	1022
PGEN_.00g007880	crg:105340469	84.836	1009	153	0	3499	4507	123	1131	0.0	1016
PGEN_.00g007880	crg:105335141	84.387	1012	152	6	3499	4507	123	1131	0.0	989
PGEN_.00g007880	crg:105335142	85.020	741	105	6	3499	4236	123	860	0.0	749
PGEN_.00g007880	crg:105335142	84.189	740	113	4	3770	4507	871	1608	0.0	715
PGEN_.00g007880	crg:105335143	84.753	446	64	4	4064	4507	7	450	3.62e-123	444
PGEN_.00g008320	crg:105348486	73.444	241	60	4	21675	21913	727	965	8.15e-15	87.9
PGEN_.00g008560	crg:105340634	93.617	47	1	2	19490	19536	47	3	5.04e-09	69.4
PGEN_.00g009880	crg:105335107	80.745	161	31	0	22566	22726	467	627	1.88e-26	126
PGEN_.00g016760	crg:105345940	77.841	176	35	4	16407	16580	1155	1328	7.81e-21	106
PGEN_.00g016840	crg:105332417	81.481	216	38	2	2554	2768	430	644	5.30e-42	176
PGEN_.00g016870	crg:105326705	83.117	462	78	0	1	462	133	594	1.73e-117	422
PGEN_.00g016870	crg:105340468	82.863	461	79	0	1	461	133	593	2.90e-115	414
PGEN_.00g016870	crg:105335141	82.646	461	80	0	1	461	133	593	1.35e-113	409
PGEN_.00g016870	crg:105340469	82.646	461	80	0	1	461	133	593	1.35e-113	409
PGEN_.00g016870	crg:105326698	81.602	462	85	0	1	462	133	594	8.17e-106	383
PGEN_.00g017180	crg:109617384	100.000	29	0	0	20623	20651	302	330	3.45e-05	54.7
PGEN_.00g017860	crg:105340285	97.561	41	1	0	77766	77806	4111	4151	2.14e-09	71.3
PGEN_.00g018860	crg:105343781	85.294	68	8	2	2234	2301	4690	4755	9.68e-10	69.4
PGEN_.00g018860	crg:109619657	100.000	28	0	0	2238	2265	1118	1145	9.74e-05	52.8
PGEN_.00g020200	crg:105336789	82.796	93	16	0	26880	26972	1314	1406	9.07e-14	84.2
PGEN_.00g021920	crg:105335669	81.818	165	30	0	13723	13887	1203	1367	1.06e-30	139
PGEN_.00g022420	crg:105340614	86.957	161	17	4	37516	37674	1870	2028	7.26e-42	178
PGEN_.00g022420	crg:105340614	84.483	174	27	0	61384	61557	4800	4973	3.38e-40	172
PGEN_.00g022420	crg:105340614	84.507	142	22	0	36292	36433	1477	1618	9.52e-31	141
PGEN_.00g023910	crg:105335401	90.411	73	7	0	55065	55137	1100	1172	2.33e-17	97.1
PGEN_.00g023990	crg:105327489	82.778	180	25	4	8928	9104	442	618	3.85e-36	156
PGEN_.00g024020	crg:105326251	81.967	122	20	2	191	311	200	320	8.01e-20	102
PGEN_.00g024580	crg:105348071	88.372	86	10	0	3528	3613	580	665	6.40e-20	104
PGEN_.00g025110	crg:105328471	84.946	93	14	0	2090	2182	877	969	1.22e-17	95.3
PGEN_.00g026380	crg:105323895	100.000	30	0	0	62080	62109	352	381	3.52e-05	56.5
PGEN_.00g027120	crg:105337870	84.000	150	24	0	1608	1757	221	370	1.76e-32	145
PGEN_.00g028280	crg:105345667	76.684	193	41	3	65854	66044	8494	8684	1.57e-19	104
PGEN_.00g028390	crg:105335841	97.368	38	1	0	8327	8364	100	137	8.81e-09	65.8
PGEN_.00g029430	crg:105329348	86.410	1089	146	2	1893	2980	220	1307	0.0	1190
PGEN_.00g029430	crg:105329348	87.907	215	26	0	1175	1389	7	221	4.39e-66	254
PGEN_.00g029430	crg:109618881	85.097	1134	164	4	1899	3031	160	1289	0.0	1153
PGEN_.00g029430	crg:105347347	83.471	1089	180	0	1898	2986	225	1313	0.0	1014
PGEN_.00g029430	crg:105319768	83.563	1089	172	6	1893	2979	115	1198	0.0	1013
PGEN_.00g029430	crg:105329346	83.364	1094	171	5	1897	2980	29	1121	0.0	1002
PGEN_.00g029430	crg:105329640	79.945	1097	215	5	1899	2993	226	1319	0.0	802
PGEN_.00g030080	crg:105348305	72.304	1354	357	17	8184	9528	258	1602	1.04e-111	407
PGEN_.00g033260	crg:105327998	76.518	247	52	5	14412	14655	178	421	4.17e-28	130
PGEN_.00g033260	crg:105334733	75.806	248	52	7	14412	14655	178	421	9.02e-25	119
PGEN_.00g033270	crg:105334733	87.500	48	5	1	8956	9002	178	225	5.32e-05	54.7
PGEN_.00g033270	crg:105334733	87.500	48	5	1	16842	16888	178	225	5.32e-05	54.7
PGEN_.00g036840	crg:105317360	77.019	161	30	6	121519	121677	1147	1302	7.11e-14	86.1
PGEN_.00g036840	crg:105317360	90.566	53	5	0	118660	118712	841	893	1.99e-09	71.3
PGEN_.00g037010	crg:105317543	93.827	81	5	0	6587	6667	418	498	2.08e-25	122
PGEN_.00g037620	crg:105336341	77.778	108	16	6	956	1058	566	670	5.09e-08	60.2
PGEN_.00g037790	crg:105331650	88.800	125	14	0	1161	1285	607	731	1.93e-36	154
PGEN_.00g037790	crg:105323414	88.800	125	14	0	1161	1285	280	404	1.93e-36	154
PGEN_.00g039510	crg:105332566	90.244	41	4	0	23656	23696	2884	2924	4.21e-05	54.7
PGEN_.00g039920	crg:105341699	76.667	120	24	3	1001	1117	146	264	3.89e-08	63.9
PGEN_.00g042440	crg:105317365	77.155	232	43	8	6852	7078	4901	5127	1.37e-26	126
PGEN_.00g042450	crg:105317365	83.333	108	18	0	12010	12117	11001	11108	3.59e-19	100
PGEN_.00g042680	crg:105332192	81.197	117	18	4	1291	1405	719	833	2.05e-17	91.6
PGEN_.00g043010	crg:105341702	74.864	553	131	8	37190	37738	535	1083	3.31e-62	244
PGEN_.00g043190	crg:105329786	84.211	171	27	0	5911	6081	1438	1608	3.24e-39	167
PGEN_.00g043220	crg:105338907	80.741	270	50	2	14116	14384	1138	1406	1.01e-51	209
PGEN_.00g043220	crg:105329786	85.380	171	25	0	14819	14989	1438	1608	2.85e-42	178
PGEN_.00g043240	crg:105329748	77.500	280	55	8	21045	21320	2890	3165	2.61e-37	161
