"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0072675",0.00151839165279583,0.99997415885136,2,27,"osteoclast fusion","BP"
"GO:0032868",0.00174169637269555,0.999967706769948,2,37,"response to insulin","BP"
"GO:0061045",0.00192995177556855,0.999962675105026,2,30,"negative regulation of wound healing","BP"
"GO:0045616",0.00196895178597566,0.999961465157107,2,31,"regulation of keratinocyte differentiation","BP"
"GO:0003428",0.00244225779172992,1,1,1,"chondrocyte intercalation involved in growth plate cartilage morphogenesis","BP"
"GO:0006042",0.00247979998819348,1,1,1,"glucosamine biosynthetic process","BP"
"GO:0006047",0.00247979998819348,1,1,1,"UDP-N-acetylglucosamine metabolic process","BP"
"GO:0006083",0.00398146206621617,0.999996115348099,1,2,"acetate metabolic process","BP"
"GO:0019679",0.00398146206621617,0.999996115348099,1,2,"propionate metabolic process, methylcitrate cycle","BP"
"GO:0060536",0.00398986986240313,0.999996098907252,1,2,"cartilage morphogenesis","BP"
"GO:0002576",0.00401720454560529,0.999884886351129,2,47,"platelet degranulation","BP"
"GO:0001942",0.00412195883849827,0.999880315733571,2,47,"hair follicle development","BP"
"GO:0010839",0.00490905370036893,0.999843877882737,2,49,"negative regulation of keratinocyte proliferation","BP"
"GO:0045719",0.00495358384615475,0.999993983798252,1,2,"negative regulation of glycogen biosynthetic process","BP"
"GO:0030512",0.00569787991398525,0.999802852660718,2,65,"negative regulation of transforming growth factor beta receptor signaling pathway","BP"
"GO:2000301",0.00606261895807801,0.999987981788935,1,3,"negative regulation of synaptic vesicle exocytosis","BP"
"GO:0060269",0.00637333234259975,0.999986716455737,1,3,"centripetally migrating follicle cell migration","BP"
"GO:0032486",0.00688760142995432,0.999982546355802,1,4,"Rap protein signal transduction","BP"
"GO:0032957",0.0071719249950655,0.999983172849201,1,3,"inositol trisphosphate metabolic process","BP"
"GO:0006824",0.00880406708275364,0.999969560573303,1,5,"cobalt ion transport","BP"
"GO:0001933",0.00884282373403085,0.999615050026743,2,73,"negative regulation of protein phosphorylation","BP"
"GO:0006002",0.00938991459375308,0.999967525779369,1,4,"fructose 6-phosphate metabolic process","BP"
"GO:0006048",0.0103284882779756,0.999956339035625,1,6,"UDP-N-acetylglucosamine biosynthetic process","BP"
"GO:0045109",0.0115346888495976,0.999942804854442,1,8,"intermediate filament organization","BP"
"GO:0006030",0.0124008939816292,0.999931987758789,1,10,"chitin metabolic process","BP"
"GO:0009744",0.0133819229025603,0.999922963861803,1,8,"response to sucrose","BP"
"GO:2000312",0.0139514053184389,0.999914925456776,1,9,"regulation of kainate selective glutamate receptor activity","BP"
"GO:0032525",0.0140266723225815,0.999917061245979,1,7,"somite rostral/caudal axis specification","BP"
"GO:0008156",0.0144779759144968,0.999911622653992,1,7,"negative regulation of DNA replication","BP"
"GO:0097178",0.0153745009016979,0.999896628209876,1,9,"ruffle assembly","BP"
