"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"1","GO:0006886",0.000138148213009282,0.999953322810469,20,184,"intracellular protein transport","BP","brown","Day7"
"2","GO:0042493",0.000668259696310096,0.999784058640932,15,152,"response to drug","BP","brown","Day7"
"3","GO:0055114",0.00108625555833094,0.999663011460074,13,153,"oxidation-reduction process","BP","brown","Day7"
"4","GO:0043312",0.00144240409513549,0.999627766305835,10,78,"neutrophil degranulation","BP","brown","Day7"
"5","GO:0006508",0.00703327602764015,0.997075161044057,15,173,"proteolysis","BP","brown","Day7"
"6","GO:0015031",0.0125667515140027,0.993661931375039,20,287,"protein transport","BP","brown","Day7"
"7","GO:0009617",0.0168791834291321,0.992999298859045,12,142,"response to bacterium","BP","brown","Day7"
"8","GO:0005615",1.49142426156682e-15,1,81,796,"extracellular space","CC","brown","Day7"
"9","GO:0005581",2.85057602305737e-12,1,23,142,"collagen trimer","CC","brown","Day7"
"10","GO:0031012",4.36375772009289e-10,1,32,244,"extracellular matrix","CC","brown","Day7"
"11","GO:0017090",9.43327503318736e-10,1,5,5,"meprin A complex","CC","brown","Day7"
"12","GO:0005576",3.17287073685525e-08,1,79,1105,"extracellular region","CC","brown","Day7"
"13","GO:0030904",6.30093343004678e-06,0.999999864874586,5,8,"retromer complex","CC","brown","Day7"
"14","GO:0005764",2.14919009063159e-05,0.999992445685889,26,274,"lysosome","CC","brown","Day7"
"15","GO:0001772",2.51470842005084e-05,0.999999112564811,5,10,"immunological synapse","CC","brown","Day7"
"16","GO:0005777",5.13496398473225e-05,0.999987160807272,15,115,"peroxisome","CC","brown","Day7"
"17","GO:0062023",7.69919198329058e-05,0.999971976304754,24,260,"collagen-containing extracellular matrix","CC","brown","Day7"
"18","GO:0005802",0.00020537450561356,0.999941194071984,15,131,"trans-Golgi network","CC","brown","Day7"
"19","GO:0035577",0.00034019730409152,0.999975720903319,5,13,"azurophil granule membrane","CC","brown","Day7"
"20","GO:0042470",0.000345831153440781,0.999934965336321,9,53,"melanosome","CC","brown","Day7"
"21","GO:0030130",0.000392760235681685,0.999995260397287,3,4,"clathrin coat of trans-Golgi network vesicle","CC","brown","Day7"
"22","GO:0071203",0.000502612379763732,0.999974463353685,4,10,"WASH complex","CC","brown","Day7"
"23","GO:0043202",0.00105109208928524,0.999819653074705,7,45,"lysosomal lumen","CC","brown","Day7"
"24","GO:0043231",0.00115624049721304,0.999436593968451,30,407,"intracellular membrane-bounded organelle","CC","brown","Day7"
"25","GO:0005769",0.00133620328848945,0.999468464836956,19,210,"early endosome","CC","brown","Day7"
"26","GO:0043209",0.00186583362773688,0.999706809647167,6,33,"myelin sheath","CC","brown","Day7"
"27","GO:0005768",0.00213872132045824,0.999161355566649,17,197,"endosome","CC","brown","Day7"
"28","GO:0005829",0.00313910635156152,0.997714874993224,123,2336,"cytosol","CC","brown","Day7"
"29","GO:0042599",0.00357010794982227,1,2,2,"lamellar body","CC","brown","Day7"
"30","GO:0071561",0.00440737888947382,1,2,2,"nucleus-vacuole junction","CC","brown","Day7"
"31","GO:0005604",0.00448759393418646,0.998296458760157,14,146,"basement membrane","CC","brown","Day7"
"32","GO:0070062",0.00453741333441931,0.997421942873813,36,545,"extracellular exosome","CC","brown","Day7"
"33","GO:0030132",0.00554979508987324,0.999916970932752,2,3,"clathrin coat of coated pit","CC","brown","Day7"
"34","GO:0071439",0.00554979508987324,0.999916970932752,2,3,"clathrin complex","CC","brown","Day7"
"35","GO:0031901",0.00723116490743791,0.997636579178676,10,91,"early endosome membrane","CC","brown","Day7"
"36","GO:0046658",0.00769082591788922,0.999428115792576,3,9,"anchored component of plasma membrane","CC","brown","Day7"
"37","GO:0005774",0.00937779841032979,0.998668371158055,4,25,"vacuolar membrane","CC","brown","Day7"
"38","GO:0032421",0.0097002281930754,0.999726510154604,2,4,"stereocilium bundle","CC","brown","Day7"
"39","GO:0009535",0.0109629369527004,1,1,1,"chloroplast thylakoid membrane","CC","brown","Day7"
"40","GO:0030670",0.0113523076722904,0.997295953972473,6,54,"phagocytic vesicle membrane","CC","brown","Day7"
"41","GO:0005885",0.0117812153682197,0.99957405962751,2,5,"Arp2/3 protein complex","CC","brown","Day7"
"42","GO:0009331",0.0132963880771916,0.999556975319603,2,4,"glycerol-3-phosphate dehydrogenase complex","CC","brown","Day7"
"43","GO:0009536",0.0135936679472964,0.999424470771118,2,6,"plastid","CC","brown","Day7"
"44","GO:0031084",0.0173879447243567,0.999331271122567,2,4,"BLOC-2 complex","CC","brown","Day7"
"45","GO:0033176",0.0267024717959327,1,1,1,"proton-transporting V-type ATPase complex","CC","brown","Day7"
"46","GO:0005782",0.0289440721936974,0.994106676898268,4,32,"peroxisomal matrix","CC","brown","Day7"
"47","GO:0005778",0.030877201870979,0.993585655884555,4,32,"peroxisomal membrane","CC","brown","Day7"
"48","GO:0048269",0.0316763656315469,1,1,1,"methionine adenosyltransferase complex","CC","brown","Day7"
"49","GO:0036195",0.0321027152535709,1,1,1,"muscle cell projection membrane","CC","brown","Day7"
"50","GO:0030426",0.0340596414361796,0.987378292959862,8,82,"growth cone","CC","brown","Day7"
"51","GO:0030864",0.0365440211121374,0.994373052649733,3,17,"cortical actin cytoskeleton","CC","brown","Day7"
"52","GO:0005623",0.0377598216618076,0.975005773896384,36,696,"cell","CC","brown","Day7"
"53","GO:0072534",0.0384642683111494,0.996681662182823,2,11,"perineuronal net","CC","brown","Day7"
"54","GO:0030125",0.0398229628021485,1,1,1,"clathrin vesicle coat","CC","brown","Day7"
"55","GO:0099631",0.0398229628021485,1,1,1,"postsynaptic endocytic zone cytoplasmic component","CC","brown","Day7"
"56","GO:0099059",0.0407341143910617,0.996716621325247,2,7,"integral component of presynaptic active zone membrane","CC","brown","Day7"
"57","GO:0098966",0.0411981013179157,0.996309744366222,2,11,"perisynaptic extracellular matrix","CC","brown","Day7"
"58","GO:0005765",0.0420406090055034,0.978728192624334,14,193,"lysosomal membrane","CC","brown","Day7"
"59","GO:0005884",0.042563964791287,0.990292596693543,4,29,"actin filament","CC","brown","Day7"
"60","GO:0016528",0.0429298983504827,0.996437780139858,2,7,"sarcoplasm","CC","brown","Day7"
"61","GO:0071595",0.043111064444607,1,1,1,"Nem1-Spo7 phosphatase complex","CC","brown","Day7"
"62","GO:0030666",0.0443866278908798,0.98974010895915,4,29,"endocytic vesicle membrane","CC","brown","Day7"
"63","GO:0009898",0.0444918515200358,0.987210227219615,5,56,"cytoplasmic side of plasma membrane","CC","brown","Day7"
"64","GO:0005903",0.0458557676988143,0.986755364464231,5,52,"brush border","CC","brown","Day7"
"65","GO:0000137",0.0464139397394768,0.995720058554127,2,9,"Golgi cis cisterna","CC","brown","Day7"
"66","GO:0098559",0.0467177925298094,0.999441880604468,1,2,"cytoplasmic side of early endosome membrane","CC","brown","Day7"
"67","GO:0098560",0.0467177925298094,0.999441880604468,1,2,"cytoplasmic side of late endosome membrane","CC","brown","Day7"
"68","GO:0005811",0.0498341062241864,0.987833865617154,4,37,"lipid droplet","CC","brown","Day7"
"69","GO:0005319",1.69193928928024e-05,0.999998712833216,7,21,"lipid transporter activity","MF","brown","Day7"
"70","GO:0004252",3.76983144835689e-05,0.999990870729422,15,108,"serine-type endopeptidase activity","MF","brown","Day7"
"71","GO:0004022",0.000331037220481376,0.999996236758143,3,4,"alcohol dehydrogenase (NAD+) activity","MF","brown","Day7"
"72","GO:0005518",0.00066945294773941,0.999860119533918,9,61,"collagen binding","MF","brown","Day7"
"73","GO:0070538",0.00103628923800354,0.999993469419083,2,3,"oleic acid binding","MF","brown","Day7"
"74","GO:0017080",0.00137863614902494,0.999947173042913,3,8,"sodium channel regulator activity","MF","brown","Day7"
"75","GO:0016491",0.00244824513942919,0.999126685577342,14,173,"oxidoreductase activity","MF","brown","Day7"
"76","GO:0035091",0.00285405341677016,0.999339411402278,8,49,"phosphatidylinositol binding","MF","brown","Day7"
"77","GO:0016830",0.00294954925253971,1,2,2,"carbon-carbon lyase activity","MF","brown","Day7"
"78","GO:0051903",0.00304164462207061,1,2,2,"S-(hydroxymethyl)glutathione dehydrogenase activity","MF","brown","Day7"
"79","GO:0050840",0.00333772657451956,0.999521924168755,5,29,"extracellular matrix binding","MF","brown","Day7"
"80","GO:0051287",0.00337945625050737,0.999282290907109,7,48,"NAD binding","MF","brown","Day7"
"81","GO:0015485",0.00368067587343637,0.999329947456715,6,36,"cholesterol binding","MF","brown","Day7"
"82","GO:0008240",0.00427149122098351,0.999944248467532,2,3,"tripeptidyl-peptidase activity","MF","brown","Day7"
"83","GO:0005044",0.00474150596579815,0.998547878143388,10,85,"scavenger receptor activity","MF","brown","Day7"
"84","GO:0030246",0.00529008977404231,0.997720122241041,17,233,"carbohydrate binding","MF","brown","Day7"
"85","GO:0004367",0.0061327795294887,0.99990332386208,2,3,"glycerol-3-phosphate dehydrogenase [NAD+] activity","MF","brown","Day7"
"86","GO:0005540",0.00670646132153696,0.998836261078948,5,38,"hyaluronic acid binding","MF","brown","Day7"
"87","GO:0005178",0.00674568667369332,0.998357255627318,7,54,"integrin binding","MF","brown","Day7"
"88","GO:0004568",0.00692671805729184,0.999138616458093,4,18,"chitinase activity","MF","brown","Day7"
"89","GO:0005504",0.00865261066582805,0.999734034472985,2,5,"fatty acid binding","MF","brown","Day7"
"90","GO:0098882",0.00905377001341947,0.999824768607527,2,3,"structural constituent of presynaptic active zone","MF","brown","Day7"
"91","GO:0061750",0.00957578650488228,0.999809074601966,2,3,"acid sphingomyelin phosphodiesterase activity","MF","brown","Day7"
"92","GO:0016655",0.0098786799749048,0.999030851176954,3,26,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","MF","brown","Day7"
"93","GO:0042802",0.0101529822285351,0.993618109176694,43,762,"identical protein binding","MF","brown","Day7"
"94","GO:0044105",0.0102464129738791,0.998981205341885,3,26,"L-xylulose reductase (NAD+) activity","MF","brown","Day7"
"95","GO:0003834",0.0103976662176298,0.999648036543234,2,5,"beta-carotene 15,15'-monooxygenase activity","MF","brown","Day7"
"96","GO:0010436",0.0103976662176298,0.999648036543234,2,5,"carotenoid dioxygenase activity","MF","brown","Day7"
"97","GO:0050038",0.0105302389188598,0.998939221395158,3,27,"L-xylulose reductase (NADP+) activity","MF","brown","Day7"
"98","GO:0004090",0.0106410904949249,0.998943258872882,3,22,"carbonyl reductase (NADPH) activity","MF","brown","Day7"
"99","GO:0003997",0.0123456434794105,0.99960456108196,2,4,"acyl-CoA oxidase activity","MF","brown","Day7"
"100","GO:0048273",0.0130823894954532,0.999567852805716,2,4,"mitogen-activated protein kinase p38 binding","MF","brown","Day7"
"101","GO:0016614",0.0132347958141726,0.998541683090855,3,29,"oxidoreductase activity, acting on CH-OH group of donors","MF","brown","Day7"
"102","GO:0008270",0.0133430676990021,0.991659447590229,39,731,"zinc ion binding","MF","brown","Day7"
"103","GO:0032934",0.01528096840692,0.99836509375027,3,14,"sterol binding","MF","brown","Day7"
"104","GO:0017137",0.0177588788482878,0.993735450888636,9,86,"Rab GTPase binding","MF","brown","Day7"
"105","GO:0004806",0.0179991545223193,0.997860281262732,3,19,"triglyceride lipase activity","MF","brown","Day7"
"106","GO:0050839",0.0181565354771207,0.993110904648893,10,113,"cell adhesion molecule binding","MF","brown","Day7"
"107","GO:0004175",0.0182023654959157,0.994561304876643,7,66,"endopeptidase activity","MF","brown","Day7"
"108","GO:1990381",0.0187799948985328,0.997803116378539,3,15,"ubiquitin-specific protease binding","MF","brown","Day7"
"109","GO:0008289",0.0189969836488303,0.993202145568102,9,92,"lipid binding","MF","brown","Day7"
"110","GO:0030275",0.0199428151648899,0.999045734027301,2,5,"LRR domain binding","MF","brown","Day7"
"111","GO:0008238",0.0207962393978689,0.9988958254391,2,6,"exopeptidase activity","MF","brown","Day7"
"112","GO:0042626",0.0209338488537796,0.993604990329583,7,59,"ATPase-coupled transmembrane transporter activity","MF","brown","Day7"
"113","GO:0016004",0.0216802828238127,0.99875945288205,2,7,"phospholipase activator activity","MF","brown","Day7"
"114","GO:0030976",0.021824261622392,0.998903766953035,2,5,"thiamine pyrophosphate binding","MF","brown","Day7"
"115","GO:0003857",0.0220112420783441,0.998730242786968,2,7,"3-hydroxyacyl-CoA dehydrogenase activity","MF","brown","Day7"
"116","GO:1905394",0.0248627797874552,0.998546682868393,2,6,"retromer complex binding","MF","brown","Day7"
