"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0030001",1.81415663370568e-06,0.999999981648449,4,8,"metal ion transport","BP"
"GO:0070447",8.4854818137547e-06,0.999999972883738,3,4,"positive regulation of oligodendrocyte progenitor proliferation","BP"
"GO:1904447",8.4854818137547e-06,0.999999972883738,3,4,"folate import across plasma membrane","BP"
"GO:0006814",1.18165875722787e-05,0.999999532148983,5,24,"sodium ion transport","BP"
"GO:0061156",2.09788990298038e-05,0.999999866065732,3,5,"pulmonary artery morphogenesis","BP"
"GO:0140058",2.09812030904834e-05,0.99999986604604,3,5,"neuron projection arborization","BP"
"GO:0003139",2.09815461596268e-05,0.999999866043108,3,5,"secondary heart field specification","BP"
"GO:0003223",4.1667298641869e-05,0.999999600850693,3,6,"ventricular compact myocardium morphogenesis","BP"
"GO:0060068",7.19791851802479e-05,0.999999082222061,3,7,"vagina development","BP"
"GO:0060982",7.2138454762881e-05,0.999999079498854,3,7,"coronary artery morphogenesis","BP"
"GO:0006766",0.000167466253892764,1,2,2,"vitamin metabolic process","BP"
"GO:0046879",0.000167466253892764,1,2,2,"hormone secretion","BP"
"GO:0140077",0.000167466253892764,1,2,2,"positive regulation of lipoprotein transport","BP"
"GO:0042438",0.000169539251570966,0.999996760740784,3,9,"melanin biosynthetic process","BP"
"GO:0007605",0.000195639127005952,0.999984987748986,5,42,"sensory perception of sound","BP"
"GO:0060976",0.000240075128681481,0.999994650301993,3,10,"coronary vasculature development","BP"
"GO:0003148",0.00032739165188496,0.999991663496322,3,11,"outflow tract septum morphogenesis","BP"
"GO:0050769",0.000430879323414424,0.99998767881409,3,12,"positive regulation of neurogenesis","BP"
"GO:0010951",0.000498181359445455,0.999997861216337,2,3,"negative regulation of endopeptidase activity","BP"
"GO:0008584",0.000549333808526629,0.999982616327246,3,13,"male gonad development","BP"
"GO:0033280",0.000985900177134629,0.999991551781699,2,4,"response to vitamin D","BP"
"GO:0020028",0.00163220542718437,0.999979021693655,2,5,"endocytic hemoglobin import into cell","BP"
"GO:0061642",0.00163255263962341,0.999979014954685,2,5,"chemoattraction of axon","BP"
"GO:0045056",0.00163592943288368,0.999978949376882,2,5,"transcytosis","BP"
"GO:0006898",0.00172604749975088,0.999844449207249,4,40,"receptor-mediated endocytosis","BP"
"GO:0010165",0.00240658971172578,0.999958981840408,2,6,"response to X-ray","BP"
"GO:0030514",0.00272943392820387,0.999836483585186,3,22,"negative regulation of BMP signaling pathway","BP"
"GO:0032526",0.00336626297037482,0.99992807307291,2,7,"response to retinoic acid","BP"
"GO:0097242",0.00336890730216155,0.999927987546825,2,7,"amyloid-beta clearance","BP"
"GO:0051262",0.00445029563227146,0.9998860083721,2,8,"protein tetramerization","BP"
"GO:0035904",0.00445383251160705,0.999885871083767,2,8,"aorta development","BP"
"GO:0061178",0.00445567782079517,0.99988579943329,2,8,"regulation of insulin secretion involved in cellular response to glucose stimulus","BP"
"GO:0035725",0.00563012255375952,0.999832586555366,2,9,"sodium ion transmembrane transport","BP"
"GO:0042421",0.00702848263181712,0.999760504886343,2,10,"norepinephrine biosynthetic process","BP"
"GO:0045807",0.00850468307822498,0.999674573039342,2,11,"positive regulation of endocytosis","BP"
"GO:0031100",0.00855061721500174,0.999671897220127,2,11,"animal organ regeneration","BP"
"GO:0007507",0.0116191261170249,0.9981604529008,4,68,"heart development","BP"
"GO:0003281",0.0119004136762768,0.999443565628447,2,13,"ventricular septum development","BP"
