"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"1","isomerase activity","GO:0016853",1,"GO:0003755","GO:0003755",2,"PGEN_.00g183520;PGEN_.00g282910","Day14_Up"
"2","peptidase activity","GO:0008233",2,"GO:0004222","GO:0004222;GO:0004252",15,"PGEN_.00g009930;PGEN_.00g033640;PGEN_.00g038400;PGEN_.00g047200;PGEN_.00g057170;PGEN_.00g057190;PGEN_.00g164540;PGEN_.00g164550;PGEN_.00g164650;PGEN_.00g164660;PGEN_.00g199810;PGEN_.00g285590;PGEN_.00g344990;PGEN_.00g348220;PGEN_.00g348570","Day14_Up"
"3","oxidoreductase activity","GO:0016491",4,"GO:0004500","GO:0004500;GO:0004602;GO:0016614;GO:0016715",7,"PGEN_.00g040690;PGEN_.00g049360;PGEN_.00g116940;PGEN_.00g211330;PGEN_.00g258130;PGEN_.00g280310;PGEN_.00g281550","Day14_Up"
"4","hydrolase activity, acting on glyco...","GO:0016798",4,"GO:0004553","GO:0004553;GO:0004568;GO:0008810;GO:0008843",5,"PGEN_.00g057120;PGEN_.00g057130;PGEN_.00g169480;PGEN_.00g323450;PGEN_.00g326620","Day14_Up"
"5","enzyme regulator activity","GO:0030234",1,"GO:0004867","GO:0004867",8,"PGEN_.00g057310;PGEN_.00g057320;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g093840;PGEN_.00g246390;PGEN_.00g246530","Day14_Up"
"6","ion binding","GO:0043167",3,"GO:0005507","GO:0005507;GO:0008270;GO:0030976",24,"PGEN_.00g003940;PGEN_.00g021830;PGEN_.00g038510;PGEN_.00g050040;PGEN_.00g108800;PGEN_.00g132220;PGEN_.00g156260;PGEN_.00g164540;PGEN_.00g164550;PGEN_.00g164650;PGEN_.00g164660;PGEN_.00g174890;PGEN_.00g205760;PGEN_.00g211330;PGEN_.00g251840;PGEN_.00g263590;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g276360;PGEN_.00g280310;PGEN_.00g281550;PGEN_.00g308130;PGEN_.00g312080;PGEN_.00g331660","Day14_Up"
"7","lipid binding","GO:0008289",3,"GO:0015485","GO:0015485;GO:0032934",5,"PGEN_.00g013170;PGEN_.00g014740;PGEN_.00g019450;PGEN_.00g150640;PGEN_.00g279590","Day14_Up"
"8","lyase activity","GO:0016829",1,"GO:0016830","GO:0016830",2,"PGEN_.00g267990;PGEN_.00g268270","Day14_Up"
"9","structural molecule activity","GO:0005198",1,"GO:0030020","GO:0030020",2,"PGEN_.00g020160;PGEN_.00g188760","Day14_Up"
"10","enzyme binding","GO:0019899",1,"GO:0051019","GO:0051019",2,"PGEN_.00g191400;PGEN_.00g348850","Day14_Up"
