"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0051385",2.19109214683084e-05,0.999999980689859,2,3,"response to mineralocorticoid","BP"
"GO:1902307",3.9577394668602e-05,0.999999933670403,2,4,"positive regulation of sodium ion transmembrane transport","BP"
"GO:0043434",7.74978505018272e-05,0.999998607038004,3,36,"response to peptide hormone","BP"
"GO:0042493",0.000383394232223301,0.999976280455096,4,152,"response to drug","BP"
"GO:0070633",0.000506189369195254,0.999995344525379,2,13,"transepithelial transport","BP"
"GO:0071638",0.000789106880518103,0.999990275740094,2,27,"negative regulation of monocyte chemotactic protein-1 production","BP"
"GO:1901998",0.000956233380663834,0.999987344908192,2,19,"toxin transport","BP"
"GO:0010765",0.00106857170136221,0.999984913667987,2,21,"positive regulation of sodium ion transport","BP"
"GO:0035811",0.00269883195326062,1,1,1,"negative regulation of urine volume","BP"
"GO:0036359",0.00269883195326062,1,1,1,"renal potassium excretion","BP"
"GO:0010157",0.00270578925827553,1,1,1,"response to chlorate","BP"
"GO:0010640",0.00311848335578512,0.999997604250099,1,2,"regulation of platelet-derived growth factor receptor signaling pathway","BP"
"GO:0006728",0.00336982272602989,0.999997202150679,1,2,"pteridine biosynthetic process","BP"
"GO:0016071",0.00347426474122778,0.999997025875568,1,2,"mRNA metabolic process","BP"
"GO:0048678",0.00354457061019584,0.999904465521907,2,40,"response to axon injury","BP"
"GO:0050714",0.00412374658258501,0.999880143718068,2,38,"positive regulation of protein secretion","BP"
"GO:0051045",0.00487646835956975,0.999992184200492,1,3,"negative regulation of membrane protein ectodomain proteolysis","BP"
"GO:0051592",0.00565339443418733,0.999805399059649,2,46,"response to calcium ion","BP"
"GO:0010944",0.00627578772537129,0.999987046872271,1,3,"negative regulation of transcription by competitive promoter binding","BP"
"GO:2000010",0.00662660661619646,0.99998375346654,1,4,"positive regulation of protein localization to cell surface","BP"
"GO:0090240",0.00673962251455099,0.999985058276101,1,3,"positive regulation of histone H4 acetylation","BP"
"GO:0014810",0.00754879229881583,0.999981248153206,1,3,"positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion","BP"
"GO:0033629",0.00833666514406514,0.999972556067548,1,5,"negative regulation of cell adhesion mediated by integrin","BP"
"GO:0006726",0.00851876497377574,0.99997312914972,1,4,"eye pigment biosynthetic process","BP"
"GO:0050848",0.00893859517251223,0.999970410041783,1,4,"regulation of calcium-mediated signaling","BP"
"GO:0043618",0.00901165460360724,0.999969923422817,1,4,"regulation of transcription from RNA polymerase II promoter in response to stress","BP"
