"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0045334",0.00355971022114514,0.999994950048683,1,7,"clathrin-coated endocytic vesicle","CC"
"GO:0016282",0.00470646070214079,0.999990727249109,1,10,"eukaryotic 43S preinitiation complex","CC"
"GO:0005868",0.00797350676016514,0.99997195238448,1,19,"cytoplasmic dynein complex","CC"
"GO:0033270",0.00828230187111445,0.999969827499423,1,18,"paranode region of axon","CC"
"GO:0033268",0.010950771660257,0.999946425895668,1,24,"node of Ranvier","CC"
"GO:0014731",0.0147222890522095,0.999901797803965,1,34,"spectrin-associated cytoskeleton","CC"
"GO:0014704",0.0158636035581929,0.999885835220478,1,35,"intercalated disc","CC"
"GO:0043194",0.0194905088609005,0.999826311743445,1,45,"axon initial segment","CC"
"GO:0016328",0.0207574836898014,0.99980322190478,1,42,"lateral plasma membrane","CC"
"GO:0030315",0.0222531016672805,0.999772751974257,1,51,"T-tubule","CC"
"GO:0016529",0.0256712003262672,0.999696564796197,1,57,"sarcoplasmic reticulum","CC"
"GO:0005905",0.0312355672703676,0.999549081765488,1,63,"clathrin-coated pit","CC"
"GO:0030286",0.0315458288457706,0.999539199933731,1,71,"dynein complex","CC"
"GO:0009925",0.0318519964538667,0.999530351043254,1,69,"basal plasma membrane","CC"
"GO:0055037",0.0367595621841533,0.999372395871892,1,77,"recycling endosome","CC"
"GO:0005623",0.0390562643270673,0.996488129341894,2,696,"cell","CC"
"GO:0042383",0.0449519104853853,0.999055910619648,1,99,"sarcolemma","CC"
"GO:0031594",0.0460352348120464,0.999008802038556,1,106,"neuromuscular junction","CC"
"GO:0042803",0.0275346037694599,0.997951743512288,2,561,"protein homodimerization activity","MF"
