"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0007155",8.87118076868729e-06,0.999998778630373,10,458,"cell adhesion","BP"
"GO:0045616",0.000296441654720692,0.999991575613283,3,31,"regulation of keratinocyte differentiation","BP"
"GO:0031639",0.000549632778196727,0.999995021575608,2,9,"plasminogen activation","BP"
"GO:0010642",0.000551229148037815,0.999994800341426,2,11,"negative regulation of platelet-derived growth factor receptor signaling pathway","BP"
"GO:0051603",0.0006249075076588,0.999976627320495,3,42,"proteolysis involved in cellular protein catabolic process","BP"
"GO:0051919",0.000687744832834632,0.999992869781378,2,10,"positive regulation of fibrinolysis","BP"
"GO:0043152",0.00267305069475247,0.999939612445343,2,20,"induction of bacterial agglutination","BP"
"GO:0006589",0.00268485790276272,0.999939209109678,2,20,"octopamine biosynthetic process","BP"
"GO:0042246",0.00303554273250275,0.999925252880698,2,27,"tissue regeneration","BP"
"GO:0042421",0.00323492577818258,0.999919118115592,2,21,"norepinephrine biosynthetic process","BP"
"GO:0002327",0.00386045297636439,1,1,1,"immature B cell differentiation","BP"
"GO:0002904",0.00386045297636439,1,1,1,"positive regulation of B cell apoptotic process","BP"
"GO:0042420",0.00406716929963371,0.999883675432683,2,27,"dopamine catabolic process","BP"
"GO:0042730",0.00408066432125348,0.999883961040441,2,24,"fibrinolysis","BP"
"GO:0060242",0.0042340880004753,1,1,1,"contact inhibition","BP"
"GO:1903669",0.00432615067922992,1,1,1,"positive regulation of chemorepellent activity","BP"
"GO:0010157",0.00442369282521102,1,1,1,"response to chlorate","BP"
"GO:0002062",0.00444513065344946,0.999867239921515,2,26,"chondrocyte differentiation","BP"
"GO:0007162",0.00447514034978862,0.999865574228469,2,27,"negative regulation of cell adhesion","BP"
"GO:0010640",0.00448964385921857,0.999995004348966,1,2,"regulation of platelet-derived growth factor receptor signaling pathway","BP"
"GO:0003429",0.00491982122945583,0.999844519406933,2,28,"growth plate cartilage chondrocyte morphogenesis","BP"
"GO:0016071",0.00538177765949566,0.999992818480013,1,2,"mRNA metabolic process","BP"
"GO:0072675",0.00596576318147863,0.999792237370446,2,27,"osteoclast fusion","BP"
"GO:0030198",0.00686801660146286,0.999385511317527,3,104,"extracellular matrix organization","BP"
"GO:0051045",0.00709729560738325,0.999983339269345,1,3,"negative regulation of membrane protein ectodomain proteolysis","BP"
"GO:0061045",0.00747653991522563,0.999705707270981,2,30,"negative regulation of wound healing","BP"
"GO:0048678",0.0083945765013953,0.999644566057522,2,40,"response to axon injury","BP"
"GO:0006668",0.00855211724882356,0.999981835989489,1,2,"sphinganine-1-phosphate metabolic process","BP"
"GO:0045682",0.00855211724882356,0.999981835989489,1,2,"regulation of epidermis development","BP"
"GO:0003413",0.00913007327089178,0.999979291879069,1,2,"chondrocyte differentiation involved in endochondral bone morphogenesis","BP"
"GO:0051764",0.0091930685602865,0.999979004458083,1,2,"actin crosslink formation","BP"
"GO:2000010",0.00982021239678732,0.999964081614772,1,4,"positive regulation of protein localization to cell surface","BP"
"GO:0002542",0.0109368665296176,0.99996036780028,1,3,"Factor XII activation","BP"
"GO:2000973",0.0113760373933088,0.99995711249676,1,3,"regulation of pro-B cell differentiation","BP"
"GO:0010823",0.0118775155794644,0.999953237401256,1,3,"negative regulation of mitochondrion organization","BP"
"GO:0035282",0.0118969511896101,0.99995308382414,1,3,"segmentation","BP"
"GO:0031288",0.0119396798360287,0.99994685638082,1,4,"sorocarp morphogenesis","BP"
"GO:1990748",0.0122607619395891,0.999950162324405,1,3,"cellular detoxification","BP"
"GO:0048057",0.0132314523120516,0.999941933044656,1,3,"R3/R4 development","BP"
"GO:0044267",0.0143034203022311,0.999197133330931,2,45,"cellular protein metabolic process","BP"
"GO:0007035",0.0143266593383703,0.999931888610328,1,3,"vacuolar acidification","BP"
"GO:1903665",0.0152980449628872,0.999912630880209,1,4,"negative regulation of asexual reproduction","BP"
"GO:0090383",0.0156119277152554,0.999908996685115,1,4,"phagosome acidification","BP"
"GO:0002576",0.0160334544867965,0.999043064118415,2,47,"platelet degranulation","BP"
"GO:0001942",0.0162300012208662,0.99902510735622,2,47,"hair follicle development","BP"
"GO:0060742",0.0163129556051413,0.999900610807223,1,4,"epithelial cell differentiation involved in prostate gland development","BP"
"GO:1905451",0.0171410335661376,0.999890225576978,1,4,"positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis","BP"
"GO:0007597",0.0176016145850288,0.99987654281497,1,5,"blood coagulation, intrinsic pathway","BP"
"GO:0050829",0.0176321408468903,0.998889080696325,2,54,"defense response to Gram-negative bacterium","BP"
"GO:0009617",0.0176566612769717,0.997755431446353,3,142,"response to bacterium","BP"
"GO:0050896",0.0177466108358406,0.998879239203474,2,52,"response to stimulus","BP"
"GO:0035621",0.0178019190850952,0.999881564142294,1,4,"ER to Golgi ceramide transport","BP"
"GO:0060588",0.0180096905427947,0.999861545257736,1,7,"negative regulation of lipoprotein lipid oxidation","BP"
"GO:2000098",0.0180096905427947,0.999861545257736,1,7,"negative regulation of smooth muscle cell-matrix adhesion","BP"
"GO:0040034",0.0182619529616055,0.999867069929453,1,5,"regulation of development, heterochronic","BP"
"GO:0010839",0.0182953884865741,0.998827937261912,2,49,"negative regulation of keratinocyte proliferation","BP"
"GO:0006670",0.0183252107272429,0.999866143950463,1,5,"sphingosine metabolic process","BP"
